Reporter Identifier	VALUE	S_N_P/8a-2_OKhymenets_220905
100529	308.31	-0.5
100537	33188.03	85.43
100543	28481.85	59.03
100547	947.65	3.33
100552	111768.68	98.28
100557	757.3	2.86
100558	170.04	-0.73
100566	297.09	1.63
100569	282.2	0.11
100570	5355.76	19.67
100572	217.89	0.73
100575	289.42	1.35
100583	221.37	-0.33
100589	13692.01	53.18
100591	16295.69	33.64
100594	519.65	0.49
100596	8117.22	33.28
100608	220.38	0.38
100611	300.44	-1.97
100627	489438.56	97.22
100628	522.5	2.99
100629	82359.14	117.65
100635	5799.61	11.29
100636	59053.42	53.14
100639	10069.8	32.97
100641	52613.22	41.77
100642	398.81	1.41
100645	220.9	0.29
100646	385.66	0.59
100658	258.11	0.08
100659	818.44	3.64
100664	100241.75	96.35
100671	4265.79	15.95
100679	867.71	5.48
100680	1394.01	6.97
100681	967.84	1.76
100687	1200.25	4.98
100689	5817.47	20.73
100691	10248.78	24.08
100694	4051.28	13.4
100702	397683.44	100.77
100709	10976.64	40.73
100710	92262.14	79.21
100717	542.08	-0.33
100719	445.92	1.57
100722	2339.82	8.52
100727	536.33	1.54
100736	284.81	-0.04
100747	277.17	-2.15
100748	2184.55	3.93
100757	16181.29	58.36
100762	282.01	0.42
100765	12481.54	63.87
100771	1081139.78	34.18
100777	23244.23	54.2
100781	287.73	-2.28
100787	1481.81	2.23
100788	2454.74	8.06
100794	432.71	1.51
100801	1122.83	2.43
100812	2117.5	4.79
100814	578.22	2.58
100819	1328.6	4.77
100825	3810.09	8.87
100826	599879.98	112.18
100830	303.86	-0.55
100837	248.21	-1.61
100840	81942.3	92.52
100845	58748.7	89.03
100857	625.77	4.62
100869	163.71	0.24
100876	235.69	-0.01
100883	178.16	0.27
100884	1157.45	4.98
100890	1426.39	8.79
100892	9651.57	21.52
100894	510939.18	100.6
100901	76908.27	66.21
100912	2743.5	15.21
100914	8931.38	24.07
100925	354.99	0.78
100935	317.31	-0.53
100939	10475.44	12.38
100942	6095.59	13.03
100943	10397.7	21.6
100945	11716.36	20.18
100949	4770.71	37.41
100951	20340.35	59.37
100952	248.43	-0.11
100955	54192.65	71.25
100963	10417.21	27.52
100966	17321.84	57
100969	27467.4	63.72
100972	434.66	0.85
100983	305.02	0.9
100984	3564.83	16.56
100989	1385.57	5.26
100993	10414.88	34.22
100996	300.58	0.17
100997	2127.75	9.71
101011	271.79	0.36
101012	8012.93	34.51
101018	8723.28	34.47
101019	2310.87	13.73
101020	12341.6	32.3
101026	7686.27	25.13
101027	3114.77	4.56
101034	114.52	0.89
101039	12841.56	35.88
101042	9605.61	42.99
101044	146.73	1.01
101058	169124.32	130.08
101059	215.13	-0.39
101060	4664.65	16.87
101065	14366.16	71.54
101068	51423.57	75.17
101070	32739.07	75.88
101072	14880.53	58.25
101083	556.13	2.83
101089	227.02	-0.65
101108	6107.48	18.39
101109	888.39	-0.14
101113	542303.61	91.08
101114	1950.67	5.32
101116	12420.46	31.97
101120	28457.04	72.38
101122	401.23	0.38
101123	12098.8	45.09
101125	120734.85	62.66
101126	31364.96	68.4
101140	12006.57	32.63
101144	139.85	0.62
101145	214574.17	122.34
101150	3980.24	25.9
101157	403.58	-1.43
101173	2875.9	14.08
101185	7190.68	31.93
101191	8536.52	24.68
101192	25491.98	56.81
101193	9234.33	33.51
101194	13567.92	50.86
101196	43521.9	57.43
101200	2122.79	6.3
101210	181.83	-3.72
101213	31212.53	83.97
101216	1076.76	5.06
101220	70684.06	87.34
101231	297.77	-0.06
101239	68857.71	83.94
101242	3588.73	7.05
101251	889.37	2.55
101252	2474.88	14.33
101255	106540.47	91.67
101260	6878.79	19.03
101262	193.98	0.12
101263	373.06	2.48
101266	29131.77	73.41
101269	558.17	5.36
101287	116378.11	114.83
101293	24988.59	60.27
101300	7370.01	25.31
101304	2492.14	6.9
101310	35528.02	102.98
101319	226.54	-1.79
101320	11679.4	52.98
101331	3795.98	9.71
101333	9693.54	47
101336	259.94	-0.53
101339	25007.84	46.22
101347	406.7	1.55
101353	305.09	0.23
101356	2080.83	5.46
101359	186.12	-0.81
101361	542.44	-0.13
101365	853935.53	100.54
101368	1282.5	5.03
101370	5778.4	42.94
101374	370.59	-1.87
101377	17695	62.1
101381	10561.04	47.39
101387	4736.26	3.02
101391	1267.88	4.36
101395	198.97	-1.42
101397	6121.51	18.33
101403	266.08	1.29
101404	2058.07	5.45
101408	1406.67	6.03
101413	924.45	5.65
101431	789.19	0.57
101441	189628.5	111.16
101444	8475.7	40.04
101445	16096.73	42.63
101446	1359.06	0.09
101447	14582.88	46.39
101482	251.4	-0.03
101487	2838.94	7.65
101498	5752.04	22.89
101499	25144.86	59.47
101505	3879.32	27.33
101506	169.61	0.43
101509	2813.32	6.7
101511	40245.35	64.66
101513	242.53	0.81
101518	289.22	-0.34
101520	357.29	1.06
101526	14457.39	35.59
101527	14737.4	37.44
101538	2063.95	6.45
101549	2354.29	0.08
101552	216.01	-1.09
101555	291.88	-0.31
101559	686.06	4.24
101561	701.39	3.96
101566	282.19	0.21
101569	278.7	1.19
101570	5065.72	12.88
101574	17428.29	34.69
101575	229.67	-1.08
101584	2171.3	8.15
101588	61772.4	109.71
101589	3873.37	21.75
101592	3480.77	7.83
101594	3587.89	11.32
101597	822.63	0.91
101598	326.78	-0.11
101603	8605.24	21.89
101611	9403.1	61.22
101616	602.44	0.25
101623	715.39	2.9
101641	1597.56	1.83
101645	5716.79	48.4
101647	208.2	-0.91
101648	709	0.73
101654	1234.81	2.55
101655	4486.82	26.28
101663	748.27	1.31
101664	14821.12	33.43
101666	2731.14	12.93
101670	11929.44	37.32
101676	11701.15	28.94
101678	438.68	2.41
101680	4423.71	18.14
101686	8715.91	26.67
101687	13586.69	43.77
101688	1160.01	4.34
101692	53275.39	94.73
101693	28052.04	69.78
101695	287.48	0.29
101703	15071.67	71.2
101711	19643.97	70.49
101721	363.22	0.7
101722	215.18	-0.26
101725	20898.81	100.42
101736	1973.42	3.62
101738	152.34	-1.33
101742	220.88	1.13
101745	352.91	-1.19
101754	61285.22	102.61
101755	207946.15	62.91
101757	1263.31	4.15
101759	1272.25	4.86
101760	200.01	0.05
101762	404.97	0.91
101768	361.97	0.2
101775	1159.42	2.38
101777	1092.55	3.09
101781	28551.49	73.04
101783	247.61	-0.46
101798	1355740.59	96.01
101799	305.38	0.55
101800	1487.15	4.83
101802	2944.65	11.3
101811	608235.31	124.74
101814	201.43	-0.52
101815	51427.59	82.4
101821	1542.93	6.76
101835	29787.5	41.26
101843	278.75	0.41
101844	62067.24	101.63
101845	343.92	0.45
101854	491.81	1.9
101855	816.01	3.6
101860	214.08	1.63
101862	29366.22	40.92
101863	367.37	0.34
101867	147419	70.92
101876	262.18	-0.29
101878	273.27	-0.27
101887	36632.23	85.76
101893	32935.08	59.68
101899	1082.23	3.79
101908	3614.12	21.84
101912	620.87	-0.06
101913	390.69	0.02
101917	375.78	-0.14
101929	2834.37	9.74
101930	719.24	1.33
101931	65040.1	79.03
101946	78347.32	98.09
101948	239.23	-0.66
101949	3991.08	20.86
101955	1100.86	6.89
101958	32563.02	30.45
101962	26257.38	76.19
101965	3776.39	9.54
101973	74586.53	86.03
101974	145175.58	131.48
101979	13447.47	54.2
101980	29045.54	58.76
101985	40766.47	124.28
101987	14025.18	70.17
101998	368.87	-0.6
102001	129092.7	105.05
102004	407.54	-0.85
102010	258.48	-1.02
102013	2242.61	9.07
102034	246.12	1.31
102036	2223.75	2.86
102037	259431.67	97.94
102040	2543.22	6.82
102046	20091.18	66.21
102047	16413.21	60.28
102049	207.7	0.36
102051	946.74	3.39
102059	4740.79	17.01
102060	50580.12	128.69
102063	8794.97	20.29
102071	4017.04	19.52
102077	314.94	1.96
102081	181.87	0.79
102085	626.98	0.76
102086	14418.82	30.59
102088	249.84	-1.57
102090	326.61	0.39
102092	7523.67	21.27
102096	312.36	0.24
102108	241.14	0.26
102116	4067.56	20.95
102117	28380.64	70.9
102125	52073.63	54.99
102126	91.37	0.82
102133	17687.9	45.81
102135	187.13	-1.35
102137	822.52	3.07
102138	24758.33	79.23
102140	1372.19	4.19
102148	701.29	2.86
102152	358.8	2.23
102161	4389.56	18.13
102162	1899.92	8.61
102164	8968.89	49.83
102168	1789.93	4.72
102174	3263.9	12.75
102175	20868.85	32.85
102177	148.95	-1.06
102183	5884.47	18.2
102204	260.18	-0.55
102205	1269.4	4.14
102207	29836.84	64.67
102210	14107.07	62.25
102211	9538.35	25.47
102213	416.67	-0.61
102218	45090.58	67.22
102222	445.06	1.7
102225	199.91	-0.38
102229	16056.54	17.24
102231	1024.93	-0.41
102233	224917.86	105.94
102234	520.66	1.54
102236	15312.59	38.36
102241	408.59	-1.44
102244	22411.41	49.32
102249	528.7	1.4
102255	472.45	2.38
102257	98755.72	92.79
102263	488.75	-0.02
102267	28732.02	66.95
102274	3851.99	11.28
102277	439.89	2.99
102279	527.44	1.44
102286	901.08	0.71
102295	300.19	-0.86
102302	5687.49	27.99
102305	139.22	0.47
102314	3076.79	20.44
102323	286.21	-0.22
102330	772.91	2.08
102334	5813.76	28.3
102335	16279.73	48.59
102337	5169.84	30.9
102338	82460.88	80.22
102341	869.91	2.36
102342	24687.72	89.31
102344	8390.83	24.99
102347	267.6	-0.27
102348	2253.18	10.12
102353	1097.83	3.2
102355	43292.55	76.98
102384	2272.17	12.61
102387	5160.15	17.16
102388	36179.4	83.57
102393	1484.27	8.22
102396	55310.83	57.61
102397	421306.34	113.97
102403	1470.41	6.23
102415	42435.99	50.48
102419	15895.73	66.79
102421	358.97	-0.91
102431	323.99	1.82
102437	76449.59	104.52
102438	26254.28	128.55
102441	167.45	-2.11
102445	4618.93	13.67
102450	743.53	2.28
102451	2714.27	14.27
102454	19758.14	61.24
102459	309.64	0.39
102465	52708.83	64.37
102474	1662.11	5.14
102477	931.01	1.27
102482	7085.01	19.05
102483	54203.28	107.88
102484	256760.38	42.43
102488	4020.27	9.48
102491	37157.01	97.2
102492	17532.57	54.02
102498	276.58	-2.29
102503	42270.58	49.85
102506	1061.17	-0.23
102514	930143.32	104.46
102516	587.87	2.3
102518	1490017.37	99.15
102521	1381.33	10.11
102523	1068.54	-0.07
102525	718837.87	128.67
102539	254.6	0.21
102551	67500.13	61.91
102557	1799.12	7.36
102558	12670.27	46.13
102559	7506.63	9.29
102560	596.17	-0.21
102563	20003.5	25.4
102564	22142.61	66.2
102565	15412.54	37.18
102571	4492.8	24.92
102572	1645.84	5.84
102581	5925.61	10.11
102592	8861.8	9.68
102596	76805.43	70
102597	813.91	1.93
102598	36913.86	110.32
102603	339.18	0.17
102604	221044.51	43.09
102610	6269.51	5.84
102617	299160.41	93.35
102622	1500.01	3.67
102623	1228.88	3.62
102625	388.62	-0.38
102627	6656.19	26.31
102632	30933.41	81.2
102647	5505.59	16.97
102652	4957.86	14.5
102654	2378.27	13.53
102661	4947.17	9.38
102664	5572.4	28.55
102667	898.56	1.75
102670	715.53	1.94
102684	297.51	-0.61
102688	53405.33	53.39
102693	502.65	0.94
102700	167.26	-0.77
102706	135893.86	76.58
102709	9352.76	33.45
102711	11513.64	12.56
102718	22933.31	52.32
102721	29106.23	22.62
102723	19699.28	63.87
102727	14127.79	29.39
102730	184.33	-1.06
102731	6246.01	16.66
102732	251936.14	81.36
102734	1304.9	1.17
102739	293.11	0.92
102753	10638.78	79.84
102754	1944.82	5.19
102756	296.02	-1.34
102759	270.12	1.16
102762	3885.08	10.49
102769	202.47	-0.5
102776	262.72	0.95
102778	1722.6	4.58
102783	11067.9	18.04
102786	395.51	1.25
102788	22280.88	82.65
102789	2861.37	10.7
102792	406.96	-0.38
102794	1097.86	3.73
102795	974.6	0.4
102817	397.76	-1.09
102818	686.95	4.88
102820	155.95	0.8
102823	282	-1.17
102824	486.62	2.6
102826	4062.23	7.55
102828	47822.37	83.22
102833	1535.69	6.44
102834	908.82	4.52
102835	260.51	-0.06
102836	1225.45	0.61
102841	140406.37	81.8
102842	2326.66	5.88
102845	13769.94	45.72
102846	2947.57	13.94
102848	4298.08	21.49
102850	1605.86	1.39
102862	1809.05	9.41
102875	81515.28	116.15
102878	383.72	0.32
102881	821.57	4.18
102888	2662.98	2.74
102896	183.81	0.76
102899	1364.28	2.17
102901	325.25	0.83
102904	6298.7	24.01
102907	42332.12	71.42
102910	29508.7	60.75
102914	1155.96	2.61
102915	17429.9	49.43
102916	1132.35	4.54
102924	12110.81	46.48
102926	1542.11	3.98
102937	340298.89	101.7
102939	324.92	-1.58
102944	2591.35	11.43
102945	832.6	2.44
102952	498.75	1.89
102959	229.45	-0.21
102967	18583.85	58.65
102968	1630.28	3.82
102971	2806.34	2.73
102972	1767.62	4.82
102973	228.85	-0.16
10298121	725.99	4.51
102988	4412.15	20.18
102997	2227.18	4.16
102999	200.03	0.62
103002	272.69	-0.28
103003	196.62	-1.58
103010	9292.34	39.98
103013	8116.92	26.41
103021	13542	59.53
103022	223.87	0.23
103029	153.66	-1.65
103030	829.59	0.95
103034	16088.73	69.7
103043	1603.9	6.43
103054	616.35	1.57
103058	659.09	0.03
103069	3598.93	21.05
103070	174.34	-0.05
103073	248	0.62
103079	5257.65	20.68
103080	532.24	0.43
103082	161.93	-0.83
103085	344972.67	98.9
103095	348690.33	109.84
103097	1576641.96	101.41
103100	3887.78	26.09
103102	3597.21	11.81
103103	1979.27	5.67
103105	408.46	1.25
103107	713.56	2.83
103109	3327.81	8.89
103111	185.96	0.67
103113	5454.61	36.52
103115	254.77	1.37
103117	1912.9	8.79
103150	91061.77	84.6
103152	392.73	0.11
103153	2446.65	11.78
103159	463.85	-0.42
103164	464.79	1.13
103169	17718.43	39.97
103171	249.52	-0.54
103183	21639.22	57.36
103185	17480.66	64.25
103193	18664.77	64.17
103201	38348.57	93.04
103206	16936.39	19.49
103211	2197.55	2.47
103212	478.5	1.56
10321330	1755.42	4.53
103214	4301.75	5.59
10322069	319.15	0.42
103225	110882.69	94.37
103227	622.78	-0.92
103232	4838.03	25.57
103235	156.81	-0.11
103239	7173.11	10.59
103241	862.4	-0.62
103252	11104.39	43.06
103254	239.88	0.53
103259	330.76	0.76
103260	113.42	0.8
103264	5990.49	21.12
103269	240.95	-0.55
103271	683.59	2.18
103273	1098.76	3.34
103279	5824.68	15.75
103288	482.23	0.16
103291	28984.09	93.46
103297	404.3	2.6
103301	1143.96	3.31
103305	1608.94	0.92
103306	3418.88	13.11
103310	353.01	0.5
103318	966.7	0.5
103331	749.07	1.2
103341	9690.89	26.63
103342	392.93	0.51
103344	1250.29	3.27
103350	50906.12	100.65
103355	278.42	-1.14
103357	56349.54	50.44
103366	98042.74	57.4
103367	225.58	1.04
103382	8837.57	31.93
103384	18019.74	41.59
103392	21977.27	91.33
103394	1354.63	2.21
103395	8519.24	26.76
103396	600.54	3.78
103401	1648.1	5.18
103403	275.25	-1.74
103404	7538.28	0.88
103406	7284.82	23.6
103409	20651.31	63.03
103413	78725.17	87.92
103415	57951.78	80.93
103418	24837.72	72
103423	16728.55	39.95
103430	18487.07	31.38
103431	3717.57	12.66
103434	368.85	2.48
103435	6194.58	31.26
10343858	655.14	5.51
103440	445.08	0.12
103441	11301.07	63.77
103444	551.14	0.57
103446	26324.59	54.68
103451	24948.33	72.79
103457	4674.25	16.15
103458	926.7	0.08
103461	18186.02	44.41
103463	10760.43	42.68
103465	280749.85	114.69
103467	607.82	2.33
103468	6334.94	13.44
103474	3405.47	15.56
103475	1833.05	4.68
103476	8558.97	39.01
103481	12129.12	36.56
103491	48023.54	66.25
103492	538.06	2.55
103516	7359.43	35.87
10351750	243.57	0.54
103520	2326.67	11.79
103522	9027.57	46.14
103524	563.44	0.84
10353180	440.63	2.27
103532	188.29	-0.72
103536	365.58	1.73
103537	2897.7	7.69
103547	539.52	0.42
103552	356.69	1.76
103553	5876.74	11.39
103554	198.52	-1.11
10355470	2667.24	13.03
103558	291.18	0.76
103562	1042.18	1.5
103563	360.66	0.32
103564	460.31	0.1
103567	835	4.07
103579	7724.28	24.42
10357919	1037.32	4.32
103585	25612.61	62.91
103586	393.44	1.12
103587	334804.28	105
103589	9221.15	21.67
103604	26893.33	56.02
103612	3953.51	11.4
103613	694.91	1.96
103617	12534.05	28.91
103618	1279.74	3.8
103624	755922.72	97.92
103625	110698.2	62.64
103626	550.48	1.03
103627	753.79	3.49
103640	242.06	0.52
103641	46245.99	72.3
103642	6944.28	22.62
103644	1934.34	6.49
103651	1413.94	4.2
103654	531.7	-0.41
103659	678.17	0.3
103665	1902.22	12.62
103666	3542.18	11.54
103677	1312.92	4.11
103678	4043.52	25.53
103682	46974.75	83.32
103690	11596.16	36.09
103693	9010.74	8.9
103694	101076.93	128.76
103696	226.87	1.23
10370245	234.22	-1.62
103703	354.37	0.62
103705	11265.89	55.96
103717	12409.06	44.96
103718	2703.55	10.04
103719	6157.04	26.21
103720	9318.17	31.41
103726	796219.5	98.16
103729	184.22	-0.14
103744	271.51	-1.83
103746	2557.7	7.67
103752	226.54	-1.12
103754	20567.81	84.5
10375855	3425.17	16.22
103764	1601.08	3.49
103769	1953.77	4.29
103775	329.81	-0.35
103778	250.4	-0.21
103779	272.09	-0.58
103786	1923.99	10.36
103792	299.54	-0.08
103793	5279.07	15.12
103795	6081.98	5.8
103802	310.17	-0.65
103805	4998.55	22.86
103806	604.67	4.92
103809	1781.64	3.44
103810	69546.12	114.98
103813	257.99	-1.9
103822	3768.71	1.51
103824	2663.84	3.67
103829	552.18	0.87
103831	929	3.02
103843	12588.97	46.48
10384403	729.11	1.88
103846	3118.36	7.81
103851	16296.14	50.23
103866	432.25	1.97
103867	31052.99	56.75
103870	3849.34	18.66
103875	2909.5	14.45
103876	235.63	0.71
103877	799.44	1.87
103883	3141.83	12.35
103885	253.13	-1.17
103888	289.22	0.75
103892	666.92	2.7
103896	2088.55	8.11
103907	3745.72	23.04
103910	38107.37	58.25
10391124	814.17	3.6
103913	899.32	3.08
103918	265.95	0.37
103919	7892.34	24.29
103920	213.23	-0.55
103921	293.56	-0.55
103928	42997.22	44.67
103931	35535.26	14.33
103944	4625.14	21.77
103950	5353.99	25.94
103958	428.64	1.44
103964	285.66	0.12
103970	4861.86	15.86
103975	366.19	-0.02
103976	4610.63	31.96
103999	113353.85	69.72
10400392	12564.75	81.17
104009	5446.82	29.46
104013	711.92	1.78
104031	400.6	0.2
104032	406.1	0.03
104033	565.01	2.1
104036	2017.07	6.45
104040	811.34	-0.67
104054	80152.42	86.32
104057	45609.42	91.68
104059	27936.4	83.66
104062	1464.9	4.55
104079	5449.93	8.81
104080	309.81	1.67
104081	539.17	1.94
10409147	1858.84	5.02
104096	15548.16	44.89
104099	510.48	1.54
104102	178.04	0.91
10410414	911.63	1.19
104105	250.69	4.08
104108	229.69	-1.25
10411442	634.36	1.59
104115	52585.38	104.05
104116	4466.29	15.36
104119	427.79	-1.27
104123	207.66	-0.23
104128	1026.2	3.24
104131	118158.94	117.07
104139	8454.6	45.84
104140	87644.88	108.17
104142	5592.81	13.45
104153	389.07	-0.54
104157	9707.13	22.67
104158	1434.31	2.21
104166	12267.91	42.55
104172	934.92	2.34
104186	1551.88	11.87
104189	7929.23	21.99
10419000	28856.2	70.71
104193	184604.15	99.03
104196	665171.17	102.92
104200	15240.78	71.89
104202	295.22	-0.91
104207	2196.46	8.3
104213	34594.11	94.45
104215	289.54	-0.02
104218	221.05	-0.96
104220	11771.28	36.69
104225	27340.19	49.25
10423512	2168.87	5.07
104237	14482.72	42.74
104240	1202.55	3.68
104245	45797.84	75.5
104251	160.74	0.22
104254	13639.17	46.92
104259	9880.85	30.05
104260	48109.79	105.67
104268	328.06	-0.23
10426832	1302.95	3.23
104271	238.45	0.25
104273	235.33	0.49
104275	9264.9	35.52
104276	46523.42	46.34
104280	19574.5	79.79
10428338	3079.25	19.89
104287	2321.98	5.57
104292	16282.16	74.32
104293	12978.91	43.44
104294	361.81	1.32
104309	19654.51	30.91
104310	2158.91	10.28
104322	1119.84	5.82
104328	417.09	-3.38
104331	3668.11	35.33
104341	743485.98	112.86
104346	6122.9	23.99
104347	322.98	1.41
10434918	201.2	1.26
104350	15574.99	54.84
104351	2466.09	7.62
104353	160.33	-0.13
104356	5522.14	3.18
104360	18736.52	37.49
104371	389.43	0.29
104372	29515.46	70.74
104377	30708.81	104.7
104379	432.88	-0.23
104384	190626.28	101.27
104387	5972.86	29.22
104400	50714.27	90.64
104402	27288.36	102.69
104407	161.03	0.32
104408	1864.42	9.71
104409	322425.99	76.18
10441133	616.97	1.28
10442161	498.43	0.07
104424	505.64	1.98
104427	44630.3	86.99
104428	4343.04	17.99
104431	9346.65	62.02
104447	671.04	0.63
104450	239.54	1.3
104454	805.53	0.35
104456	752318.1	53.61
104458	15905.64	16.29
104460	157.36	-0.42
104469	3493.22	16.52
104475	533.52	1.41
104477	5484.67	22.74
104481	288.36	0.28
104483	63825.34	104.73
104484	751.28	2.62
104490	36241.21	89.25
104499	509.88	0.95
104504	354745.86	106.57
10450649	1254.1	0.85
104510	625.32	2.39
104511	5188.88	16.44
104523	512.49	1.52
104525	536.17	2.05
10452548	5218.67	10.9
104528	233.09	-2.38
104531	225.07	-1.01
104533	1957.01	1
104539	3806.58	11.11
104547	11151.33	46.98
104549	241.01	1.04
10455177	215.27	-2.77
104557	2903.96	8.43
104562	42235.59	69.07
104564	111838.63	61.51
104566	15472.47	62.68
104569	37251.24	67.11
104572	1230.68	5.42
104576	301.54	-3.12
104577	1401.4	6.5
104585	828.68	-0.36
104588	2253.48	21.45
104590	305.06	1.13
104594	1566021.21	132.77
10459528	1296.17	4.24
10460534	848.08	4.69
104610	1855.63	6.83
10461026	2302.13	11.79
104615	5598.11	24.39
104619	49181.54	82.4
104621	10564.24	9.34
104625	803556.42	82.72
104627	14919.66	66.2
104634	544.67	1.08
104638	27896.64	38.42
104641	1372.61	-0.12
104642	293.92	-1.07
104648	253.5	0.67
104651	1811.15	9.94
104667	5572.59	37.36
104683	116564.87	77.78
104690	12796.41	52.68
104697	9329.83	4.82
104701	276.66	-1.52
104706	193.65	-1.69
104707	490.49	-0.22
104708	293.75	0.82
104709	339.53	-0.64
104711	1358.54	3.8
10471331	2402.97	8.43
104716	6146.86	13.83
104718	4620.92	14.36
104721	848.47	2.06
104723	4076.05	11.96
104728	3253.48	13
104731	123339.93	119.78
104739	3208.14	8.5
104741	23993.51	74.29
104742	9776.43	34.46
104743	25286.42	53.76
104745	4733.08	18.48
104748	11252.75	44.64
104750	20099.97	54.87
104760	1642.88	7.02
104762	3324.59	14.64
104763	1532.24	8.44
104764	4401.01	14.9
104767	291.26	-0.32
104770	17681.05	35.22
104771	14643.73	33.56
104772	23723.29	49.3
104774	5163.35	17.82
104777	646.28	3.19
104778	222.67	-0.22
104782	75581.54	70.98
104785	161.95	0.41
104791	7434.59	24.49
10480018	6197.27	29.66
104824	922.48	3.33
104827	571.97	2.25
104831	302.73	2.01
104851	240.61	0.2
104861	45862.87	47.23
104862	409.5	-0.42
104870	5032.11	29.93
104873	36337.93	79.35
104878	143.89	-1.32
104890	8431.31	33.8
104893	946.87	2.15
104900	7867.42	10.42
104901	81877.98	90.48
104905	6377.75	41.01
104921	3738.28	16.77
104923	2807.07	10.98
104925	62217.35	56.27
104926	663.26	2.02
104931	2178.32	3.06
104932	996.99	2.28
104934	6068.31	17.05
104936	297.02	2.24
104939	2639.47	13.07
104942	1715.77	24.98
104945	5929.97	17.63
104948	2655.2	8.97
104952	364.32	-0.37
104955	10044.94	28.12
104959	1586.12	10.77
104977	690.07	2.21
104984	643.45	0.8
104988	54307.05	95.52
104996	236.34	0.76
105004	30411.09	87.09
105010	2616.3	13.53
105011	1240.46	7.89
105014	1080.66	3.77
105018	9166.38	15.57
105029	1005.31	1.31
105030	46641.16	81.71
105040	41226.16	91.17
105052	309.55	0.47
105053	9598.03	11.62
105056	215736.22	93.42
105061	1436.17	2.71
105062	323.35	-1.93
105064	866.48	5.04
105075	191.97	-0.6
105079	3373.43	25.51
105080	3526.04	11.37
105082	22708.28	87.03
105086	296.01	0.9
105087	5410.4	29.21
105091	199.42	-2.08
105093	231.46	0.83
105095	654.25	2.54
105105	25935.12	41.57
105110	672.08	-1.57
105113	1718.49	9.47
105114	384.39	-1.29
105117	383.55	3.21
105119	993.56	0.96
105120	91891.47	106.66
105123	308.34	0.45
105128	309.79	1.07
105130	9778.02	40.07
105150	1177.76	3.35
105151	465.58	0.79
105152	338.28	0.88
105155	650628.02	104.88
105160	2158.69	3.11
105163	140.87	-0.5
105165	21811.73	9.04
105172	24135.68	50.4
105173	72105.92	110.51
105191	270.33	-0.41
105194	99801.49	83.57
105195	252.98	-0.96
105197	558.65	0.95
105207	218.58	-0.46
105208	53520.28	41.61
105211	308568.14	108.34
105226	28993.01	58.5
105227	8581.87	35.12
105239	23731.45	69.75
105242	14491.01	9.46
105249	1457.12	4.29
105251	3344.69	11.81
105258	1280.57	1.81
105260	9194.5	35.9
105265	3833.58	19.01
105266	6624.96	23.61
10526619	2600.99	40.49
105271	10076.98	50.48
105274	55316.99	114.07
105275	1280.09	7.22
105279	1691.9	2.06
105288	985.6	2.52
105289	67859.55	99.79
105293	2992.91	15.62
10529369	12338.78	65.26
105296	1873.13	9.36
105298	10096.02	42.52
105301	452.59	0.17
105317	12264.09	38.57
105321	10153.12	42.55
105322	5777.67	17.44
105334	17105.32	59.15
