Reporter Identifier	VALUE	S_N_P/2a-1_OKhymenets_220905
101391	876.15	5.04
101395	291.66	4.07
101397	1341.4	14.24
101403	56.52	-2.39
101404	358.82	1.93
101408	762.8	10.2
101413	193.27	2.17
101431	1145.92	2.56
101441	79249.89	99.29
101444	1785.15	16.32
101445	4642.2	20.83
101446	652.42	-0.52
101447	4698.75	36.78
101482	287.78	0.59
101487	966.96	10.12
101498	2488.57	13.52
101499	14549.73	56.37
101505	1202.19	10.47
101506	395.36	3.8
101509	457.26	2.77
101511	9325.59	62.54
101513	103.24	0.07
101518	84.19	0.79
101520	264.37	1.41
101526	7719.46	26.34
101527	2982.27	17.38
101538	83.59	0.63
101549	393.73	1.56
101552	188.85	1.57
101555	108.8	-0.27
101559	47.93	0.3
101561	354.89	2.28
101566	210.62	-1.15
101569	38.07	-1.48
101570	3281.71	11.2
101574	7682.71	39.4
101575	105.45	-0.72
101584	1164.83	13.31
101588	36854.93	91.01
101589	1434.82	11.82
101592	1295.14	8.38
101594	1018.34	9.72
101597	110.99	1.08
101598	173.01	-1.36
101603	2974.12	14.64
101611	2681.51	36.01
101616	157.71	0.36
101623	320.74	5.62
101641	559.27	0.02
101645	1363.43	6.49
101647	72.57	-0.54
101648	1209.8	10.95
101654	527	1.69
101655	1559.24	18.42
101663	710.52	1.51
101664	7005.17	23.74
101666	716.54	7.14
101670	8009.71	22.95
101676	5596.86	30.3
101678	1428.59	8.29
101680	2489.81	11.97
101686	3126.41	42.22
101687	5225.24	34.42
101688	508.77	2.09
101692	14530.21	62.85
101693	11158.18	64.38
101695	129.93	0.13
101703	4152.29	38.66
101711	8119.59	71.08
101721	205.4	-0.39
101722	480.12	3.52
101725	9076.39	92.22
101736	332.93	2.09
101738	146.03	-1.38
101742	310.81	1.78
101745	95.88	-0.69
101754	33223.82	83.92
101755	88728.84	70.44
101757	613.84	2.54
101759	163.87	1.4
101760	241.86	1.59
101762	318.31	0.64
101768	568.26	-0.56
101775	339.41	4.82
101777	171.97	-0.82
101781	7858.93	44.84
101783	489.43	1.63
101798	832069.84	84.53
101799	122.78	-0.05
101800	542.36	3.35
101802	664.96	2.52
101811	228285.97	73.61
101814	195.62	-1.24
101815	22559.41	51.9
101821	929.55	9.48
101835	11015.6	39.62
101843	132.85	0.96
101844	18624.59	80.34
101845	187.31	-0.54
101854	142.11	-0.22
101855	649.92	3.59
101860	73.51	-0.21
101862	14910.67	40.96
101863	123.69	1.19
101867	67327.67	74.32
101876	156.54	-1.3
101878	102.17	-0.55
101887	11356.25	70.14
101893	9255.05	28.75
101899	635.92	5.56
101908	1617.83	9.56
101912	196.29	-0.33
101913	100.93	-1.82
101917	134.36	-0.84
101929	573.13	6.22
101930	247.03	1.22
101931	26784.47	48.82
101946	43798.3	84.17
101948	298.29	0.7
101949	1530.52	21.11
101955	148.32	1.11
101958	16489.27	40.19
101962	6854.57	32.93
101965	1635.81	9.94
101973	38419.59	72.62
101974	59207.13	120.74
101979	3978.23	33.4
101980	10966.42	45.38
101985	13828.19	59.9
101987	3255.22	26.52
101998	151.03	-0.25
102001	31232.06	62
102004	173.93	-0.37
102010	108.43	0.08
102013	1200.26	15.38
102034	141.84	1.34
102036	1538.64	4.97
102037	78596.88	53.5
102040	782.25	9.25
102046	11314.34	65.16
102047	9332.71	50.1
102049	160.39	-0.24
102051	399.05	2.44
102059	1146.45	5.23
102060	28098.4	81.98
102063	2650.86	22.49
102071	1810.25	13.43
102077	63.5	0.39
102081	108.15	0.31
102085	373.62	1.92
102086	6234.02	25.8
102088	50.2	-3.29
102090	218.27	-0.1
102092	3495.22	15.49
102096	244.93	-3.65
102108	113.53	-1.37
102116	1694.64	15.71
102117	8115.91	65.26
102125	27610.79	66.86
102126	179.06	-1.14
102133	5119.63	23.16
102135	193.16	-1.28
102137	261.26	2.34
102138	9265.47	22.77
102140	302.22	1.77
102148	205.68	2.02
102152	172.02	-1.36
102161	2280.94	11.17
102162	1230.2	17.06
102164	2891.48	28.63
102168	265.76	0.52
102174	368.93	2.96
102175	8811.92	45.49
102177	178.58	-1.36
102183	2359.19	5.42
102204	109.55	-1.94
102205	788.84	6.49
102207	11305.07	71.19
102210	6976.28	38.05
102211	3101.64	22.21
102213	351.5	-0.22
102218	29586.94	80.41
102222	518.23	13.06
102225	333.38	4.39
102229	7193.4	7.91
102231	358.44	-0.08
102233	161031.75	93.54
102234	196.33	0.11
102236	5648.59	38.03
102241	198.94	0.4
102244	6528.75	25.03
102249	190.11	-1.04
102255	158.07	-0.86
102257	35801.7	60.33
102263	274.93	-0.56
102267	14252.91	52.1
102274	1546.16	14.81
102277	134.66	1.56
102279	247.95	0.21
102286	86.34	-0.46
102295	135.29	-0.43
102302	2439.38	13.5
102305	71.1	-0.77
102314	2014.31	24.12
102323	194.68	1.84
102330	799.66	6.11
102334	3153.52	29.37
102335	5890.65	23.3
102337	1929.15	9.68
102338	28073.67	53.33
102341	608.24	3.29
102342	9622.38	57
102344	4461.52	38.77
102347	167.4	-2.75
102348	845.63	12.65
102353	439.14	4.47
102355	12785.36	52.19
102384	568.51	6
102387	1364.14	5.63
102388	9503.06	40.29
102393	547.89	6.93
102396	21783.95	53.04
102397	231507.54	76.41
102403	175.14	1.03
102415	16041.76	53.01
102419	6397.8	37.8
102421	98.69	1.1
102431	126.17	-1.28
102437	32710.7	66.39
102438	13078.04	78.46
102441	290.54	0.64
102445	1669.59	10.01
102450	464.01	4.39
102451	998.26	8.08
102454	7786.37	44.83
102459	126.32	-1.12
102465	41877.92	54.62
102474	328.81	2.92
102477	403.02	1.19
102482	3391.8	30.48
102483	27511.61	99.2
102484	82447.46	67.11
102488	618.34	8.24
102491	13648.18	74.71
102492	9238.6	49.3
102498	126.44	-0.89
102503	19581.48	39.13
102506	526.8	-0.56
102514	293694.95	86.57
102516	145.22	-1.99
102518	1240195.35	78.27
102521	381	2.35
102523	693.73	1.27
102525	326390.06	104.26
102539	108.8	-0.42
102551	15454.74	86.71
102557	751.05	9.04
102558	5959.2	33.79
102559	1909.29	10.98
102560	229.33	0.12
102563	5325.43	18.98
102564	6977.61	40.9
102565	4157.92	15.23
102571	2295.81	23.44
102572	359.06	4.17
102581	1266.46	5.34
102592	2664.67	6.35
102596	16762.78	67.59
102597	994.2	12.54
102598	20675.31	92.55
102603	260.13	-0.5
102604	62436.31	62.21
102610	1985.76	9.74
102617	109628.45	101.69
102622	307.91	1.9
102623	675.31	3.45
102625	371.69	4.23
102627	2988.82	24.85
102632	14306.89	54.4
102647	2529.95	22.68
102652	1578.63	5.87
102654	885.35	9.63
102661	1948.84	22.08
102664	2103.1	15.86
102667	388.16	1.1
102670	234.98	-1.33
102684	125.32	-0.22
102688	19014.79	63.91
102693	171.3	0.02
102700	78.7	-0.96
102706	79211.05	114.45
102709	2972.66	19
102711	5561.96	10.52
102718	9386.05	27.26
102721	6821.7	13.6
102723	7932.07	62.41
102727	3881.52	33.25
102730	119.33	-2.26
102731	2095.75	23.46
102732	165597.28	53.27
102734	1005.29	10.06
102739	102.41	0.55
102753	3781.9	26.12
102754	1495.04	8.74
102756	114.39	0.04
102759	121.81	-0.75
102762	1208.52	10.43
102769	121.51	-1.39
102776	137.64	-1.29
102778	2242.03	8.6
102783	4440.02	13.9
102786	661.28	4.64
102788	11022.46	60.17
102789	990.7	5.41
102792	209.52	0.19
102794	967.31	6
102795	211.46	1.24
102817	171.85	-2.54
102818	219.38	4.46
102820	153.31	-0.85
102823	222.46	-1.95
102824	319.76	2.45
102826	1814.7	8.17
102828	15029.09	53.02
102833	955.59	6
102834	284.19	2.02
102835	387.13	-0.22
102836	649.37	-0.1
102841	67692.62	86.74
102842	1743.22	12
102845	6188.9	49.13
102846	1172.4	5.5
102848	1092.45	13.69
102850	1432.53	0.68
102862	627.88	5.41
102875	41932.35	74.27
102878	280.15	3.35
102881	269.05	2.69
102888	626.8	1.09
102896	276.75	2.09
102899	841	2.37
102901	473.13	4.91
102904	2948.28	25.03
102907	14619.65	60.2
102910	16625.74	59.29
102914	462.76	2.33
102915	10350.93	55.46
102916	178.39	1.26
102924	6541.83	59.29
102926	912.13	3.62
102937	260593.67	68.44
102939	144.89	-0.74
102944	1792.04	9.48
102945	880.58	5.67
102952	73.29	-2.19
102959	132.26	-1.19
102967	6517.44	34.94
102968	470.32	1.67
102971	129.72	0.36
102972	1011.36	4.27
102973	257.48	0.63
10298121	491.65	8.37
102988	1169.5	8.36
102997	760.39	2.32
102999	181.46	-1.81
103002	169.27	0.47
103003	308.31	-1.54
103010	3826.04	9.01
103013	2345.5	12.99
103021	5312.43	44.03
103022	194.83	2.6
103029	367.3	3.17
103030	427.44	6.17
103034	5029.39	33.1
103043	689.13	5.95
103054	329.37	3.43
103058	138.75	-0.38
103069	1638.22	9.21
103070	396.57	1.75
103073	121.91	1.16
103079	1384.94	15.56
103080	246.33	1.79
103082	132.59	0.28
103085	123106.45	65.81
103095	152447.08	69.13
103097	997646.34	68.88
103100	1502.4	8.88
103102	1007.64	7.47
103103	836.58	11.35
103105	105.29	3.07
103107	194.32	4.29
103109	1408.91	16.35
103111	182.41	-1.97
103113	2114.12	16.02
103115	78.59	1.16
103117	822.09	5.87
103150	22617.5	87.94
103152	257.56	-0.25
103153	84580.01	86.45
103159	149.29	0.8
103164	458.9	1.82
103169	8497.79	25.96
103171	652.25	5.37
103183	10884.46	44.73
103185	9486	38.83
103193	7274.14	47.28
103201	16892.51	48.84
103206	5013.71	30.75
103211	966.04	5.93
103212	108.83	1.2
10321330	1286.51	5.01
103214	2380.89	7.84
10322069	173.63	-0.07
103225	59700.65	75.22
103227	320.08	0.11
103232	2635.54	13.61
103235	108.08	-0.69
103239	3074.9	16.23
103241	1031.65	0.35
103252	5219.3	44.74
103254	110.81	0.6
103259	345.56	1.23
103260	105.34	-0.34
103264	2401.4	16.2
103269	48.44	0.76
103271	234.78	1.63
103273	884.51	5.24
103279	1584.66	14.05
103288	200.94	-0.4
103291	10560.1	69.02
103297	185.01	-0.01
103301	884.93	7.83
103305	470.11	3.51
103306	2123.68	31.56
103310	176.02	0.16
103318	220.59	0.56
103331	328.53	1.08
103341	6258.73	22.6
103342	138.13	0.05
103344	386.02	2.94
103350	31269.65	59.87
103355	112.79	0.72
103357	27925.64	55.71
103366	61374.34	81.52
103367	109.22	-2.25
103382	4237.81	30.67
103384	4984.24	37.59
103392	6937.9	23.42
103394	947.64	2.93
103395	3059.87	27.69
103396	568.36	6.03
103401	608.72	3.61
103403	189.73	1.26
103404	539.33	0.61
103406	2690.75	30
103409	12204.81	57.29
103413	26771.27	50.13
103415	36377.4	52.64
103418	7211.26	32.05
103423	8008.29	53.58
103430	10426.22	52.16
103431	1970.4	7.13
103434	397.45	2.76
103435	3924.94	24.02
10343858	247.81	1.74
103440	118.64	-0.74
103441	4135.86	24.73
103444	388.14	-0.91
103446	10438.21	52.16
103451	7980.89	50.88
103457	1575	33.15
103458	361.07	-0.16
103461	6031.42	21.4
103463	4750.93	32.94
103465	100125.67	81.74
103467	308.38	2.85
103468	2036.66	13.71
103474	1802.2	9.03
103475	983.36	5.86
103476	4484.01	23.19
103481	3885.86	32.92
103491	27265.43	87.26
103492	118.78	-0.73
103516	3487.75	28.68
10351750	182.6	0.73
103520	484.84	7.67
103522	6992.53	26.84
103524	337.46	2.24
10353180	84.97	0.2
103532	50.59	-2.85
103536	172.84	-0.22
103537	965.63	10.72
103547	231.97	-1.08
103552	388.26	2.76
103553	1797.47	5.44
103554	111.77	-0.36
10355470	1177.34	28.55
103558	183.72	1.18
103562	441.15	1.25
103563	253.48	0.2
103564	115.75	-0.19
103567	476.93	4.08
103579	2835.22	31.56
10357919	96.92	0.36
103585	17144.95	46.68
103586	151.02	0.23
103587	268759.95	78.47
103589	4197.4	22.58
103604	11334.49	58.07
103612	1086.73	5.64
103613	177.49	1.16
103617	4853.72	20.84
103618	890.1	5.02
103624	304145.12	63.75
103625	53461.86	65.97
103626	190.99	1.09
103627	162.14	0.69
103640	130.3	0.81
103641	26681.99	94.38
103642	1310.23	11.42
103644	739.57	5.56
103651	671.63	2.66
103654	129.73	0.44
103659	135.3	0.56
103665	1039.68	9.14
103666	871.81	15.11
103677	371.47	2.19
103678	1868.94	18.77
103682	26886.15	89.24
103690	5165.25	45.1
103693	4589.11	17.45
103694	35092.83	91.55
103696	265.07	-1.38
10370245	138.97	0.95
103703	304.02	3.91
103705	4030.06	27.25
103717	6887.32	44.54
103718	1144.16	17.77
103719	3141.55	46.49
103720	3332.85	18.8
103726	304815.98	80.92
103729	280.04	2.35
103744	179.06	1.07
103746	1090.89	7.23
103752	217.8	2.87
103754	7307.32	51.34
10375855	1994.16	10.57
103764	288.76	1.05
103769	397.38	6.01
103775	214.18	0.77
103778	152.29	1.84
103779	273.1	3.63
103786	922.33	10.3
103792	87.01	-0.14
103793	1949.29	11.4
103795	2159.83	7.1
103802	199.21	0.77
103805	1146.86	5.5
103806	122.01	-1.05
103809	1107.73	5.85
103810	33900.18	88.24
103813	260.13	2.81
103822	1964.23	2.23
103824	1507.64	5.43
103829	654.35	5.96
103831	669.78	6.71
103843	5590.29	31.12
10384403	382.89	1.91
103846	1731.85	7.69
103851	5657.65	26.44
103866	134.79	-1.13
103867	7137.85	41.55
103870	1338.56	13.81
103875	1169.55	16.88
103876	277.52	1.99
103877	192.73	1.78
103883	1709.65	12.21
103885	184.04	-0.15
103888	422.75	5.03
103892	470.67	9
103896	800.46	6.18
103907	1429.99	24.21
103910	12658.2	51.24
10391124	163.86	0.79
103913	358.09	3.24
103918	209.48	1.21
103919	2682.78	35.48
103920	128.83	-1.37
103921	355.19	-1.59
103928	24707.58	40.18
103931	16366.93	33.19
103944	1335.44	11.98
103950	3182.55	12.13
103958	156.19	0.89
103964	175.77	1.04
103970	2902.66	19.32
103975	87.42	-1.01
103976	1121.87	8.54
103999	57225.04	61.07
10400392	6420.27	38.63
104009	1471.2	13.6
104013	536.31	0.04
104031	500.47	2.87
104032	288.04	-1.09
104033	183.38	1.26
104036	571.84	6.65
104040	920.61	4.81
104054	34008	66.27
104057	10922.62	70.22
104059	11978.84	45.91
104062	989.49	4.32
104079	1950.77	14.97
104080	200.65	4.84
104081	913.44	4.09
10409147	389.07	0.04
104096	9550.19	55.92
104099	165.06	0.81
104102	54.4	-1.15
10410414	191.93	-0.14
104105	185.84	2.97
104108	185.02	1.26
10411442	323.15	0.89
104115	18241.79	70.72
104116	1666.31	13.03
104119	241.49	-0.74
104123	549.52	5.22
104128	1266.48	7.26
104131	45745	83.7
104139	3923.17	32.49
104140	33187.64	90.26
104142	2354.49	20.72
104153	78.27	-0.2
104157	4848.97	7.87
104158	65.83	-1.6
104166	3247.4	25.65
104172	330.46	1.33
104186	567.77	8.46
104189	2285.67	27.37
10419000	17329.09	56.63
104193	67633.02	41.94
104196	369401.35	61.09
104200	6008.24	55.11
104202	233.61	1.82
104207	594.44	4.03
104213	11732.88	72.17
104215	95.33	-0.14
104218	201.89	5.83
104220	7663.89	50.73
104225	11875.02	41.31
10423512	1255.57	11.36
104237	3634.06	18.96
104240	816.16	3.43
104245	19874.26	35.97
104251	97.72	0.34
104254	6826.72	46.34
104259	3777.14	26.94
104260	27112.42	40.84
104268	179.09	-0.31
10426832	155.65	-0.54
104271	121.81	0.55
104273	345.69	2.7
104275	1773.87	12.17
104276	14375.23	22.53
104280	8193.5	34.08
10428338	1346.38	18.24
104287	810.59	3.88
104292	2642.59	27.91
104293	6235.7	50.96
104294	75.83	-1.59
104309	10599.17	32.05
104310	1129.86	10.42
104322	548.5	6.41
104328	288.5	-0.75
104331	1026.72	9.95
104341	531026.75	93.5
104346	3584.2	26.58
104347	258.37	0.02
10434918	118.36	-0.44
104350	6875.1	63.54
104351	531	6.26
104353	201.71	-1.05
104356	665	0.99
104360	9511.16	65.4
104371	535.56	3.55
104372	8578.51	46.92
104377	15192.39	46.63
104379	83.34	0.91
104384	60358.52	92.19
104387	1634.07	23.11
104400	21655.74	74.99
104402	12029.24	72.35
104407	108.15	0.27
104408	1177.43	4.13
104409	118725.86	76.47
10441133	196.42	-0.29
10442161	229.31	-1.12
104424	188.68	-0.51
104427	20797.31	102.34
104428	1134.6	8.76
104431	4818.31	43.98
104447	428.67	-0.61
104450	141.07	1.12
104454	297.07	-0.25
104456	462003.02	70.83
104458	4643.16	30.79
104460	328.53	5.44
104469	958.44	5.89
104475	318.49	-0.53
104477	2418.82	23.87
104481	170.43	-1.67
104483	36188.55	74.03
104484	223.34	-1
104490	13726.07	57.18
104499	132.89	1.12
104504	195718.44	50.51
10450649	2024.16	3.01
104510	214.81	-0.55
104511	1397.75	8.93
104523	152.92	-0.27
104525	256.32	2.32
10452548	1749.88	11.3
104528	191.85	-0.06
104531	190.73	2.07
104533	945.14	2.4
104539	1104.52	9.53
104547	3882.95	24.24
104549	71.7	0.66
10455177	163.82	1.52
104557	1456.18	12.98
104562	20410.66	48.52
104564	71437.85	75.44
104566	4224.16	26.62
104569	17419.42	88.21
104572	278.89	3.65
104576	258.75	1.61
104577	379.1	2.78
104585	472.42	-0.69
104588	1495.41	9.22
104590	108.63	0.34
104594	655654.51	95.17
10459528	725.24	3.95
10460534	152.9	2.9
104610	787.81	6.43
10461026	701.79	3.98
104615	2286.68	22.99
104619	14785.32	69.64
104621	2223.8	8.26
104625	520709.99	74.89
104627	4738.54	70.05
104634	389.66	-1.59
104638	7840.99	29.69
104641	376.42	-1.35
104642	173.55	0.79
104648	65.65	0.39
104651	1153.72	12.25
104667	1393.61	6.45
104683	40729.95	71.53
104690	5389.22	41.84
104697	3918.07	10
104701	272.01	4.92
104706	105.97	0.15
104707	341.79	1.83
104708	123.36	-0.92
104709	240.56	1
104711	906.42	9.61
10471331	815.03	8.38
104716	1472.02	7.09
104718	2179.91	14.23
104721	227.4	2.13
104723	1920.75	14.57
104728	1922.64	26.82
104731	44710.96	81.59
104739	1714.83	15.02
104741	11742.51	42.87
104742	4734.96	33.28
104743	6763.29	22.87
104745	1054.95	6.83
104748	4998.72	14.84
104750	7887.27	31.19
104760	1121.16	2.84
104762	1089.29	9.18
104763	906	7.9
104764	2252.95	13.96
104767	111.98	0.97
104770	9535.42	28.8
104771	3586.41	27.37
104772	10097.97	61.37
104774	1213.35	6.59
104777	106.8	-2.13
104778	240.59	1.11
104782	65459.83	91.68
104785	274.06	2.88
104791	2412.16	20.77
10480018	2842.34	33.21
104824	443.91	3.58
104827	118.76	-1.12
104831	92.34	1.86
104851	142.85	-0.88
104861	27201.89	48.03
104862	149.66	-3.32
104870	1846.31	12.69
104873	8595.56	34.54
104878	495.66	2.98
104890	4332.15	29.86
104893	1137.65	6.62
104900	3157	10.68
104901	49303.97	91.07
104905	2355.07	20.71
104921	1924.03	13.84
104923	1233.34	8.98
104925	30416.14	60.5
104926	101.07	0.47
104931	1710.69	3.33
104932	612.45	6.74
104934	2584.12	32.08
104936	145.69	0.98
104939	808.42	5.97
104942	540.07	6.52
104945	2238.12	11.46
104948	753.3	5.98
104952	167.07	0.36
104955	4752.09	25.88
104959	711.78	5.95
104977	224.74	1.94
104984	158.75	-0.51
104988	20148.97	57.99
104996	63.62	-0.68
105004	6787.72	49.83
105010	539.12	7.04
105011	401.72	5.54
105014	854.32	3.88
105018	4826.43	13.76
105029	799.93	0.56
105030	16812.29	58.69
105040	21416.87	67.44
105052	308.92	0.57
105053	3063.27	20.01
105056	106072.63	81.53
105061	906.46	5.98
105062	104.84	-1.83
105064	419.83	3.39
105075	340.41	2.49
105079	1647.86	15.31
105080	1459.99	9.57
105082	11084.96	38.66
105086	182.48	1.34
105087	2483.2	36.84
105091	91	-2.19
105093	111.03	0.8
105095	277.98	1.43
105105	7540.15	20.65
105110	331.59	0.22
105113	373.89	2.67
105114	127.68	0.33
105117	451.07	5.36
105119	859.4	1.74
105120	43685.59	94.82
105123	255.95	-1.89
105128	209.28	-1.13
105130	5338.69	49.62
105150	587.44	6.96
105151	33.72	0.56
105152	179.73	1.75
105155	375732.62	74.65
105160	1649.47	4.19
105163	151.75	0.94
105165	8997.76	14.16
105172	10915.77	64.49
105173	25901.17	63.06
105191	76.63	-4.89
105194	31121.34	87.97
105195	214.11	1.23
105197	185.79	2.06
105207	214.01	-1.13
105208	19764.82	64.76
105211	118751.34	57.91
105226	15180.24	45.99
105227	3950.1	26.96
105239	10669.94	70.03
105242	4822.19	23.02
105249	562.84	3.17
105251	1118.61	10.4
105258	1303.23	12.6
105260	2603.2	12.71
105265	1651.68	10.97
105266	2006.86	16.25
10526619	828.8	9.63
105271	6041.71	31.36
105274	35190.56	54.66
105275	252.32	-0.01
105279	380.99	1.62
105288	682.38	3.91
105289	42814.92	98.62
105293	1267.79	5.41
10529369	5637.17	61.42
105296	636.86	2.72
105298	4867.28	42.04
105301	138.91	-1.98
105317	7233.21	47.4
105321	5889.16	53.22
105322	3387.38	16.74
105334	8924.53	49.16
105346	4605.64	8.25
105348	557.65	6.63
105351	5500.98	26.41
105353	1721.97	13.88
105355	1215.03	12.54
105365	7043.98	15.22
105366	603.55	2.92
105368	441.37	4.27
105371	121.81	-0.67
105376	2921.51	18.3
105377	365	1.27
105378	19569.41	66.86
105379	392.57	-0.65
105380	576.61	5.03
