Reporter Identifier	VALUE	S_N_P/4a-3_OKhymenets_220905
103431	2030.63	6.24
103434	214.16	-0.03
103435	6935.2	26.82
10343858	521.42	3.34
103440	154.57	0.25
103441	6335.85	23.09
103444	766.92	0.81
103446	18980.65	50.92
103451	11699.57	48.84
103457	3726.76	12.02
103458	626.11	-0.23
103461	11582.31	28.88
103463	8284.57	46.4
103465	184087.31	60.88
103467	409.2	3.82
103468	3589.32	19.9
103474	3576.27	18.41
103475	1258.6	5.96
103476	7473.64	38.19
103481	6907.32	32.58
103491	39590.23	91.38
103492	88.51	-1.43
103516	6416.92	43.22
10351750	243.34	-0.54
103520	1062.76	8.42
103522	11953.78	40.03
103524	256.41	0.58
10353180	212.96	-0.91
103532	319.62	2.97
103536	275.88	-0.12
103537	2240.81	22.45
103547	355.77	-1.26
103552	246.03	1.37
103553	5626.99	12.89
103554	247.69	1.61
10355470	1855.45	12.87
103558	283.16	0.96
103562	752.09	1.15
103563	446.81	-0.09
103564	321.78	5.34
103567	826.56	17.34
103579	4457.22	25.28
10357919	312.25	0
103585	22925.54	102.64
103586	238.91	0.98
103587	385038.99	82.99
103589	6441.17	20.13
103604	20128.19	34.94
103612	2771.74	18.54
103613	635.98	2.53
103617	5771.45	24.14
103618	915.14	3.69
103624	390918.74	94.23
103625	66476.38	79.29
103626	295.97	-0.35
103627	245.06	0.09
103640	207.24	-3.21
103641	36168.42	82.6
103642	2466.6	12.04
103644	607.27	3.12
103651	1071.66	6.78
103654	214.62	-0.78
103659	242.74	-0.87
103665	2087.1	11.46
103666	1457.73	6.35
103677	311.41	0.45
103678	3653.34	26.18
103682	51355.41	58.1
103690	9115.64	33.91
103693	7211.67	9.84
103694	54046.43	81.21
103696	276.29	-0.58
10370245	262.17	0.78
103703	269.57	1.62
103705	5622.96	32.51
103717	10815.83	40.14
103718	2131.67	9.63
103719	5207.47	28.83
103720	4898.49	21.31
103726	496513.96	84.99
103729	279.26	1.5
103744	428.1	0.35
103746	2264.09	10.45
103752	331.59	2.32
103754	11062.9	49.47
10375855	2083.42	16.91
103764	1061.67	5.25
103769	222.86	0.51
103775	320.94	0.88
103778	607.95	3.69
103779	543.97	2.7
103786	1218.67	12.13
103792	404.16	2.41
103793	3253.12	12.24
103795	4004.36	6.22
103802	228.88	0.75
103805	2883.41	13.56
103806	300.95	2.1
103809	2025.69	10.42
103810	55933.72	86.79
103813	254.89	1.32
103822	1032.41	0.85
103824	1954.9	3.88
103829	301.01	0.43
103831	635.2	3.58
103843	9021.78	35.58
10384403	630.98	2.23
103846	3018.05	7.3
103851	8552.6	36.23
103866	631.29	3.15
103867	16839.15	53.44
103870	2053.59	9.12
103875	1735.84	15.62
103876	139.57	0.35
103877	402.58	1.44
103883	2127.29	8.26
103885	131.12	-1.73
103888	443.03	0.03
103892	723.58	4.13
103896	1361.51	3.99
103907	3101.52	18.98
103910	24926.39	66.6
10391124	473.41	2.48
103913	571.16	2.61
103918	184.06	1.41
103919	5008.33	22.64
103920	142.75	0.23
103921	189.85	-3.33
103928	40585.37	52.04
103931	19642.19	36.59
103944	3606.64	17.93
103950	4549.08	16.71
103958	483.94	2.31
103964	659.29	2.74
103970	5031.82	29.23
103975	375.11	1.61
103976	2914.06	14.92
103999	99812.3	79.23
10400392	10163.86	40.1
104009	2525.34	16.33
104013	473.34	0.75
104031	285.54	-1.79
104032	316.45	-0.87
104033	367.63	0.2
104036	790.5	5.43
104040	467.24	0.2
104054	57067.47	87.44
104057	18547.65	92.07
104059	19710.56	56.18
104062	1491.98	9
104079	3475.97	7.43
104080	239.85	-0.74
104081	587.33	3.12
10409147	1582.96	3
104096	14382.76	76.94
104099	474.84	2.16
104102	172.2	0.77
10410414	473	0.32
104105	317.95	0.56
104108	231.06	0.33
10411442	420.66	-1.24
104115	33415.7	90.71
104116	2510.55	12.42
104119	270.95	-0.1
104123	334.32	3.97
104128	748.26	2.54
104131	64225.51	118.92
104139	7111.02	39.07
104140	44349.31	84.06
104142	4564.74	17.7
104153	281.21	0.23
104157	6314.6	17.2
104158	650.14	3.82
104166	6048.4	28.45
104172	679.28	0.41
104186	1158.36	4.24
104189	3547.13	21.06
10419000	27821.54	69.75
104193	114428.05	87.3
104196	542572.03	89.79
104200	10077.87	50.9
104202	179.35	-0.36
104207	1693.72	8.1
104213	20241.23	83.35
104215	242.26	0.85
104218	106.65	-1.43
104220	12363.56	54.22
104225	13820.86	48.7
10423512	3628.09	10.99
104237	7074.61	23.69
104240	1714.73	6.66
104245	29189.33	42.31
104251	209.99	-1.71
104254	11509.68	28.63
104259	6960.87	38.77
104260	35404.68	67.13
104268	288.94	-0.98
10426832	1469.53	3.55
104271	122.84	-0.48
104273	341.35	0.35
104275	5282.82	22.66
104276	24667.92	54.19
104280	18450.4	82.38
10428338	2864.58	10.29
104287	2188.53	11.75
104292	7837.66	46.14
104293	9169.17	30.08
104294	199.33	0.03
104309	18306.74	61.46
104310	2020.87	8.24
104322	1023.28	10.97
104328	564.28	-0.77
104331	2969.65	21.58
104341	656804.26	107.71
104346	5098.92	16.06
104347	283.04	1.26
10434918	518.45	4.8
104350	9243.71	44.37
104351	1647.63	6.69
104353	211.34	-2.45
104356	15164.19	2.3
104360	22371.37	57.83
104371	607.22	2
104372	14128.88	48.09
104377	21668.67	61.16
104379	276.34	-2.43
104384	91134.8	84.73
104387	3580.6	19.27
104400	42300.65	76.16
104402	18108.36	69.71
104407	133.29	-0.38
104408	1656.59	9.44
104409	194138.72	113.56
10441133	62.7	-2.51
10442161	353.66	-1.35
104424	335.4	0.19
104427	26789.48	99.68
104428	2093.69	12.02
104431	6686.3	29.37
104447	417.01	0.22
104450	258.22	1.33
104454	982.01	-0.24
104456	783796.69	87.87
104458	6770.99	23.57
104460	110.22	-1.47
104469	2419.58	18.93
104475	911.57	-0.34
104477	3525.32	15.17
104481	257.54	0.74
104483	58748.55	78.49
104484	512.35	5.39
104490	19779.73	27.64
104499	245.14	0.53
104504	316430.74	93.02
10450649	2433.51	-0.32
104510	253.75	0.69
104511	2681.55	12.65
104523	321.49	0.57
104525	559.53	2.29
10452548	3023.07	8.84
104528	199.49	-1.24
104531	158.05	-1.57
104533	2801.75	4.09
104539	2669.4	9.12
104547	7639.44	30.6
104549	506.15	1.16
10455177	115.49	0.58
104557	2661.87	12.93
104562	34604.33	61.3
104564	91353.48	59.98
104566	8603.61	47.27
104569	28180.23	57.39
104572	611.33	3.35
104576	296.51	0.62
104577	976.23	5.11
104585	347.29	-0.6
104588	1752.51	6.84
104590	157.83	-0.32
104594	914171.31	107.5
10459528	972.22	4.04
10460534	225.28	0.2
104610	1110.31	7.89
10461026	1674.99	6.68
104615	3443.89	19.36
104619	30409.88	73.98
104621	5804.93	7.1
104625	812467.74	77.02
104627	7788.93	43.03
104634	465.98	0.96
104638	10899.82	41.51
104641	571.73	0.28
104642	248.8	0.14
104648	195.24	-0.07
104651	1787.89	8.61
104667	3436.14	5.59
104683	58324.92	88.72
104690	7247.53	34.82
104697	6106.93	28.99
104701	312.71	1.72
104706	248.91	0.97
104707	505.82	2.24
104708	355.18	0.92
104709	314.16	0.38
104711	935.21	1.87
10471331	1544.8	10.58
104716	4487.73	10.51
104718	5209.22	3.67
104721	579.99	4.15
104723	3240.67	12.59
104728	3000.85	24.8
104731	59406.19	102.24
104739	2816.16	12.04
104741	18934.25	26.49
104742	9097.46	29.43
104743	16592.14	34
104745	2899.37	14.29
104748	8181.01	22.45
104750	13549.95	36.68
104760	1845.79	5.09
104762	1976.39	12.65
104763	802.98	7.49
104764	4044.93	14.84
104767	206.4	0.48
104770	13354.65	42.59
104771	8405.91	24.85
104772	18301.34	39.27
104774	2407.86	9.62
104777	288	-0.79
104778	209.6	-1.99
104782	106170.27	79.65
104785	194.38	1.38
104791	5159.94	15.31
10480018	5148.07	24.3
104824	900.43	1.88
104827	260.85	-0.84
104831	374.74	2.49
104851	80.17	-0.05
104861	45194.06	51.09
104862	338.36	0.03
104870	3145.9	13.34
104873	16749.81	30.12
104878	336.86	-1.77
104890	7405.92	30.44
104893	1259.27	3.21
104900	4281.9	8.63
104901	88347.96	82.08
104905	4001.15	19.47
104921	3494.99	11.03
104923	1866.27	10.01
104925	58251.87	59.67
104926	314.69	0.29
104931	2012.82	3.13
104932	951.01	6.14
104934	4086.51	21.75
104936	190.56	0.11
104939	1480.94	5.55
104942	1062.2	7.32
104945	3957.23	15.16
104948	2301.83	12.11
104952	368.31	-0.71
104955	7893.41	19.27
104959	1791.98	11.1
104977	786.07	3.95
104984	359.77	-0.3
104988	31431.62	50.1
104996	259.89	1.94
105004	13049.39	37.08
105010	1402.71	7.88
105011	342.6	6.09
105014	712.79	1.99
105018	8009.71	6.44
105029	413.24	-2.45
105030	31553.67	78
105040	31689.71	80.63
105052	304.92	-0.62
105053	3240.46	17.53
105056	150114.85	96.73
105061	1692.26	3.03
105062	636.49	2.02
105064	585.21	6.93
105075	381.46	-0.29
105079	3093.77	13.86
105080	2978.22	7.94
105082	14619.09	48.32
105086	482.19	3.32
105087	4703.41	28.94
105091	242.87	-1.71
105093	438.55	-0.3
105095	352.98	0.47
105105	16486.29	22.44
105110	892.07	-0.8
105113	687.62	3.84
105114	206.18	-0.46
105117	393.53	2.71
105119	712.17	1.39
105120	89659.06	103.77
105123	346.14	0.43
105128	386.24	2.02
105130	8168.47	45.53
105150	852.08	4.15
105151	179.81	0.79
105152	262.16	0.74
105155	643154.56	119.75
105160	3246.23	4.98
105163	294.22	0.12
105165	20402.43	6.82
105172	24178.36	52.57
105173	29470.35	70.57
105191	480.2	4.02
105194	52902.83	101.16
105195	407.39	0.73
105197	163.88	1.33
105207	282.17	-1
105208	30038.4	54.54
105211	217016.16	73.66
105226	21866.84	42.73
105227	8022.16	37.59
105239	12244.66	61.5
105242	9030.71	19.25
105249	580.93	2.36
105251	2572.27	11.86
105258	1556.34	2.9
105260	5084.32	19.55
105265	3640.87	16.79
105266	3838.67	13.71
10526619	2051.85	13.59
105271	8807.36	43.33
105274	48125.16	83.68
105275	1482.74	7.12
105279	2014.39	4.61
105288	1997.47	12.06
105289	54761.16	115.27
105293	2254.21	8.18
10529369	8950.96	53.52
105296	1956.16	8.49
105298	6685.59	28.45
105301	236.35	-0.06
105317	14630.27	74.06
105321	8992.89	46.56
105322	5319.59	14.95
105334	13587.88	59.95
105346	7858.51	7.53
105348	491.87	1.63
105351	8708.57	29.43
