Reporter Identifier	VALUE	S_N_P/8a-1_OKhymenets_220905
101759	380.47	2.12
101760	226.65	0.22
101762	338.46	0.81
101768	461.99	0.72
101775	466.64	1.84
101777	158.67	0.13
101781	11985.41	52.97
101783	496.67	-0.3
101798	801227.56	117.63
101799	300.35	-0.79
101800	639.64	3.64
101802	1407.89	7.88
101811	313982.71	95.11
101814	579.71	3.59
101815	26042.02	41.7
101821	693.64	4.69
101835	14354.81	37.19
101843	307.77	0.96
101844	28700.71	72.86
101845	285.42	0.62
101854	484.56	1.56
101855	192.36	0.64
101860	254.22	-0.14
101862	14579.58	32.33
101863	234.05	0.02
101867	73735.16	84.57
101876	197.41	0
101878	353.56	2.15
101887	18653.09	34.42
101893	14850.48	39.2
101899	343.51	1.11
101908	1296.43	8.81
101912	281.39	-1.51
101913	103.89	-1.13
101917	314.24	1.67
101929	1503.44	10.44
101930	337.57	0.33
101931	31469.86	55.71
101946	36663.99	90.41
101948	353.06	-2.37
101949	2224.23	12.83
101955	538.41	1.72
101958	16004.6	17.3
101962	14838.73	41.93
101965	1478.47	2.87
101973	37769.9	69.79
101974	64348.22	121.84
101979	6414.19	34.28
101980	13105.79	64.57
101985	18991.64	52.95
101987	7230.2	38.6
101998	163.65	1.12
102001	68973.03	72.97
102004	175.16	-2.23
102010	238.91	-1
102013	1030.36	6.51
102034	149.06	0.41
102036	1717.06	2.14
102037	112418.35	58.01
102040	1152.7	9.32
102046	10185.65	68.4
102047	7684.2	51.98
102049	188.05	0.52
102051	386.43	1.47
102059	2054.68	11.72
102060	24651.54	87.62
102063	3843.33	39.22
102071	1134.44	2.68
102077	591.14	4.74
102081	171.1	-2.02
102085	445.52	0.13
102086	6673.12	50.07
102088	94.52	-1.99
102090	268.37	1.34
102092	2142.45	12.59
102096	343	-0.3
102108	496.53	2.84
102116	1854.89	9.34
102117	13351.25	56.99
102125	24374.84	63.42
102126	153.27	-3.41
102133	8309.2	21.61
102135	349.55	0.16
102137	694.78	5.51
102138	12159.09	60.39
102140	597.99	2.56
102148	264.99	1.5
102152	337.49	1.3
102161	3407.16	16.75
102162	968.46	5.89
102164	4129.38	24.25
102168	242.78	0.54
102174	2186.76	8.53
102175	10155.69	42.9
102177	322.94	0.66
102183	2415.38	5.09
102204	185.6	-2.41
102205	583.02	3.32
102207	14833.38	61.97
102210	8212.51	25.89
102211	3006.57	13.12
102213	493.9	-1.05
102218	22466.42	84.4
102222	182.99	0.72
102225	149.15	-0.19
102229	8336.61	12.23
102231	592.57	-0.26
102233	120352.38	74.99
102234	325.1	0.06
102236	6909.29	25.53
102241	238.85	-1.29
102244	9530.63	24.2
102249	149.52	-1.05
102255	377.14	-1.31
102257	41745.39	73.13
102263	264.87	-0.2
102267	15711.64	36.2
102274	1441.98	9.84
102277	356.23	0.46
102279	244.91	-0.28
102286	633.65	-0.65
102295	229.8	-1.3
102302	1909.3	4.51
102305	777.56	3.74
102314	1091.99	5.81
102323	192.97	1.17
102330	386.41	1.36
102334	3166.57	21.72
102335	8530.59	21.48
102337	1771.23	9.9
102338	29648.1	75.22
102341	527.31	1.61
102342	10617.39	47.9
102344	3860.4	23.35
102347	171.54	-0.93
102348	712.62	4.44
102353	252.17	-0.62
102355	19920.92	64.7
102384	1233.68	9.72
102387	2393.33	13.77
102388	14686.15	37.08
102393	576.95	2.4
102396	24088.39	62.55
102397	217584.6	88.53
102403	545	1.69
102415	18470.29	43.68
102419	8501.99	55.95
102421	176.78	-0.27
102431	302.09	-0.87
102437	37877.55	69.52
102438	11319.97	40.08
102441	144.85	-2.01
102445	1931.09	10.92
102450	497.6	1.94
102451	1246.83	5.83
102454	10231.31	39.75
102459	314.92	-1.32
102465	31130.04	42.03
102474	260.15	1.61
102477	648.11	1.18
102482	3641.94	13.33
102483	30047.19	79.67
102484	115282.34	59.76
102488	1133.59	4.17
102491	16134.92	56.13
102492	9938.49	37.56
102498	205.74	-0.64
102503	23787.19	35.02
102506	752	0.15
102514	422592.67	94.34
102516	212.32	1.18
102518	1155571.38	95.49
102521	522.9	2.54
102523	354.86	-1.23
102525	347756.89	91.71
102539	232.73	1.21
102551	30118.45	90.12
102557	563.71	2.38
102558	5962.14	21.47
102559	2450.77	6.88
102560	354.6	0.3
102563	8742.78	37.15
102564	8560.25	38.6
102565	6434.01	22.8
102571	2413.54	14.41
102572	364.98	1.89
102581	2577.67	10.44
102592	3754.52	3.4
102596	35382.42	74.55
102597	324.82	1.7
102598	16662.69	58.31
102603	222.78	1.19
102604	85205.81	61.72
102610	3223.01	7.46
102617	168944.77	79.96
102622	326.06	2.31
102623	590.4	3.1
102625	218	-0.53
102627	3725.86	19.51
102632	14484.32	30.71
102647	2840.56	18.41
102652	2042.13	11.16
102654	451.18	2.18
102661	2489.63	10.96
102664	2772.23	9.44
102667	1044.19	0.43
102670	411.77	-0.92
102684	278.38	-0.24
102688	18480.83	64.53
102693	176.92	-1.61
102700	163.73	-1.39
102706	66195.77	130.93
102709	3463.1	28.07
102711	5532.1	8.32
102718	10593.69	27.59
102721	10539.23	16.32
102723	8752.34	42.05
102727	5966.09	14.08
102730	167.6	0.75
102731	2225.56	15.14
102732	154346.22	87.34
102734	1153.65	5.13
102739	784.98	8.44
102753	4396.71	18.73
102754	677.59	2.03
102756	201.83	-1.68
102759	256.71	-1.44
102762	927.79	3.48
102769	996.26	-0.54
102776	82.04	-4.93
102778	2297.7	5.14
102783	4889.35	17.25
102786	552.38	0.01
102788	9745.67	32.28
102789	1637.86	9.29
102792	300.91	-0.24
102794	355.66	3.07
102795	374.56	1.14
102817	225.5	0.23
102818	309.71	1.91
102820	223.1	0.77
102823	264.54	0.33
102824	299.06	0.29
102826	1607.16	4.62
102828	13296.18	34.15
102833	637.84	1.99
102834	300.99	-0.85
102835	493.52	2.06
102836	793.81	-0.02
102841	77059.21	103.73
102842	1257.54	6.84
102845	6853.16	39.26
102846	1001.55	2.75
102848	1841.64	12.11
102850	2968.96	0.7
102862	639.04	2.09
102875	34635.96	77.85
102878	187.55	-0.22
102881	475.38	4.22
102888	1740.09	1.96
102896	236.38	0.06
102899	954.69	3.67
102901	237.86	-0.44
102904	3266.54	14.94
102907	18667.83	42.58
102910	14085.74	36.32
102914	294.73	-0.24
102915	8955.37	28.88
102916	449.77	2.05
102924	6690.05	26.28
102926	988.85	2.89
102937	210606.2	103.11
102939	476.72	2.65
102944	823.59	11.91
102945	318.67	0.74
102952	114.3	0.18
102959	171.01	-1.48
102967	8801.49	50
102968	924.92	2.18
102971	338.25	0.93
102972	847.88	5.28
102973	230.26	-1.97
10298121	483.16	3.28
102988	1634.44	3.86
102997	1268.69	2.33
102999	462.34	1.7
103002	552.15	1.29
103003	167.63	-0.76
103010	4953.36	10.14
103013	4042.91	21.35
103021	6007.92	15.78
103022	208.1	-1.28
103029	306.33	-0.49
103030	296.37	1.31
103034	7680.1	31.68
103043	848.36	7.67
103054	192.39	-0.88
103058	319.28	-1.13
103069	1796.01	10.11
103070	211.12	-1.92
103073	226.03	-0.49
103079	1737.82	7.31
103080	527.29	2.11
103082	139.17	-1.85
103085	169922.47	90.29
103095	184944.24	67.72
103097	1166127.02	88.54
103100	2129.13	17.69
103102	1034.42	6
103103	1153.7	5.43
103105	409.81	3.11
103107	290.56	3.82
103109	2055.63	6.24
103111	210.88	0.51
103113	2413.03	18.15
103115	173.59	0.14
103117	791.68	3.61
103150	32262.17	85.26
103152	587.2	3.22
103153	112614.58	105.65
103159	219.33	1.39
103164	538.06	0.89
103169	9114.35	33.94
103171	145.24	1.1
103183	8490.57	23.47
103185	8596.69	22.54
103193	9339.63	25.91
103201	18979.65	48.73
103206	8915.72	39.07
103211	708.19	5.21
103212	289.91	-0.99
10321330	620.19	2.37
103214	3160.15	17.62
10322069	206.96	1.33
103225	56820.4	61.91
103227	392.05	-1.68
103232	2654.83	8.75
103235	178.93	-1.58
103239	3523.96	11.93
103241	2393.89	-0.38
103252	2522.95	10.69
103254	252.84	1.54
103259	445.88	0.23
103260	224.95	1.09
103264	2363.69	8.17
103269	177.52	-2.43
103271	222.99	1.18
103273	282.64	1.02
103279	2507.97	7.4
103288	372.22	-1.31
103291	13326.22	61.35
103297	198.47	-1.23
103301	619.16	3.35
103305	647.45	0.69
103306	1530.3	5.09
103310	328.68	-0.41
103318	424.21	-0.82
103331	748.59	0.43
103341	5041.65	14.82
103342	445.52	1.81
103344	412.33	1.48
103350	28255.75	60.56
103355	187.49	0.4
103357	28892.33	46.49
103366	53065.62	90.43
103367	266.97	0.05
103382	3822.27	37.8
103384	9404.16	46.66
103392	11882.41	35.5
103394	348.78	0.03
103395	4168.95	15.02
103396	369.68	4.07
103401	1395.8	7.72
103403	232.02	-0.87
103404	2716.78	1.74
103406	3216.36	20.86
103409	11332.84	29.07
103413	41150.69	71.03
103415	31168.56	45.84
103418	10994.52	27.91
103423	7254.44	36.49
103430	8138.23	17.77
103431	1491.35	8.38
103434	318.86	1.39
103435	2685.52	14.76
10343858	308.4	-0.11
103440	234.91	0.45
103441	4688.36	9.79
103444	690.69	0.2
103446	13611.89	74.37
103451	11437.84	34.42
103457	1841.81	9.99
103458	407.92	-1.24
103461	7761.69	18.65
103463	4632.48	25.31
103465	143730.97	107.5
103467	268.12	0.73
103468	2886.28	13.96
103474	2368.73	23.25
103475	762.49	3.27
103476	5320.29	24.29
103481	6157.86	40.03
103491	24203.59	64.88
103492	181.99	0.08
103516	3163.83	36.94
10351750	559.12	3.09
103520	1083.74	7.58
103522	6817.5	26.65
103524	410.4	0.16
10353180	182.14	-1.43
103532	167.28	-0.94
103536	373.86	-0.63
103537	1680.42	11.81
103547	229.96	-1.82
103552	117.87	-0.27
103553	1460.29	2.59
103554	216.33	-0.77
10355470	1294.03	10.83
103558	237.42	2.24
103562	493.13	-0.66
103563	237.51	0.36
103564	138.26	-1.98
103567	357.6	8.79
103579	3801.79	31.37
10357919	214.93	1.28
103585	12582.01	42.83
103586	294.83	1.44
103587	214239.81	60.71
103589	3611.48	13.48
103604	13196.39	32.99
103612	2334.86	12.08
103613	271.18	-2.37
103617	5721.81	11.82
103618	400.26	1.27
103624	416861.4	100.69
103625	60587.23	50.77
103626	280.77	0.04
103627	382.1	-0.11
103640	293.53	1.35
103641	21668.96	52.28
103642	2602.98	10.65
103644	462.27	6.99
103651	1239.51	3.74
103654	234.97	1.59
103659	254.7	1.03
103665	535.84	2.72
103666	1726.31	23.18
103677	675.33	2.09
103678	1411.03	5.19
103682	22179.02	95.9
103690	4659.81	18.51
103693	4892.33	23.93
103694	59904.74	83.53
103696	293.02	-0.53
10370245	273.99	0.65
103703	435.21	3.85
103705	5044.24	35.02
103717	6018.61	18.26
103718	1501.89	12.22
103719	2043.09	11.27
103720	5228.35	29.64
103726	476589.31	94.31
103729	97.86	0.75
103744	442.7	0.39
103746	674.24	1.62
103752	188.19	0.82
103754	11941.37	49.12
10375855	1372.13	5.31
103764	659.32	2.62
103769	305.1	0.43
103775	217.81	0.53
103778	258.33	0.61
103779	191.31	-2.46
103786	1212.31	5.69
103792	208.91	3.14
103793	2949.46	12.18
103795	4372.35	9.29
103802	285.69	-0.09
103805	1609.75	12.58
103806	191.92	1.13
103809	798.36	3.48
103810	32661.68	80.94
103813	115.39	-0.04
103822	1986.25	0.8
103824	1159.7	2.02
103829	180.63	0.23
103831	416.72	2.12
103843	5451.12	31.62
10384403	472.12	1.58
103846	1251.17	8.87
103851	8532.08	21.35
103866	283.12	1.89
103867	13761.55	32.69
103870	1804.51	12.06
103875	1192.84	7.55
103876	345.05	2.32
103877	657.89	2.76
103883	1907.74	6.85
103885	179.55	-1.89
103888	349.3	1.71
103892	163.7	-0.91
103896	1039.05	6.08
103907	1569.53	6.76
103910	17042.53	63.1
10391124	468.96	2.91
103913	552.67	1.39
103918	530.09	2.53
103919	3096.35	22.44
103920	375.73	-0.32
103921	201.63	-2.44
103928	33543.59	47.01
103931	20626.44	27.5
103944	1148.63	9.2
103950	3102.27	11.23
103958	231.66	-0.29
103964	521.37	4.04
103970	3054.61	19.36
103975	230.65	-2.44
103976	1462.95	7.47
103999	57123.67	70.65
10400392	4956.46	14.23
104009	2747.79	17.11
104013	457.26	0.29
104031	368.39	-0.33
104032	511.22	1.64
104033	256.1	0.34
104036	1511.95	9.49
104040	602.94	0.71
104054	38602.72	77.18
104057	15502.67	74.18
104059	11842.9	25.58
104062	990.1	6.52
104079	1648.09	7.51
104080	477.69	4.09
104081	390.39	0.66
10409147	281.64	0.63
104096	7830.53	46.92
104099	544.12	1.47
104102	447.14	2.91
10410414	331.95	0.75
104105	128.03	0.02
104108	241.26	1.34
10411442	369.48	0.42
104115	27379.78	66.03
104116	2282.77	30.36
104119	450.38	0.66
104123	295.93	0.75
104128	1710.87	3.92
104131	57034.15	80.89
104139	3935.73	19.24
104140	37831.89	43.99
104142	1780.75	11.4
104153	423.24	-0.59
104157	4542.18	5.88
104158	457.17	-0.32
104166	5229.82	31.96
104172	1023.08	3.34
104186	462.6	2.47
104189	4187.02	12.81
10419000	12476.39	44.37
104193	80279.27	47.73
104196	380213.88	59.25
104200	6523.4	21.68
104202	154.76	0.01
104207	1375.13	7.37
104213	14021.99	95.51
104215	248.17	1.42
104218	235.88	0.18
104220	5151.45	28.28
104225	13630.48	37.43
10423512	1460.45	10.72
104237	7593.32	15.21
104240	1167	3.57
104245	21440.6	34.5
104251	240.64	1.47
104254	5721.04	35.59
104259	5332.19	14.48
104260	29215.49	43.11
104268	155.85	-1.64
10426832	881.5	5.55
104271	296.45	0.66
104273	292.75	0.08
104275	3961.17	20.37
104276	23724.71	45.72
104280	7138.31	38.51
10428338	929.15	6.11
104287	1864.72	8.41
104292	7311.78	41.49
104293	5602.6	23.68
104294	159.06	0.45
104309	7055.59	22.55
104310	1448.77	13.04
104322	711.34	3.36
104328	382.89	-0.61
104331	2101.42	8.21
104341	427784.16	89.62
104346	3210.32	11.69
104347	225.18	0.78
10434918	297.09	1.2
104350	6731.68	39.47
104351	1028.21	6.94
104353	318.55	0.89
104356	8071.43	2.08
104360	9241.91	38.56
104371	327.16	-0.08
104372	15468.9	58.62
104377	14424.6	45.22
104379	224.81	-1.54
104384	84066.64	63.23
104387	2938.52	11.7
104400	20870.18	61.62
104402	11728.46	38.99
104407	230.52	-1.55
104408	739.18	2.36
104409	152410	90.6
10441133	331.96	-0.51
10442161	90.18	-3.73
104424	602.96	-0.44
104427	22065.94	106.12
104428	1639.3	7.68
104431	4903.07	25.55
104447	296.85	0.03
104450	359.86	2.31
104454	427.46	1.22
104456	570365.56	82.87
104458	6093.86	32.24
104460	335.81	2
104469	1421	6.46
104475	619.14	-0.22
104477	1573.29	5.77
104481	256.09	-1.61
104483	33887.5	92.55
104484	754.84	2.88
104490	19712.32	47.16
104499	1632.75	4.48
104504	186755.58	79.26
10450649	1450.64	0.45
104510	323.24	1.53
104511	1603	5.34
104523	469.16	2.69
104525	342.8	1.34
10452548	2311.99	9.06
104528	317.17	-1.12
104531	160.54	-2.5
104533	595.67	0.15
104539	1663.77	11.27
104547	5287.17	31.99
104549	207.58	-0.58
10455177	138.28	0.91
104557	1048.36	5.41
104562	19106.62	49.64
104564	59167.33	40.57
104566	7130.5	26.54
104569	17093.91	62.63
104572	341.85	0.31
104576	360.25	-0.06
104577	552.59	1.88
104585	722.79	0.07
104588	1242.87	4.2
104590	124.94	0.72
104594	915344.48	121.78
10459528	550.1	3.09
10460534	279.74	-0.28
104610	1071.61	5.44
10461026	725.98	3.54
104615	2793.46	10.92
104619	22288.14	92.85
104621	4560.2	8.4
104625	485379.21	96.07
104627	7496.64	60.65
104634	514.45	-0.71
104638	9870.31	34.22
104641	974.2	-0.2
104642	209.07	-1.08
104648	192.54	-0.83
104651	1340.97	7.75
104667	3230.2	17.48
104683	59300.6	95.91
104690	6513.17	19.83
104697	3890.84	5.56
104701	197.72	0.39
104706	600.45	1.57
104707	546.76	1.98
104708	261.08	0.86
104709	175.68	-1.66
104711	750.01	2
10471331	1298.31	4.77
104716	3322.28	6.71
104718	4094.79	16.32
104721	216.53	0.69
104723	1908.08	11.56
104728	1305.15	11.2
104731	68493.49	87.44
104739	1782.45	9.99
104741	10496.55	49.43
104742	4807.99	33.54
104743	13802.93	50.67
104745	2406.64	11.71
104748	4645.49	9.89
104750	9461.66	18.36
104760	924.92	2.98
104762	1212.53	7.3
104763	532.39	2.85
104764	1719.89	4.76
104767	263.55	1.41
104770	10820.68	23.41
104771	6143.73	41.71
104772	10755.45	48.86
104774	2204.35	9.78
104777	471.37	1.84
104778	328.52	-0.73
104782	61905.63	91.61
104785	174.25	1.09
104791	2712.97	15.51
10480018	2097.41	13.62
104824	242.72	1.79
104827	212.01	-1.05
104831	220.12	-0.17
104851	166.03	-0.86
104861	24232.74	40.03
104862	178.3	-2.21
104870	3380.48	15.29
104873	16148.87	49.6
104878	332.97	-0.06
104890	3614.91	22.34
104893	1052.49	6.55
104900	5091.68	8.71
104901	42601.76	90.89
104905	3032.56	14.51
104921	2420.14	13.38
104923	1294.57	5.72
104925	29343.2	54.92
104926	282.69	-0.1
104931	1851.12	3.89
104932	380.78	0.67
104934	2124.56	15.51
104936	251.23	1.58
104939	1174.95	4.73
104942	790.41	4.51
104945	3083.96	11.97
104948	943.78	4.47
104952	339.82	-1.05
104955	5030.46	10.78
104959	747.56	2.76
104977	274.96	0.84
104984	236.18	0.06
104988	26458.53	54.34
104996	481.41	1.89
105004	13683.06	72.9
105010	824.79	5.72
105011	604.18	2.43
105014	1181.37	3.72
105018	4246.9	8.82
105029	1177.03	1.79
105030	20633.21	59.76
105040	21616.83	54.55
105052	361.57	-0.67
105053	3908.14	9.29
105056	112158	139.51
105061	880.02	3.35
105062	313.15	-1.33
105064	246	0.98
105075	431.95	2.92
105079	1747.67	5.02
105080	2220.26	4.52
105082	12552.25	26.94
105086	216.98	-0.71
105087	2072.42	9.46
105091	265.74	-0.02
105093	150.36	-0.34
105095	983.85	4.63
105105	14034.97	17.17
105110	461.95	-1.73
105113	1027.07	6.56
105114	156.33	0.41
105117	163.71	-0.09
105119	834.02	3.61
105120	45314.97	97.29
105123	337.19	1.65
105128	291.83	0.1
105130	4694.27	37.01
105150	174.57	0.16
105151	479.11	3.1
105152	230.15	-0.08
105155	366879.77	95.19
105160	991.94	2.83
105163	120.22	-0.24
105165	13034.33	3.65
105172	10560.92	40.1
105173	39161.06	63.97
105191	218.64	-0.95
105194	42208.95	93.56
105195	290.17	1.25
105197	460.92	3.85
105207	293.45	0.41
105208	26716.68	60.25
105211	131350.37	50.18
105226	17296.01	41.52
105227	4795.34	20.49
105239	11813.91	42.76
105242	7863.26	15.13
105249	615.45	3.12
105251	1445.83	7.92
105258	520.67	2.61
105260	3611.83	13.76
105265	2039.8	11.61
105266	3175.54	19.46
10526619	439.06	3.22
105271	5337.17	26.5
105274	26296.99	60.7
105275	771.37	3.47
105279	451.25	1.78
105288	615.52	1.77
105289	44339.78	78.49
105293	1179.69	5.86
10529369	4873.35	30.27
105296	944.01	3.08
105298	4539.37	16.32
105301	254.05	0.17
105317	5778.5	38.09
105321	3156.11	14.89
105322	2251.62	12.07
105334	8261.91	30.76
105346	4948.89	4.83
105348	186.33	0.93
105351	6061.9	19.75
105353	1292.17	4.35
105355	1508.6	13.85
105365	6314.07	15.96
105366	633.91	2.19
105368	308.69	1.58
105371	198.8	-1.12
