Reporter Identifier	VALUE	S_N_P/4a-2_OKhymenets_220905
100558	245.03	-0.17
100566	175.03	-0.95
100569	509.71	2.04
100570	1812.01	6.39
100572	206.54	-0.09
100575	246.98	0.04
100583	160.95	0.39
100589	4899.26	27.75
100591	7203.74	28.41
100594	1726.76	-0.37
100596	3176.31	12.54
100608	298.13	0.17
100611	311.25	0.14
100627	171217.08	84.74
100628	216.7	0.29
100629	52767.89	83.68
100635	1422.71	2.62
100636	39823.78	59.84
100639	3569.6	13.42
100641	30714.88	27.93
100642	197.12	1.34
100645	259.49	-0.13
100646	299.29	-0.36
100658	91.68	0.65
100659	240.45	2.4
100664	44861.99	67.36
100671	2069.64	3.76
100679	937.65	8.89
100680	200.12	0.76
100681	383.04	0.9
100687	689.12	7.21
100689	3375.5	24.35
100691	3179.4	16.24
100694	1913.33	7.81
100702	177557.49	81.89
100709	4222.88	12.61
100710	34690.59	76.89
100717	965.38	0.43
100719	1011.01	5.99
100722	1088.14	6.66
100727	499.84	1.65
100736	151.72	0.18
100747	448.12	1.9
100748	932.03	2.24
100757	6629.48	25.61
100762	167.57	1.15
100765	4261.45	33.51
100771	1368278.55	55.14
100777	7556.38	55.42
100781	288.69	-0.74
100787	755.02	-0.35
100788	704.37	3.36
100794	149.32	-0.27
100801	725.09	1.76
100812	360.72	1.55
100814	364.59	1.11
100819	659.43	3.48
100825	1273.9	13.36
100826	309489.28	63.84
100830	211.65	0.16
100837	54.21	1.28
100840	55519.24	58.05
100845	36603.49	63.67
100857	182.66	0.56
100869	188.34	-1
100876	298.15	1.68
100883	191.11	0.56
100884	449.4	2.88
100890	440.72	2.95
100892	3092.77	12.11
100894	199805.5	62.47
100901	40973.03	40.26
100912	635.17	6.22
100914	4583.65	14.36
100925	355.73	0.01
100935	170.33	-0.37
100939	3872.09	5.45
100942	2154.03	7.46
100943	5750	15.46
100945	3950.5	4.42
100949	2373.78	14.08
100951	6130.82	33.15
100952	203.75	0.32
100955	22474.89	60.63
100963	3262.94	32.01
100966	10181.93	22.79
100969	13743.75	57.54
100972	500.29	0.65
100983	159.99	-1.67
100984	1253.13	4.73
100989	175.51	0.87
100993	3070.56	17.62
100996	126.1	-1.15
100997	1091.99	5.56
101011	219.57	-0.13
101012	2707.27	27.27
101018	2414.53	7.43
101019	543.9	9.68
101020	3929.63	5.77
101026	3707.13	20.46
101027	987.04	11.02
101034	299.65	-1
101039	6928.59	17.18
101042	6002.64	29.99
101044	207.19	0.8
101058	78585.29	79.52
101059	318.59	-0.28
101060	1555.02	7.97
101065	4871.25	26.4
101068	28414.89	33.7
101070	9786.04	70.26
101072	5915.71	31.8
101083	105.18	1.04
101089	201.8	-2.35
101108	3883.91	22.17
101109	923.04	-0.31
101113	269866.8	83.89
101114	707.63	4.09
101116	4252.53	10.22
101120	14493.31	82.12
101122	199.45	-0.98
101123	13419.57	43.63
101125	42921.61	29.61
101126	10094.37	56.28
101140	5294.27	19.36
101144	220.48	2.01
101145	133609.7	71.82
101150	1305.42	6.46
101157	386.46	-1.77
101173	1843.99	13.57
101185	2008.68	11.18
101191	2984.17	17.89
101192	7382.28	33.69
101193	3358.55	17.11
101194	6189.91	24.13
101196	14543	41.06
101200	1017.46	2.88
101210	182.26	-2.36
101213	11916.64	39.01
101216	142.7	-0.55
101220	23205.48	66.76
101231	128.9	-0.39
101239	24276.73	46.02
101242	1303.4	2.71
101251	300.62	2.24
101252	914.54	3.61
101255	64405.12	75.21
101260	3079.36	19.54
101262	233.68	1.01
101263	245.54	-0.47
101266	15961.92	60.43
101269	235.09	1.81
101287	58586.67	67.33
101293	7903.29	34.55
101300	3484.33	14.78
101304	1315.25	4.43
101310	19392.91	52.46
101319	351.78	-1.07
101320	5379	31.47
101331	982.27	4.35
101333	5119.63	14.32
101336	183.94	-1.12
101339	13516.14	32.43
101347	724.94	5.2
101353	184.71	0.3
101356	553.83	-0.11
101359	230.91	0.62
101361	298.03	-0.38
101365	426136.55	76.4
101368	1230.8	9.05
101370	3313.58	14.05
101374	564.01	-2.26
101377	9404.97	24.07
101381	6570.99	36.69
101387	1838.61	1.02
101391	1210.17	4.34
101395	111.12	-0.32
101397	2086.7	6.17
101403	102.14	0.86
101404	246.58	0.78
101408	1024.22	3.82
101413	114.77	-0.63
101431	935.56	0.71
101441	51488.58	70.41
101444	2936.39	10.09
101445	6346.07	22.49
101446	496.62	0.16
101447	5749.25	14.08
101482	135.17	-0.68
101487	978.52	6.26
101498	1912.55	7.4
101499	15740.02	47.74
101505	1466.22	8.29
101506	236.1	-0.82
101509	875.86	4.25
101511	9545.85	48.06
101513	177.23	-0.3
101518	180.88	-1.28
101520	215.89	-1.23
101526	11205.67	11
101527	6100.45	32.19
101538	185.88	2.05
101549	1107.36	-0.6
101552	242.83	0.92
101555	105.01	1.21
101559	253.92	1.82
101561	78.44	-0.16
101566	573.29	3.02
101569	179.19	-0.14
101570	1665.19	4.49
101574	9415.42	38.37
101575	192.89	-0.2
101584	1786.85	9.09
101588	38128.62	72.65
101589	1281.69	11.15
101592	2311.52	3.61
101594	1391.44	8.63
101597	151.75	0.8
101598	205.17	0.35
101603	3180.13	9.09
101611	3335.19	25.07
101616	570.34	0.35
101623	293.75	7.11
101641	1083.51	0.94
101645	1702.03	2.48
101647	171.63	0.9
101648	307.96	1.28
101654	884.41	1.9
101655	1563.37	10.64
101663	574.13	0.36
101664	6738.06	20.23
101666	561.52	3.97
101670	7342.33	21.41
101676	6122.94	37.57
101678	136.87	0.85
101680	2835.05	9.85
101686	3452.85	10.94
101687	4225.95	20.21
101688	160.62	1.09
101692	14426.13	49.64
101693	11636.7	62.76
101695	239.95	-0.03
101703	4005.5	26.64
101711	8498.72	59.45
101721	510.22	-0.5
101722	161.13	0.85
101725	11007.14	91.13
101736	900.67	4.05
101738	223.93	-1.14
101742	248.28	-0.58
101745	1010.78	2.76
101754	31635.3	80.15
101755	87404.11	69.07
101757	754.78	2.11
101759	471.62	2.38
101760	118.46	1.08
101762	1167.47	2.4
101768	329.43	-0.2
101775	816.64	2.94
101777	218.77	-0.03
101781	10677.85	37.53
101783	448.51	-0.15
101798	627559.36	79.66
101799	126.76	-0.12
101800	499.17	3.7
101802	1396.13	6.09
101811	183907.41	70.11
101814	186.11	-1.12
101815	26439.89	38.1
101821	498.29	3.12
101835	11068.55	27.53
101843	687.29	1.29
101844	15342.43	55.16
101845	277.9	2.57
101854	401.97	-2
101855	482.36	4.12
101860	208.2	-0.69
101862	12847.16	32.3
101863	517.78	-0.03
101867	52923.67	58.56
101876	146.74	2.37
101878	118.28	-0.96
101887	13922.58	35.2
101893	10625.87	39.97
101899	349.41	2.09
101908	938.91	3.55
101912	425.31	0.82
101913	122.94	-2.02
101917	247.4	-0.03
101929	788.55	3.34
101930	539.56	1.22
101931	28413.79	44.86
101946	45482.3	100.02
101948	300.26	0.5
101949	1572.23	8.25
101955	222.48	1.18
101958	17695.85	23.92
101962	7104.16	23.39
101965	2223.03	9.61
101973	36987.21	64.82
101974	68135.6	102.75
101979	4287.73	23.02
101980	5900.01	22.38
101985	14572.34	63.07
101987	4646.33	23.65
101998	340.13	-0.84
102001	63424.58	68.13
102004	227.99	0.3
102010	258.63	-0.12
102013	903.51	3.91
102034	225.29	1.32
102036	1266.71	5.76
102037	110140.64	30.63
102040	847.14	17.58
102046	9632.35	36.87
102047	7037.62	44.56
102049	220.63	-0.05
102051	196.65	-0.64
102059	1743.12	8.59
102060	27361.49	77.91
102063	2737.88	21.37
102071	1745.72	7.16
102077	242.25	1.7
102081	193.25	-1.61
102085	497.51	0.3
102086	6258.82	36.83
102088	141.52	0.01
102090	281.81	-0.31
102092	2713.31	12.69
102096	346.92	-1.69
102108	686.79	3.81
102116	960.16	3.99
102117	10348.38	67.02
102125	26801.8	55.19
102126	148.78	-1.27
102133	6758.88	23.5
102135	257.58	0.89
102137	132.83	0.57
102138	9274.02	36.9
102140	353.62	1.44
102148	494.53	4.47
102152	224.46	0.38
102161	2161.92	5.08
102162	1397.1	5.73
102164	2841.62	14.59
102168	229.48	0.96
102174	796.11	3.39
102175	9457.12	30.94
102177	281.91	-0.22
102183	2959.58	4.8
102204	235.36	-1.95
102205	877.28	4.44
102207	12028.9	35.97
102210	8240.41	51.02
102211	3375.68	12.4
102213	350.84	0.58
102218	27392.93	73.36
102222	194.7	-0.69
102225	271.66	1.68
102229	9459.29	17.2
102231	273.21	-1.35
102233	151923.31	86.78
102234	549.76	2.18
102236	7515.64	25.46
102241	243.98	0.36
102244	6207.28	17.42
102249	409.78	1.73
102255	239.86	0.43
102257	45940.5	76.88
102263	368.87	-0.63
102267	12192.4	26.42
102274	1361.66	4.42
102277	91.79	1.28
102279	419.82	1.86
102286	292.73	-0.81
102295	139.35	-2.32
102302	1714.34	9.48
102305	861.48	4.47
102314	1940.66	18.91
102323	106.4	-0.39
102330	392.76	1.59
102334	2694.12	6.64
102335	5727.76	15.25
102337	1805.58	13.25
102338	38690.08	54.96
102341	369.33	0.66
102342	11832.62	63.09
102344	4169.5	38.15
102347	204.36	-1.22
102348	936.62	7.09
102353	615.47	2.3
102355	19407.18	56.21
102384	1453.65	5.42
102387	1840.91	8.51
102388	12818.69	33.55
102393	499.5	4.09
102396	21812.02	35.57
102397	196947.54	82.63
102403	530.31	1.86
102415	15013.17	51.12
102419	9627.19	52.28
102421	156.06	0.66
102431	160.25	-0.22
102437	29089.25	53.02
102438	14185.35	50.79
102441	282.68	-0.17
102445	2165.59	8.58
102450	224.23	0.44
102451	687.33	4.22
102454	8267.81	29.56
102459	140.89	-0.68
102465	36467.51	56.68
102474	328.87	2.26
102477	473.95	0.99
102482	2498.8	5.55
102483	19387.19	65.65
102484	86847.81	51.39
102488	1232.55	5.49
102491	15870.57	63.6
102492	72073.85	48.81
102498	172.8	-1.32
102503	19937	24.7
102506	930.13	-0.73
102514	297066.44	85.23
102516	267.67	-1.79
102518	1204227.88	70.05
102521	804.26	3.04
102523	524.37	0.27
102525	307480.72	83.67
102539	110.29	-0.79
102551	20317.65	51.49
102557	398.9	3.39
102558	5339.5	30.74
102559	2243.22	9.55
102560	270.79	-0.07
102563	7553.7	29.53
102564	8122.64	51.26
102565	4316.39	33.08
102571	2039.66	12.17
102572	766.96	4.49
102581	2162.42	10.21
102592	2982.63	3.41
102596	18197.93	83.2
102597	446.19	2.69
102598	19732.39	59.45
102603	364.66	-1.4
102604	86834.96	71.2
102610	3519.92	12.92
102617	135959.97	97.46
102622	1261.47	11.21
102623	846.18	4.32
102625	261.47	-0.76
102627	3339.62	23.78
102632	16487.38	37.85
102647	2554.61	17.62
102652	2087.9	6.22
102654	1000.78	4.05
102661	2341.73	33.14
102664	2065.61	15.5
102667	492.93	0.19
102670	343.97	0.28
102684	223.09	0.96
102688	21886.29	52.54
102693	319.08	-0.88
102700	306.87	1.44
102706	81160	116.27
102709	3347.52	20.22
102711	6323.83	8.31
102718	9748.66	45.67
102721	9104.09	9.89
102723	8821.17	41.41
102727	4939.12	17.59
102730	403.14	-0.71
102731	2032.04	19.84
102732	159805.88	65.43
102734	1215.87	7.3
102739	129.37	-2.55
102753	2672.61	8.33
102754	358.87	2.15
102756	196.72	-0.69
102759	142.11	0.44
102762	985.37	4.7
102769	309.71	-1
102776	210.22	-1.17
102778	2436.4	6.21
102783	3948.16	13.25
102786	287.07	0.71
102788	9819.05	31.84
102789	1522.11	11.48
102792	217.34	-0.83
102794	406.85	1.19
102795	271.09	0.17
102817	347.04	0.16
102818	131.08	0.52
102820	190.24	0.68
102823	320.04	-1.69
102824	149.65	-2.05
102826	1949.36	5.61
102828	15749.2	65.45
102833	772.4	2.15
102834	134.21	-1.75
102835	337.66	0.54
102836	893.75	0.02
102841	59628.01	83.39
102842	1160.19	5.2
102845	7096.95	32.18
102846	1235.07	5.69
102848	1972.17	11.47
102850	2601.01	0.23
102862	876.09	3.78
102875	43797.14	73.3
102878	185.5	-0.19
102881	484.56	3.82
102888	1671.98	1.77
102896	191.73	0.35
102899	396.07	0.59
102901	799.81	4.8
102904	2796.72	20.23
102907	14828.03	35.04
102910	16810.76	52.24
102914	430.32	0.93
102915	11560.64	37.06
102916	543.9	5.78
102924	6236.55	32.52
102926	1031.17	2.48
102937	250772.38	68.31
102939	188.94	0.36
102944	1833.14	8.42
102945	290.65	0.72
102952	141.51	-0.51
102959	186.45	-0.67
102967	9220.03	46.56
102968	712.33	2.92
102971	344	1.32
102972	1064.43	4.39
102973	422.58	-0.86
10298121	406.6	2.77
102988	1929.56	6.32
102997	1153.15	1.76
102999	302.47	0.17
103002	690.05	3.63
103003	168.44	-0.25
103010	3175.4	13.81
103013	2930.81	12.27
103021	6548.52	37.45
103022	185.77	0.91
103029	179.16	-2.03
103030	271.63	-0.44
103034	6311.17	26.3
103043	686.09	4.06
103054	300.62	-0.14
103058	457.67	-1.07
103069	1359.27	6.43
103070	208.35	-0.84
103073	294.67	-0.83
103079	1011.87	3.51
103080	524.92	-1.67
103082	160.16	0.86
103085	91404.27	79.6
103095	179166.18	57.07
103097	1016820.17	74.55
103100	1300.23	7.49
103102	859.62	4.59
103103	385.41	1.78
103105	138.99	-0.02
103107	302.17	1.81
103109	1801.72	6.2
103111	121.46	-1.23
103113	2206.06	12.64
103115	130.32	1
103117	621.65	1.83
103150	25328.36	58.85
103152	274.85	0.54
103153	87848.33	67.42
103159	446.24	2.52
103164	1815.47	5.42
103169	8829.16	22.13
103171	280.74	-1.6
103183	9047.4	31.81
103185	7999.85	32.1
103193	8708.11	24.75
103201	19709.42	43.97
103206	8667.7	30.65
103211	870.07	8.42
103212	267.71	1.51
10321330	408.82	1.34
103214	2485.95	7.81
10322069	325.53	3.01
103225	70136.63	54.05
103227	329.91	0.6
103232	3218.3	12.49
103235	138.54	-0.59
103239	3100.22	11.93
103241	931.93	-0.33
103252	1842.55	10.1
103254	172.53	1.69
103259	803.48	1.82
103260	88.57	-2.77
103264	2025.48	8.11
103269	190.67	-0.82
103271	288.35	-0.08
103273	311.61	1.78
103279	2943.12	9.47
103288	164.57	0.17
103291	11396.42	47.48
103297	270.11	-0.18
103301	1056.42	6.65
103305	799.58	0.28
103306	988.76	5.51
103310	368.13	0
103318	363.19	-0.29
103331	592.78	-0.1
103341	6958.42	13.5
103342	433.33	1.48
103344	588.66	2.36
103350	38933.96	86.87
103355	559.15	2.02
103357	32030.58	70.86
103366	60360.47	68.04
103367	256	-0.88
103382	3798.86	25.6
103384	6003.99	29.84
103392	6972.28	23.32
103394	838.97	1.76
103395	3692.48	13.2
103396	318.63	1.92
103401	807.78	7.48
103403	279.53	-0.47
103404	3041.88	1.87
103406	3393.13	14.16
103409	12877.45	65.03
103413	29108.02	60.59
103415	36865.77	46.26
103418	9122.43	25.9
103423	8881.87	55.54
103430	8187.5	18.15
103431	1796.65	8.08
103434	233.82	-0.22
103435	3425.65	21.43
10343858	241.86	0.99
103440	191.39	-0.17
103441	4759.68	29.69
103444	671.67	0.71
103446	9997.71	55.42
103451	8678.99	47.16
103457	2394.8	17.35
103458	524.82	0.46
103461	5693.55	19.47
103463	5061.72	36.9
103465	115516.59	83.12
103467	458.89	-0.83
103468	2495.47	16.01
103474	2083.02	8.77
103475	1129.36	9.49
103476	4332.21	16.23
103481	5278.17	18.2
103491	29482.39	80.89
103492	214.79	-0.53
103516	3496.15	20.93
10351750	209.84	0.16
103520	542.44	2.76
103522	6864.63	30.26
103524	688.43	2.46
10353180	317.53	2.23
103532	216.52	1.19
103536	703.01	2.48
103537	1470.79	8.27
103547	257.7	-0.7
103552	151.45	0.43
103553	1345.66	5.32
103554	225.17	-0.24
10355470	1169.72	5.29
103558	221.67	-1.28
103562	401.64	0.52
103563	270	-0.92
103564	157.76	-2.05
103567	205.66	0.94
103579	3228.11	12.38
10357919	220.86	-1.97
103585	16128.55	60.44
103586	287.24	1.51
103587	299528.81	77.04
103589	3808.97	12.58
103604	15037.72	45.92
103612	961.83	4.85
103613	337.49	-0.14
103617	4264.39	16.15
103618	269.34	0.43
103624	216216.97	78.44
103625	51994.45	60.05
103626	214.06	-0.15
103627	292.56	0
103640	316.22	-1.24
103641	27890.71	71.54
103642	1609.52	6.22
103644	790	2.8
103651	1025.67	3.31
103654	209.2	-1.58
103659	213.47	-0.95
103665	535.93	8.06
103666	598.45	3.46
103677	526.61	3.51
103678	1605.29	5.31
103682	29550.38	66.13
103690	4614.54	23.26
103693	4675.02	28.54
103694	39729.16	74.88
103696	332.86	-0.67
10370245	233.8	0.03
103703	130.82	0.93
103705	4252.33	20.81
103717	6896.72	32.08
103718	619.71	3.41
103719	3225.04	23.32
103720	2961.34	8.45
103726	255228.87	73.77
103729	199.13	1.72
103744	213.27	0.42
103746	1150.17	3.01
103752	218.41	-1.41
103754	7138.36	36.73
10375855	626.68	2.91
103764	695.78	2.2
103769	608.19	3.27
103775	328.73	1.58
103778	142.67	-1.28
103779	216.67	0.56
103786	682.65	8.7
103792	154.97	-1.2
103793	2306.05	6.73
103795	2192.11	5.09
103802	321.65	0.2
103805	1847.9	18.69
103806	237.84	-0.63
103809	925	2.94
103810	34832.11	80.05
103813	183.21	-0.82
103822	1932.33	2.16
103824	1033.84	1.87
103829	349.97	-0.69
103831	306.5	2.39
103843	4368.24	24.27
10384403	148.4	-1.48
103846	1429.71	9.39
103851	5785.12	17.51
103866	331.1	2.16
103867	12288.86	51.17
103870	1348.29	6.52
103875	1265.04	7.06
103876	130.66	-0.54
103877	284.49	1.74
103883	964.1	3.73
103885	192.75	-0.66
103888	265.99	0.27
103892	121.39	0.38
103896	864.47	6
103907	1256.84	6.64
103910	14484.94	47.76
10391124	246.89	1.39
103913	183.67	-0.58
103918	250.33	0.24
103919	3580.69	32.82
103920	245.43	1.13
103921	180.39	-0.28
103928	28843.57	40.72
103931	20917.64	11.11
103944	955.28	8.03
103950	2687.65	5.6
103958	213.41	-1.07
103964	126.53	-1.21
103970	1915.75	1.34
103975	94.72	-2.01
103976	1338.58	7.96
103999	61620.28	66.25
10400392	6580.7	28.61
104009	1898.24	7.21
104013	572.94	0.88
104031	458.42	-1.17
104032	320.83	1.29
104033	329.38	-0.91
104036	497.47	4.96
104040	882.28	1.73
104054	36510.38	75.41
104057	13831.69	49.24
104059	14042.89	44.41
104062	458.75	1.67
104079	1686.35	7.13
104080	126.79	0.41
104081	200.32	0.46
10409147	493.44	-0.25
104096	9421.58	23.6
104099	812.81	1.77
104102	132.92	-1.01
10410414	459.97	-0.98
104105	287.95	2.77
104108	151.37	-1.77
10411442	491.58	1.4
104115	24250.63	59.54
104116	1599.83	6.12
104119	347.46	-0.45
104123	366.42	2.73
104128	1607.93	7.54
104131	45535.49	79.78
104139	4728.26	26.72
104140	37343.57	61.6
104142	2724.45	11.37
104153	229.52	-0.43
104157	5065.52	11.95
104158	258.39	0.88
104166	3912.68	38.27
104172	549.47	1.87
104186	517.67	3.85
104189	2413.15	12.73
10419000	15062.66	47.13
104193	79927.7	50.29
104196	440650.66	47.15
104200	7455.7	32.02
104202	116.71	-1.49
104207	834.7	5.55
104213	11705.53	61.02
104215	152.3	-1.95
104218	199.74	-0.82
104220	6925.82	32.28
104225	9942.38	27.46
10423512	1312.41	5.35
104237	3614.55	10.4
104240	991.83	3.27
104245	21996.59	31.16
104251	178.52	-1.23
104254	6377.41	13.94
104259	4132.26	32.95
104260	28975.56	45.02
104268	177.38	-0.98
10426832	968.84	4.93
104271	317.39	-0.33
104273	235.98	0.21
104275	3151.27	14.29
104276	14224.76	29.65
104280	7170.69	35.9
10428338	1360.58	8.67
104287	1090.87	5.33
104292	5465.71	51.39
104293	6668.75	22.32
104294	280.14	0.85
104309	7156.64	18.5
104310	1073.57	6.43
104322	532.28	5.86
104328	363.43	-2.38
104331	1778.36	9.13
104341	546213.48	92.16
104346	1854.81	8.94
104347	251.18	-0.57
10434918	167.91	-0.28
104350	7489.23	32.54
104351	1078.39	7.18
104353	211.12	-0.76
104356	2867.08	2.31
104360	9706.46	46.94
104371	312.68	0.11
104372	10910.3	28.21
104377	17031.28	49.05
104379	197.19	0.14
104384	68095.82	86.54
104387	2302.7	10.18
104400	24284.32	40.28
104402	12474.81	38.65
104407	136.75	-0.55
104408	915	3.42
104409	93306.74	82.02
10441133	202.91	0.74
10442161	242.19	-0.14
104424	305.34	0.57
104427	15066.03	96.36
104428	1685.41	7.98
104431	5151.35	25.46
104447	450.3	-0.47
104450	459.13	2.93
104454	364.22	-0.37
104456	474721.19	69.58
104458	6421.47	14.52
104460	590.57	6.64
104469	1342.38	6.76
104475	251.76	-1.46
104477	2006.27	6.31
104481	288.91	-0.5
104483	34563.2	66.28
104484	508.66	1.31
104490	15087.84	36.23
104499	578.18	0.42
104504	202969.91	88.25
10450649	735.38	0.97
104510	331.58	0.88
104511	1428.39	5.94
104523	356.32	-1.24
104525	632.02	2.16
10452548	2135.5	22.62
104528	152.77	0.81
104531	202.54	-0.26
104533	1258.59	2.04
104539	2062.37	15.75
104547	4443.92	26.8
104549	428.57	0.63
10455177	184.64	0.86
104557	1228.53	8.76
104562	22541.87	53.85
104564	70271.67	60.76
104566	6672.75	27.66
104569	18660.14	68.78
104572	244.49	-2.14
104576	283.8	-0.61
104577	399.58	0.24
104585	1111.93	-0.24
104588	1143.32	6.5
104590	145.08	-1.01
104594	528301.59	107.43
10459528	303.49	1.54
10460534	115.91	0.98
104610	576.44	2.65
10461026	1388.07	9.63
104615	1680.64	14.06
104619	15091.81	76.76
104621	2702.42	3.49
104625	504737.27	80.05
104627	5904.99	29.95
104634	794.48	-0.89
104638	8289.51	24.67
104641	824.33	1.01
104642	160.88	1.06
104648	183.41	0.92
104651	794.8	6.54
104667	1490.77	4.85
104683	47506.22	55.88
104690	5878.11	41.17
104697	4973.54	7.12
104701	312.95	0.74
104706	169.84	1.07
104707	229.16	0.22
104708	182.84	-2.56
104709	831.79	4.16
104711	333.41	1.27
10471331	760.17	7.46
104716	1354.38	2.95
104718	2086.12	6.44
104721	125.34	0.61
104723	1065.18	4.95
104728	1444.37	24.58
104731	37851.63	62.83
104739	1582.29	7.58
104741	10267.93	49.29
104742	4613.9	14.12
104743	8856.35	37.63
104745	1841.39	5.26
104748	5537.34	7
104750	7904.35	18.69
104760	816.84	4.7
104762	1588.29	12.57
104763	290.5	1.49
104764	2152.72	6.12
104767	229.24	-0.4
104770	9773.4	23.27
104771	4766.38	15.39
104772	10080	48.25
104774	1420.21	9.19
104777	406.17	1.66
104778	374.22	-1.27
104782	71040.32	102.47
104785	163.61	-0.41
104791	2770.11	19.75
10480018	2291.76	7.17
104824	600.39	2.47
104827	190.93	-1.57
104831	142.77	0.3
104851	99.15	1.86
104861	23568.59	34.45
104862	175.89	-1.43
104870	1656.86	9.84
104873	10590.14	36.47
104878	355.93	-1.25
104890	4386.54	15.75
104893	809.17	1.37
104900	3691.72	5.87
104901	53137.46	81.33
104905	2633.68	15.84
104921	1829.44	26.96
104923	1358.04	7.41
104925	35430.19	48.03
104926	215.2	0
104931	1238.17	6.47
104932	641.59	5.69
104934	2411.12	8.65
104936	396.5	0.31
104939	774.45	12.03
104942	1122.6	4.67
104945	3021.21	8.26
104948	888.39	5.19
104952	389.05	-0.4
104955	4977.19	12.98
104959	889.68	3.9
104977	242.23	1.58
104984	198.12	0.66
104988	21031.03	36.1
104996	291.67	1.27
105004	9344.91	48.89
105010	499.15	2.93
105011	499.6	3.24
105014	413.36	1.13
105018	5886.99	11
105029	563.65	0.86
105030	17836.98	53
105040	26707.84	55.61
105052	505.11	-0.53
105053	2848.03	6.75
105056	106905.8	91.22
105061	478.57	1.05
105062	317.97	0.13
105064	476.78	2.25
105075	230.5	-0.39
105079	2386.88	10.75
105080	1589.65	4.14
105082	11519.39	36.8
105086	264.19	-0.88
105087	2268.08	14.72
105091	732.64	4.59
105093	299.14	1.74
105095	311	1.54
105105	11514.85	11.54
105110	930.37	-0.44
105113	596.69	2.79
105114	223.98	-1.79
105117	186.07	1.03
105119	447.1	0.45
105120	51924.79	82.66
105123	373.91	1.09
105128	345.92	0.41
105130	4948.36	25.35
105150	678.57	2.87
105151	144.74	-0.56
105152	269.63	0.16
105155	343616.44	70.51
105160	765.95	1.48
105163	243.63	-0.64
105165	13970.37	3.93
105172	9831.37	30.91
105173	24389.3	38.5
105191	143.13	0.64
105194	31248.32	95.06
105195	365.19	0.53
105197	135.02	1.16
105207	422.52	-1.6
105208	24500.79	61.28
105211	119465.8	70.49
105226	16698.32	37.69
105227	3901.01	18.49
105239	7960.1	62.74
105242	6140.26	17.45
105249	139.59	-0.39
105251	1506.39	14.56
105258	1165.65	4.7
105260	2954.13	10.75
105265	1512.5	8.86
105266	2441.01	12.42
10526619	751.42	6.3
105271	6648.66	27.38
105274	32621.36	64.3
105275	530.17	3.3
105279	375.48	0.61
105288	1075.7	7.05
105289	41549.02	86.03
105293	827.23	2.2
10529369	7322.68	41.41
105296	1524.11	4.14
105298	4642.54	18.17
105301	252.37	-0.45
105317	6799.96	40.61
105321	3188.23	35.19
105322	2267.49	8.74
105334	9680.57	38.41
105346	3630.21	6.43
105348	372.99	-0.31
105351	5655.56	19.09
105353	1943.68	6.88
105355	1034.02	8.21
105365	8576.67	20.53
105366	353.7	-0.14
105368	607.57	3.57
105371	194.56	-1.38
