Probe_ID	Gene_ID	Signal_P/4a-1_OKhymenets_220905	SDEV_P/4a-1_OKhymenets_220905	CV_P/4a-1_OKhymenets_220905	S_N_P/4a-1_OKhymenets_220905	Flags_P/4a-1_OKhymenets_220905	Assay_Normalized_Signal_P/4a-1_OKhymenets_220905	Row_P/4a-1_OKhymenets_220905	Column_P/4a-1_OKhymenets_220905	X_P/4a-1_OKhymenets_220905	Y_P/4a-1_OKhymenets_220905	CL_Sig_P/4a-1_OKhymenets_220905	CL_Sig_Error_P/4a-1_OKhymenets_220905	CL_Raw_P/4a-1_OKhymenets_220905	CL_Raw_SDEV_P/4a-1_OKhymenets_220905	Image_Area_P/4a-1_OKhymenets_220905
100060	hCG22998.3	4558.12	396.7	0.1	11.49	0	3.67	217	90	1128.55	1409.88	3329.13	278.8	15415.41	0	2
100062	hCG2039675	2069.49	737.2	0.36	2.81	0	1.67	170	18	363.25	906.38	2215.65	244.59	12764.78	0	2
100064	hCG14966.2	260.59	260.59	1	1	1	0.21	172	116	1404.65	934.33	220.35	217.31	9599.06	0	2
100079	hCG2012240	13117.06	241.09	0.05	54.41	0	9.42	81	7	250.81	1234.81	14785.72	206.86	22900.62	0	1
100089	hCG22245.3	3382.4	245.63	0.09	13.77	0	2.43	13	134	1606.73	516.08	3249.79	177.05	10553.65	0	1
100093	hCG17268.3	694.45	164.52	0.24	4.22	0	0.56	204	90	1127.01	1272.12	833.34	205.01	9617.47	0	2
100095	hCG1817887.1	629.89	629.89	5.5	-0.18	1	0.45	7	35	552.19	447.65	-79.31	223.1	9506.24	0	1
100100	hCG2005880	24277.51	397.11	0.05	61.14	0	17.43	101	23	425.07	1449.1	29346.12	241.22	38487.76	0	1
100102	hCG2042982	550.42	292.48	0.53	1.88	0	0.44	211	11	287.48	1342.24	524.39	160.89	7287.62	0	2
100103	hCG19199.3	116.61	116.61	1.03	-0.97	1	0.08	45	4	222.24	852.34	-224.6	177.74	7293.71	0	1
100105	hCG1652330.2	162.21	162.21	2	0.5	1	0.12	43	23	422.23	832.04	49.73	169.61	7193.41	0	1
100111	hCG22936.3	164.15	164.15	8.68	-0.12	1	0.13	142	56	768.86	612.84	-184.35	208.67	8808.09	0	2
100117	hCG2040797	379.6	379.6	6.76	0.15	1	0.31	214	108	1319.08	1379.14	3.93	197.44	8480.33	0	2
100120	hCG2006054	37250.69	492.93	0.05	75.57	0	29.97	131	82	1046.56	498.16	46499.9	293.2	57693.43	0	2
100130	hCG1818621.1	34661.07	396.98	0.05	87.31	0	24.89	30	117	1427.68	698.97	40867.76	240.23	49409.63	0	1
100137	hCG18905.3	329761.19	3365.47	0.04	97.98	0	265.33	156	84	1069.71	762.37	340822.58	499.05	354878.63	0	2
100145	hCG1777941.2	1776.43	290.95	0.17	6.11	0	1.43	175	2	195.46	958.74	1853.87	192.73	10018.62	0	2
100146	hCG2042386	7956.18	173.74	0.05	45.79	0	6.4	146	111	1357.56	657.48	13963.71	245.77	24079.52	0	2
100151	hCG37749.3	474.23	474.23	0.64	-1.56	1	0.38	214	109	1330.07	1379.07	-728.35	195.71	7669.23	0	2
100159	hCG18119.3	513.3	189.64	0.37	2.71	0	0.41	145	131	1565.97	648.95	536.78	223.79	10198.78	0	2
100160	hCG1643047.3	193.45	193.45	3.1	-0.32	1	0.14	12	37	575.53	499.68	-254	171.37	6972.73	0	1
100172	hCG1984846	2460.58	347.93	0.15	7.07	0	1.98	216	27	457.13	1395.91	1538.65	169.81	8654.58	0	2
100181	hCG1644761.3	3931.8	351.4	0.1	11.19	0	2.82	90	139	1655.75	1336.49	4211.35	232.05	14024.28	0	1
100182	hCG1817349.1	456.52	456.52	18.35	-0.05	1	0.37	216	125	1501.98	1400.36	17.56	178.17	7608.27	0	2
100184	hCG19707.3	8281.96	296.94	0.06	27.89	0	5.95	74	27	468.8	1160.91	8124.29	194.09	15966.25	0	1
100195	hCG19232.3	15727.56	451.65	0.05	34.82	0	12.65	157	48	683.82	771.61	11677.97	240.52	21639.49	0	2
100214	hCG1773993.2	940.41	119.56	0.13	7.87	0	0.76	222	138	1638	1467.8	818.17	172.42	8097.3	0	2
100215	hCG19658.3	3465.03	275.47	0.09	12.58	0	2.49	38	75	979.49	779.26	2343.85	188.39	10224.94	0	1
100216	hCG16896.2	345.27	277.55	0.81	1.24	0	0.25	86	44	644.04	1289.45	306.6	202.91	8958.18	0	1
100244	hCG38837.3	532.44	214.11	0.4	2.49	0	0.43	229	69	906.17	1537.03	677.74	174.35	8054.35	0	2
100249	hCG2042122	84387.3	1283.29	0.05	65.76	0	67.9	186	147	1736.77	1084.05	75518.36	280.54	84788.6	0	2
100259	hCG1990058	2267.58	251.41	0.12	9.02	0	1.82	201	36	552.57	1237.57	2506.13	183.67	10213.13	0	2
100260	hCG2041407	345.42	209.63	0.61	1.65	0	0.28	176	109	1329.66	976.78	287.65	236.9	10562.22	0	2
100269	hCG2042042	1122.37	315.47	0.29	3.56	0	0.81	94	93	1164.55	1376.99	758.25	202.86	9386.01	0	1
100277	hCG1746386.2	313.33	313.33	1.06	-0.95	1	0.25	210	73	947.25	1335.65	-529.06	210.6	8551.87	0	2
100278	hCG2043255	1140.39	240.94	0.22	4.73	0	0.82	48	31	507.97	885.58	1422.05	230.72	11293.54	0	1
100288	hCG15198.3	213.09	213.09	0.99	-1.01	1	0.17	226	135	1606.35	1508.85	-234.21	171.83	7065.79	0	2
100289	NM_018661.2	185.17	185.17	0.71	-1.42	1	0.13	102	138	1646.32	1466.29	-295.72	191.25	7838.9	0	1
100295	hCG38931.2	373.34	161.88	0.44	2.31	0	0.3	145	90	1133.18	645.79	500.24	241.01	10954.46	0	2
100297	hCG1817726.2	796.48	237.93	0.3	3.35	0	0.64	126	38	577.55	439.24	1035.64	215.91	10312.76	0	2
100302	hCG1997291	701.38	147.4	0.22	4.76	0	0.5	12	19	381.75	500.06	793.58	169.52	7889.68	0	1
100309	hCG2031179	497	255.64	0.52	1.94	0	0.36	32	38	587.85	715.56	485.08	189.19	8500.81	0	1
100312	hCG2029091.1	422.27	422.27	8.23	-0.12	1	0.34	194	152	1790.76	1168.64	-141.22	165.49	6866.7	0	2
100313	hCG23912.3	16816.78	376.37	0.05	44.68	0	13.53	141	27	463.78	599.9	20990.94	258.27	31423.81	0	2
100328	hCG2041959	2053.88	479.58	0.24	4.28	0	1.65	177	146	1724.61	988.2	1463.06	187.27	9395.34	0	2
100336	hCG1780372.3	239.31	239.31	1.28	0.78	1	0.19	192	159	1864.82	1147.22	77.51	147.89	6268.15	0	2
100340	hCG15506.3	30225.7	770.18	0.05	39.24	0	24.32	215	91	1138.26	1388.6	23996.71	254.27	34105.48	0	2
100344	hCG18366.3	13296.06	301.16	0.05	44.15	0	10.7	224	93	1161.25	1485.69	19746.94	248.68	29758.98	0	2
100348	hCG1642034.3	342764.4	4670.88	0.05	73.38	0	246.11	31	74	968.79	705.58	351925.94	505.1	365971.46	0	1
100352	hCG1747645.1	683.21	110.83	0.17	6.16	0	0.49	6	103	1276.99	441.01	871.77	170.27	7997.73	0	1
100356	hCG17886.4	12127.91	592.26	0.07	20.48	0	9.76	219	29	478	1427.97	5901.79	187.47	13602.61	0	2
100357	hCG2041921	1836.94	252.62	0.14	7.27	0	1.48	157	43	629.6	771.71	1267.88	214.8	10483.03	0	2
100365	hCG25409.2	568.77	379.05	0.67	1.5	0	0.41	88	102	1260.64	1312.71	514.7	213.01	9617.07	0	1
100369	hCG2041004	257.91	257.91	1.08	-0.92	1	0.21	145	61	821.71	643.15	-343.51	223.51	9329.6	0	2
100384	hCG18067.4	28071.94	396.86	0.05	70.74	0	20.16	44	42	622.23	840.86	29190.35	217.15	37080.49	0	1
100385	hCG2004080	21488.55	417.34	0.05	51.49	0	17.29	126	5	228.62	441.76	29889.41	293.35	41713.02	0	2
100388	hCG2042134	494	494	9.28	0.11	1	0.35	114	136	1625.34	1592.77	-99.61	211.65	8964.63	0	1
100390	hCG1643101.3	245226.85	2952.7	0.05	83.05	0	176.07	77	71	935.4	1195.7	154394.51	350.41	164610.23	0	1
100398	hCG2001363.1	1170.28	173.39	0.16	6.75	0	0.84	27	152	1797.4	667.3	1371.6	167.7	8349.77	0	1
100403	hCG2042102	10767.31	202.54	0.05	53.16	0	7.73	112	22	415.84	1565.21	10496.55	208.47	18907.28	0	1
100404	hCG24124.3	405.6	235.47	0.58	1.72	0	0.33	141	136	1620.24	606.59	309.31	227.32	10143.76	0	2
100405	hCG20078.4	3212.16	313.88	0.11	10.23	0	2.31	6	92	1156.62	442.07	3097.59	197.31	11352.93	0	1
100410	hCG41615.4	5349.13	224.52	0.06	23.82	0	4.3	226	158	1850.31	1509.58	4913.81	146.99	10725.55	0	2
100415	hCG36858.2	1398.41	230.17	0.17	6.08	0	1.13	219	152	1786.53	1434.7	923.13	156.41	7452.97	0	2
100419	hCG2014850.1	294.97	294.97	10.97	0.09	1	0.24	163	15	331.29	831.96	51.48	199.06	8600.44	0	2
100423	hCG2014792	47641.8	3011.61	0.08	15.82	0	38.33	217	149	1754.54	1413.5	28639.04	297.48	40711.24	0	2
100426	hCG1652370.4	171.19	171.19	1.12	0.89	1	0.12	22	33	533.89	609.09	185.1	165.9	7151.14	0	1
100430	hCG17690.3	13239.98	467.77	0.06	28.3	0	9.51	71	109	1341.31	1133.9	12923.97	255.09	23455.8	0	1
100431	hCG15153.3	2142.81	242.4	0.12	8.84	0	1.54	57	25	443.91	980.51	1833.75	196.56	10118.71	0	1
100436	hCG40675.2	457.51	457.51	0.7	-1.44	1	0.37	230	14	321.81	1544.7	-653.41	203.11	8084.11	0	2
100442	hCG1820892.1	141863.97	1983.53	0.05	71.52	0	101.86	114	157	1847.16	1591.76	85010.91	278.37	93634.81	0	1
100451	hCG201351.2	805.45	286.35	0.36	2.81	0	0.58	97	72	944.55	1408.37	638.56	203.36	9293.59	0	1
100454	hCG1782977.2	11658.71	344.16	0.06	33.88	0	8.37	91	147	1740.66	1348.14	11255.17	203.28	19376.49	0	1
100455	hCG1811005.2	844.31	429.51	0.51	1.97	0	0.68	181	145	1716.69	1031.02	709.12	226.04	10466.94	0	2
100458	hCG30684.3	525.28	156.18	0.3	3.36	0	0.42	167	70	916.02	877.97	653.93	217.17	10006.08	0	2
100460	hCG22341.3	37567.85	436.14	0.05	86.14	0	26.97	84	101	1250.25	1270.58	36182.69	245.23	45217.54	0	1
100472	hCG1759124.2	1262.47	241.53	0.2	5.23	0	0.91	32	94	1183.14	719.12	1048.85	181.87	8698.28	0	1
100473	hCG1778511.1	169.86	169.86	4.63	-0.22	1	0.14	226	4	216.34	1502.08	-156.41	151.69	6214.84	0	2
100479	hCG2033106	236.36	236.36	1.25	0.8	1	0.17	7	2	202.45	448.14	210.54	155.94	6719.38	0	1
100485	hCG1984913	3825.54	330.44	0.1	11.58	0	3.08	154	129	1546.7	743.57	2780.82	230.27	12643.55	0	2
100492	hCG1657850.2	250.63	250.63	2.24	0.45	1	0.2	145	146	1727.09	648.72	149.77	210.69	9227.87	0	2
100494	hCG2041069.1	2623.86	661	0.26	3.97	0	2.11	233	9	270.51	1576.16	1715.48	168.53	8761.92	0	2
100503	hCG2032955.1	29447.63	328.64	0.04	89.61	0	23.69	192	90	1133.2	1146.17	30333.88	252.75	40091.86	0	2
100510	hCG37606.3	13206.04	454.61	0.06	29.05	0	10.63	153	111	1358.42	731.39	15679.5	252.33	26040.81	0	2
100511	hCG1646932.4	522.72	202.51	0.39	2.58	0	0.42	231	104	1279.53	1561.41	572.53	196.25	8965.09	0	2
100513	hCG27597.3	1671.83	189.56	0.12	8.82	0	1.35	225	113	1374.21	1499.24	2153.89	193.07	10318.76	0	2
100524	hCG1779409.2	9502.85	288.49	0.05	32.94	0	7.65	170	58	786.92	908.09	9318.05	222.26	18509.94	0	2
100525	hCG2041071	220.73	220.73	3.09	-0.32	1	0.16	61	9	275.38	1025.02	-101.39	163.32	6758.1	0	1
100529	hCG40703.2	352.28	352.28	12.02	-0.08	1	0.28	169	128	1532.17	900.85	-23.89	226.31	9777.5	0	2
100537	hCG33393.3	22081.49	329.41	0.05	67.03	0	15.85	21	52	734.56	600.35	32841.47	220.21	40702.3	0	1
100543	hCG18075.3	19187.01	395.53	0.05	48.51	0	15.44	139	37	567.64	577.04	13918.06	248.61	24173.95	0	2
100547	hCG15755.3	563.25	217.14	0.39	2.59	0	0.45	225	48	680.55	1494.23	549.67	188.47	8585.88	0	2
100552	hCG39985.3	60799.82	841.38	0.05	72.26	0	48.92	170	31	498.89	909.44	78287.2	312.41	89293.73	0	2
100557	hCG2040087	116.61	116.61	0.55	-1.83	1	0.08	15	75	977.91	535.82	-323.37	186.55	7596.69	0	1
100558	hCG2041063	168.3	168.3	5.03	-0.2	1	0.14	130	98	1216.18	488.28	-174.89	229.42	9768.89	0	2
100566	hCG32351.3	256.84	256.84	1.23	0.81	1	0.21	126	133	1587.45	443.94	209.27	221.88	9798.84	0	2
100569	hCG1746344.3	480.09	184.12	0.39	2.61	64	0.34	109	67	890.38	1535.09	1801.18	200.17	10253.97	0	1
100570	hCG15955.3	3126.8	294.61	0.1	10.61	0	2.52	198	37	564.94	1207.04	1704.25	182.14	9384.58	0	2
100572	hCG15026.2	235.17	235.17	1.03	0.97	1	0.17	42	95	1189.08	824.81	284.43	172.47	7545.34	0	1
100575	hCG18387.2	67.1	67.1	1.7	0.59	1	0.05	101	105	1297.46	1453.37	36.38	208.7	8963.86	0	1
100583	hCG1810883.4	331.61	331.61	2.44	0.41	1	0.27	121	133	1588.05	390.27	98.88	214.51	9354.85	0	2
100589	hCG2012437.2	7169.87	220.37	0.05	32.54	0	5.77	204	71	925.8	1272.03	9727.79	229	19223.13	0	2
100591	hCG40483.3	10338.38	341.91	0.05	30.24	0	8.32	204	43	628.4	1269.27	12087.32	208.45	20476.79	0	2
100594	hCG39312.3	831.38	831.38	3.92	-0.25	1	0.6	71	43	636.42	1130.07	-165.5	242.66	10309.62	0	1
100596	hCG20141.2	4425.12	460.98	0.12	9.6	0	3.18	38	4	226.48	778.6	3192.02	184.55	10848.06	0	1
100608	hCG2040839	474.42	474.42	1.7	-0.59	1	0.34	74	90	1136.7	1167.48	-288.63	217.54	9043.43	0	1
100611	hCG2041947	283.54	283.54	4.66	0.21	1	0.2	27	114	1395.63	666.93	37.71	186.44	7951.45	0	1
100627	hCG2017591	273191.29	3027.48	0.04	90.24	0	219.81	124	136	1618.49	422.39	312758.89	497.21	327532.33	0	2
100628	hCG27610.2	596.42	238.23	0.4	2.5	0	0.43	71	139	1661.73	1134.56	480.06	187.55	8420.9	0	1
100629	hCG16821.4	65597.69	692.83	0.05	94.68	0	47.1	42	32	518.57	821.66	87618.91	328.38	99090.73	0	1
100635	hCG1641463.2	3391.29	737.6	0.22	4.6	0	2.73	169	30	488.25	898.47	3504.03	287.09	15966.59	0	2
100636	hCG42586.3	56247.11	994.94	0.05	56.53	0	45.26	226	149	1756.63	1509.18	56950.02	248.13	65192.52	0	2
100639	hCG38029.4	5341.09	247.97	0.06	21.54	0	4.3	128	98	1216.28	467.03	6947.77	243.78	17264.05	0	2
100641	hCG22467.3	51130.73	1074.72	0.05	47.58	0	41.14	167	73	947.55	877.98	59648.13	309.56	71209.63	0	2
100642	hCG2036995	361.3	361.3	1.5	0.67	1	0.29	171	55	754.69	918.25	324.48	206.78	9214.81	0	2
100645	hCG1787345.1	253.71	253.71	0.99	-1.01	1	0.18	89	34	537.38	1320.04	-259.8	209.83	8721.68	0	1
100646	hCG37527.3	441.19	344.79	0.78	1.28	0	0.35	157	155	1821.58	775.9	279.05	190.83	8438.52	0	2
100658	hCG22100.5	263.02	263.02	1.08	0.93	1	0.21	203	26	446.66	1258.75	223.92	187.28	8222.3	0	2
100659	hCG38025.3	1077.16	170.7	0.16	6.31	0	0.87	184	46	659.79	1058.97	1544.95	203.03	10202.79	0	2
100664	hCG28466.3	74696.48	650.25	0.04	114.87	0	60.1	208	123	1480.16	1315.95	86860.39	298.51	96702.41	0	2
100671	hCG21393.2	3180.97	487.22	0.16	6.53	0	2.28	72	10	287.09	1141.31	2959.75	192.81	11013.24	0	1
100679	hCG2016357	1087.81	331.77	0.31	3.28	0	0.78	69	43	636.33	1108.98	1222.52	187.94	9142.27	0	1
100680	hCG21350.2	854.74	227.02	0.27	3.77	0	0.61	29	95	1192.39	687.79	915.42	167.43	7908.63	0	1
100681	hCG2002108.1	624.3	624.3	5.27	0.19	1	0.5	129	70	917.96	473.51	-65.65	260.88	11319.25	0	2
100687	hCG1640875.2	1441.02	147.73	0.11	9.75	0	1.16	223	134	1595.55	1477.06	1423.75	166.56	8395.86	0	2
100689	hCG1812840.2	4819.66	298.35	0.08	16.15	0	3.46	10	137	1636.38	484.97	4238.88	172.14	11254.89	0	1
100691	hCG23910.2	5699.17	298.85	0.07	19.07	0	4.59	234	85	1077.64	1590.59	5416.27	181.45	12856.49	0	2
100694	hCG40629.3	2912.69	111.62	0.06	26.1	0	2.09	27	97	1213.9	666.63	3228.89	174.45	10412.49	0	1
100702	hCG1643440.3	270385.66	2743.84	0.04	98.54	0	217.56	181	77	993.57	1026.95	377016.85	530.28	392210.77	0	2
100709	hCG30823.3	5906.04	160.24	0.06	36.86	0	4.24	10	37	573.89	479.1	6499.02	183.24	13911.17	0	1
100710	hCG28028.3	51624.9	741.05	0.05	69.66	0	41.54	191	155	1821.11	1137.49	43444.15	240.89	51955.78	0	2
100717	hCG1786283.1	699.07	699.07	5.33	0.19	1	0.5	53	35	551.24	938.43	83.34	233.67	10145.84	0	1
100719	hCG2021815	954.79	89.3	0.11	10.69	0	0.69	15	152	1796.59	541.17	752.01	174.64	8086.35	0	1
100722	hCG1820472.1	2240.16	107.76	0.07	20.79	0	1.61	8	157	1848.38	467.86	2351.7	158.42	8838.7	0	1
100727	hCG1645872.2	327.5	327.5	2.16	-0.46	1	0.26	218	158	1848.69	1424.28	-118.12	151.9	6262.77	0	2
100736	hCG39613.3	401.74	163	0.41	2.46	0	0.32	129	106	1301.79	474.19	682.29	210.35	9719.63	0	2
100747	hCG39706.3	355.32	355.32	1.05	0.95	1	0.26	97	62	838.2	1408.13	394.02	200.03	8909.56	0	1
100748	hCG39335.3	1778.87	859.4	0.49	2.07	0	1.28	32	126	1522.87	720.23	1819.45	240.8	12135.06	0	1
100757	hCG40698.2	11197.34	366.83	0.06	30.52	0	8.04	115	84	1071.61	1601.93	9943.58	238.21	19798.79	0	1
100762	hCG401212.3	337.67	201.47	0.6	1.68	0	0.27	214	7	246.82	1373.48	236.53	187.7	8254.11	0	2
100765	hCG16829.3	6229.1	183.92	0.05	33.87	0	5.01	189	147	1737.39	1115.56	6046.16	191.24	13918.6	0	2
100771	hCG2033271.2	1889953.64	24903.17	0.05	75.89	4	1520.68	133	126	1514.84	517.21	1883651.83	1562	1941303.87	0	2
100777	hCG14908.2	10723.9	306.17	0.06	35.03	0	7.7	23	13	320.68	619.97	12596.15	183.48	19670.04	0	1
100781	hCG1643344.2	216.03	216.03	0.87	-1.15	1	0.16	3	9	274.78	406.9	-202.58	159.69	6490.17	0	1
100787	hCG2040550	1353.48	985.85	0.73	1.37	0	0.97	94	141	1679.36	1379.83	1166.82	230.99	11061.59	0	1
100788	hCG1820609.2	791.59	251.18	0.32	3.15	0	0.64	138	1	186.97	568.84	544.16	195.24	8892.04	0	2
100794	hCG1775175.1	171.83	171.83	0.65	-1.53	1	0.12	26	8	267.66	651.59	-341.29	156.54	6207.06	0	1
100801	hCG1811890.1	443.91	290.52	0.66	1.53	0	0.32	57	58	794.25	980.24	291.59	182.22	7998.6	0	1
100812	hCG1983949	1314.48	203.05	0.16	6.47	0	1.06	144	137	1629.76	639.04	1281.66	224.4	10938.75	0	2
100814	hCG1643287.3	648.34	159.78	0.25	4.06	0	0.47	67	49	700.66	1087.91	784.84	194.33	9020.07	0	1
100819	hCG19396.3	1028.37	203.01	0.2	5.07	0	0.74	91	146	1731.22	1348.12	1110.08	200.38	9605.92	0	1
100825	hCG1739403.3	2517.22	111.69	0.06	22.54	64	2.03	142	11	293.76	609.82	3864.24	207.03	12594.55	0	2
100826	hCG2004404	514364.25	4530.13	0.04	113.54	0	413.86	194	77	993.66	1165.04	491045.04	595.47	507768.4	0	2
100830	hCG1641328.2	423.17	254.84	0.6	1.66	0	0.3	103	13	316.05	1470.59	548.57	200.89	9096.01	0	1
100837	hCG21867.3	303.16	214.49	0.71	1.41	0	0.24	229	68	894.61	1536.85	373.73	175.82	7836.35	0	2
100840	hCG19421.2	69416.29	886.32	0.05	78.32	0	49.84	97	36	558.78	1404.78	46891.3	259.99	56226.86	0	1
100845	hCG37756.2	52980.5	886.5	0.05	59.76	0	38.04	75	59	807.27	1173.05	40134.15	240.72	48738.59	0	1
100857	hCG26478.2	959.65	63.5	0.08	15.11	0	0.77	222	135	1606.43	1466.53	833.6	168.68	7937.92	0	2
100869	hCG1799183.1	187.39	176.56	0.94	1.06	0	0.13	104	68	900.95	1482.06	176.54	191.45	8310.97	0	1
100876	hCG2040341	460.79	144.21	0.32	3.2	0	0.37	123	150	1768.49	414.99	378.51	164.59	7322.55	0	2
100883	hCG2041662	459.54	159.08	0.35	2.89	0	0.33	46	61	829.12	863.96	499.55	171.4	7699.24	0	1
100884	hCG17740.3	1330.65	251.95	0.2	5.28	0	0.96	78	13	317.8	1205.73	1155.98	184.88	8938.1	0	1
100890	hCG1995879	1178.64	183.76	0.16	6.41	0	0.85	44	101	1252.82	846.29	1410	180.9	8995.58	0	1
100892	hCG2024637.2	4739.55	423.53	0.1	11.19	0	3.81	139	23	418.26	576.36	3077.14	222.95	12587.25	0	2
100894	hCG2043516	309918.17	2953.61	0.04	104.93	0	249.36	151	98	1218.22	709.81	376610.5	532.68	391984.32	0	2
100901	hCG2043527	56043.32	1265.94	0.06	44.27	0	40.24	92	124	1498.34	1356.82	64653.01	392.96	80256.84	0	1
100912	hCG2041182	1085.6	180.19	0.17	6.02	0	0.87	188	122	1469.57	1105.5	1386.71	198.46	9840.33	0	2
100914	ENST00000326308	9097.48	241.83	0.06	37.62	0	6.53	106	129	1550.75	1508.38	9378.84	240.34	19358.29	0	1
100925	hCG1811231.5	287.35	287.35	1.17	0.85	1	0.23	176	108	1318.47	976.86	58.51	227.04	9891.24	0	2
100935	hCG29879.2	290.74	290.74	2.59	0.39	1	0.21	69	29	488.8	1107.99	192.69	201.86	8801.42	0	1
100939	hCG32514.4	6924.5	492.11	0.09	14.07	0	4.97	96	89	1121.59	1398.17	6306.86	233.02	16074.69	0	1
100942	hCG24781.3	3303.53	477.6	0.15	6.92	0	2.66	142	21	400.3	609.97	4918.3	229.76	14664.02	0	2
100943	hCG2020143	8863.52	676.58	0.09	13.1	0	7.13	223	51	712.45	1473.99	9257.56	211.09	17917	0	2
100945	hCG1744022.1	7912.74	755.4	0.11	10.47	0	5.68	54	91	1147.07	952.14	7419.61	240.66	17496.75	0	1
100949	hCG401265.3	4379.74	202.45	0.07	21.63	0	3.14	22	147	1745.4	613.77	4639.39	168.15	11442.5	0	1
100951	hCG2036633	15015.74	343.81	0.05	43.68	0	12.08	202	46	660.09	1248.39	16862.95	220.86	25628.44	0	2
100952	hCG172506.2	345.25	345.25	1.03	0.97	1	0.25	73	92	1158.73	1156.49	257.11	216.23	9517.85	0	1
100955	hCG17419.3	33808.77	371.41	0.04	91.03	0	27.2	143	16	346.31	620.67	40746.55	265.23	50703.04	0	2
100963	hCG38903.2	5167.68	362.17	0.08	14.27	0	4.16	157	95	1186.64	773.83	4315.46	246.3	14858.2	0	2
100966	hCG1998970.1	17021.15	405.63	0.06	41.96	0	12.22	16	56	774.63	543.26	11545.09	190.16	19010.17	0	1
100969	hCG2025883	21382.18	315.75	0.05	67.72	0	17.2	224	70	916.44	1484.5	26961.66	230.18	35708.99	0	2
100972	hCG1980622.1	342.53	319.2	0.93	1.07	0	0.28	159	73	950.93	792.44	271.04	224.94	9998.3	0	2
100983	hCG32417.3	278.08	278.08	1.42	0.71	1	0.2	2	48	689.53	396.41	191.55	176.76	7653.42	0	1
100984	hCG2041530	2232.38	312.89	0.15	7.13	0	1.6	95	47	677.04	1384.73	1917.64	239.12	12152.26	0	1
100989	hCG21211.3	578.43	174.46	0.31	3.32	0	0.42	69	141	1679.82	1114.8	518.69	188.45	8498.41	0	1
100993	hCG1744634.1	5701.72	280.23	0.07	20.35	0	4.59	148	26	452.56	673.85	7765.98	227.49	17278.44	0	2
100996	hCG2042518	206.99	206.99	6.48	-0.15	1	0.17	168	6	236.31	884.6	-125.09	182.02	7643.23	0	2
100997	hCG1775444.2	1420.89	242.45	0.18	5.86	0	1.02	85	62	836.81	1280.54	1667.43	208.06	10489.31	0	1
101011	hCG31839.2	318.93	318.93	1.84	-0.54	1	0.26	192	56	768.28	1143.63	-220.39	211.68	8910.35	0	2
101012	hCG21954.3	4169.01	236.29	0.08	17.64	0	2.99	24	132	1584.33	636.1	5088.49	190.94	12942.58	0	1
101018	hCG2040252	4513.14	312.38	0.09	14.45	0	3.24	71	1	191.69	1130.8	4349.15	175.25	11505.15	0	1
101019	hCG401224.3	1506.86	180.82	0.13	8.33	0	1.21	226	46	658.8	1504.56	1587.5	181.94	9265.59	0	2
101020	hCG1775524.2	7392.06	358.34	0.07	20.63	0	5.95	198	116	1404.92	1211.56	4611.64	201.18	13030.72	0	2
101026	hCG16871.3	5502.11	189.79	0.06	28.99	0	4.43	126	25	439.55	438.44	8481.88	233.88	18264.66	0	2
