Probe_ID	Gene_ID	Signal_P/2a-3_OKhymenets_220905	SDEV_P/2a-3_OKhymenets_220905	CV_P/2a-3_OKhymenets_220905	S_N_P/2a-3_OKhymenets_220905	Flags_P/2a-3_OKhymenets_220905	Assay_Normalized_Signal_P/2a-3_OKhymenets_220905	Row_P/2a-3_OKhymenets_220905	Column_P/2a-3_OKhymenets_220905	X_P/2a-3_OKhymenets_220905	Y_P/2a-3_OKhymenets_220905	CL_Sig_P/2a-3_OKhymenets_220905	CL_Sig_Error_P/2a-3_OKhymenets_220905	CL_Raw_P/2a-3_OKhymenets_220905	CL_Raw_SDEV_P/2a-3_OKhymenets_220905	Image_Area_P/2a-3_OKhymenets_220905
100057	hCG1793655.1	3650.07	349.89	0.1	10.43	0	2.29	18	77	1004.8	577.8	2382.41	231.18	12205.49	0	1
100058	hCG33215.3	94419.77	1171.31	0.03	80.61	0	64.92	137	26	465.61	570.42	76450.23	280.29	88791.22	0	2
100060	hCG22998.3	1055.18	949.45	0.9	1.11	0	0.73	217	90	1148.41	1420.17	616.25	221.41	13416.08	0	2
100062	hCG2039675	2911.12	819.56	0.28	3.55	0	2	170	18	381.36	921.84	2717.39	168.31	12014.82	0	2
100064	hCG14966.2	1778.49	274.31	0.16	6.48	0	1.22	172	116	1422.56	939.36	1749.51	180.5	11898.5	0	2
100079	hCG2012240	15874.43	259.71	0.04	61.12	0	9.94	81	7	263.01	1250.88	15507.34	229.1	24652.02	0	1
100089	hCG22245.3	4569.85	293.84	0.08	15.55	0	2.86	13	134	1610.84	522	3235.84	204.4	11788.23	0	1
100093	hCG17268.3	887.45	137.76	0.16	6.44	0	0.61	204	90	1148.05	1281.87	854.28	173.37	10621.92	0	2
100095	hCG1817887.1	453.18	453.18	1.29	-0.78	1	0.28	7	35	555.97	461.92	-696.82	289.48	11868.06	0	1
100100	hCG2005880	28363.08	322.5	0.04	87.95	0	17.76	101	23	433.63	1463.41	32334.6	278.7	43221.39	0	1
100102	hCG2042982	399.09	292.58	0.73	1.36	0	0.27	211	11	308.84	1359.28	341.82	157.55	9156.01	0	2
100103	hCG19199.3	341.41	171.29	0.5	1.99	0	0.21	45	4	229.85	867.18	22.84	192.43	8186.99	0	1
100105	hCG1652330.2	845.65	163.71	0.2	5.17	0	0.53	43	23	429.76	845.67	955.99	218.83	10277.43	0	1
100111	hCG22936.3	213.23	213.23	1.62	-0.62	1	0.15	142	56	784.37	622.74	-385.49	190.93	10548.17	0	2
100117	hCG2040797	435.38	435.38	2.37	-0.42	1	0.3	214	108	1340.25	1387.49	-302.37	171.56	9419.6	0	2
100120	hCG2006054	55589.19	989.68	0.04	56.17	0	38.22	131	82	1059.27	503.45	53474.24	262.07	65820.61	0	2
100130	hCG1818621.1	53978.93	514.19	0.04	104.98	0	33.8	30	117	1430.44	703.31	57874	324.91	70185.2	0	1
100137	hCG18905.3	470806.62	7473.34	0.04	63	0	323.7	156	84	1082.96	770.95	437087.89	608.07	462631.76	0	2
100145	hCG1777941.2	1653.84	205.05	0.13	8.07	0	1.14	175	2	213.06	975.95	1382.03	157.5	10102.57	0	2
100146	hCG2042386	9110.46	328.35	0.05	27.75	0	6.26	146	111	1369.83	662.99	10720.01	186.03	20540.48	0	2
100151	hCG37749.3	691.27	691.27	0.73	-1.36	1	0.48	214	109	1350.98	1387.42	-993.66	174.6	8919.43	0	2
100159	hCG18119.3	1785.03	186.96	0.11	9.55	0	1.23	145	131	1582.06	651.9	1921.71	178.34	11921.17	0	2
100160	hCG1643047.3	803.75	136.21	0.17	5.9	0	0.5	12	37	577.02	515.1	777.75	229.73	10603.11	0	1
100172	hCG1984846	1539.16	312.65	0.21	4.92	0	1.06	216	27	479.07	1411.77	1244.75	176.21	11161.33	0	2
100181	hCG1644761.3	5231.57	201.62	0.06	25.95	0	3.28	90	139	1666.12	1341.03	5031.72	216.49	14059.37	0	1
100182	hCG1817349.1	318.22	318.22	1.48	0.68	1	0.22	216	125	1521.54	1407.69	-14.68	150.35	8376.38	0	2
100184	hCG19707.3	10968.69	209.41	0.05	52.38	0	6.87	74	27	473.1	1175.37	10493.46	231.42	19975.46	0	1
100195	hCG19232.3	19308.26	466.62	0.04	41.38	0	13.28	157	48	699.94	782.92	16326.61	213.98	27628.73	0	2
100214	hCG1773993.2	2099.03	152.59	0.08	13.76	0	1.44	222	138	1659.07	1469.56	1579.01	141.42	9257.32	0	2
100215	hCG19658.3	4440.32	236.52	0.07	18.77	64	2.78	38	75	985.26	789.8	4280.04	233.32	14120.54	0	1
100216	hCG16896.2	319.31	319.31	23.69	0.04	1	0.2	86	44	656.06	1302.36	-398.87	248.23	10298.65	0	1
