Reporter Identifier	VALUE	S_N_P/2a-3_OKhymenets_220905
128201	17169.32	33.53
128205	2381.4	8.89
128207	161.4	-0.38
128211	1053135.55	36.68
128222	1419.59	7.7
128224	328.63	1.05
128231	274.59	-4.85
128232	130535.22	108.24
128233	2187.26	6.51
128236	8699.57	40.91
128244	291.96	0.85
128252	1078.99	6.07
128261	4481.47	24.58
128262	31270.27	62.13
128263	1285.02	2.21
128266	1231.96	0.65
128268	12817.43	27.16
128287	394.17	1.6
128289	73479.51	72.08
128290	2284.15	7.45
128294	1794.84	8.35
128297	737.47	2.19
128299	834.2	4.39
128302	433.01	-0.63
128305	5523.66	26.72
128309	6345.81	18.68
128314	28178.6	29.67
128315	278.56	0.4
128322	717.12	2.19
128329	124207.5	72.9
128333	1096.76	5.04
128344	4280.74	4.17
128345	21585.43	60.72
128354	853.41	0.72
128358	496.46	1.7
128361	436.74	-0.27
128365	5669.79	62.03
128369	653.39	1.46
128378	24322.64	56.85
128383	365.52	-1.37
128389	28654.58	57.79
128393	1484.3	5.09
128395	10486.3	53.79
128398	16011.42	52.34
128402	169383.26	92.05
128405	69258.99	90.26
128406	1249.6	4.15
128411	1418.37	5.46
128414	1186.74	1.54
128418	1940.24	9.52
128420	5908.24	20.83
128434	275.99	1.41
128435	4690.58	16.42
128440	655.32	-0.27
128445	11708.35	12.31
128453	493.45	0.65
128456	12878.76	32.26
128464	438.78	0.3
128466	542.33	2.11
128470	3735.88	16.37
128471	12171.56	36.18
128473	25621.91	45.69
128474	437.92	1.91
128475	2206.49	-0.21
128477	481.43	1.17
128481	190909.4	45.98
128484	224.18	0.91
128491	2411.97	3.21
128495	677.19	2.06
128500	16802.22	54.12
128501	34520.04	25.05
128502	10030.46	32.14
128505	14912.42	16.96
128508	12562.04	43.21
128509	225.68	0.13
128512	637.56	-1.08
128513	499.95	2.99
128514	14116.64	22.61
128521	3521.7	14.67
128529	36342.78	26.6
128546	286.72	1.03
128553	2596.84	12.88
128565	7309.43	37.13
128571	7296.03	17.72
128572	2501.26	6.84
128580	6566.27	34.68
128582	3321.64	14.74
128588	11388.93	41.48
128595	19271.79	67.76
128598	1473.31	2.04
128603	13886.47	52.63
128609	2120.4	7.98
128610	212.58	1.03
128616	2113.66	19.57
128620	2953.13	4.1
128624	2349.16	4.64
128625	41676.41	51.96
128630	41914.02	51.47
128632	5434.04	15.55
128634	777.66	3.3
128637	1774.48	8.01
128647	427.93	0.32
128651	800.45	2.25
128667	1796392.48	92.88
128671	632.79	3.99
128689	6394.54	9.73
128690	522.84	2.56
128692	12507.34	35.87
128695	25750.48	70.04
128702	675.32	2.97
128708	7295.35	30.75
128709	6018.78	29.89
128714	21645.74	51.9
128717	66420.27	71.28
128722	6168.69	8.97
128731	51789.99	78.38
128737	835228.14	80.78
128751	750.92	1.93
128756	17635.84	39.49
128758	7335.92	16.13
128760	4615.1	22.03
128766	10485.39	29.65
128778	260	-0.63
128779	132.18	-1.05
128785	392.97	0.2
128786	357.02	0.47
128788	892.83	3.28
128790	11505.33	44.81
128800	261405.29	71.31
128803	8760.26	17.34
128804	186.22	-1.54
128809	34962.81	91.86
128812	25377.64	42.18
128819	251.49	1.52
128824	23214.51	43.3
128827	385.22	1.95
128831	953.38	4.08
128833	720.31	2.48
128843	32144.18	77.54
128846	4068.13	18.35
128852	417.28	1.46
128863	26853.45	64.26
128864	401.62	-1.58
128869	6152.8	20.89
128872	809.6	1.68
128883	11403.41	23.72
128885	5558.45	27.4
128888	535.93	1.45
128890	1075.32	1.12
128895	1524.23	9.78
128903	26347.93	33.65
128904	1000.1	3.27
128906	231.29	0.7
128909	5716.76	11.21
128914	17702.26	48.35
128921	522.41	2.92
128922	7990.71	40.04
128923	421.87	0.1
128929	405.83	1.12
128935	5123.08	5.08
128949	39419.18	68.03
128960	1150.49	8.19
128961	27281.36	29.72
128963	650.35	-0.38
128967	14226.25	52.62
128975	365.24	-1.65
128976	419.04	0.51
128985	14349.52	40.51
128987	2771.58	5.33
128988	326.05	1.5
128992	920.66	3.13
128999	431.1	0.1
129012	27314.22	48.16
129015	3764.66	11.06
129019	259.78	1.18
129030	2496.07	7.31
129034	1001.11	2.54
129035	2178.05	10.41
129038	813.38	-0.06
129040	1032.15	4.02
129045	7079.59	-0.1
129046	10700.53	31.07
129050	795.76	-0.35
129054	19516.61	17.78
129055	554.49	1.47
129072	528.4	1.29
129073	865.47	5.36
129077	1595.57	4.37
129085	300.86	-1.24
129086	5322.18	24.14
129090	239.68	0.34
129093	1475.51	3.35
129095	24350.03	39.83
129097	621.9	1.91
129099	6347.59	46.76
129100	3101.38	10.15
129105	15578.75	28.55
129107	288.78	0.56
129111	155.55	-2.26
129115	707.12	3.05
129116	27866.09	65.65
129120	462.75	3.63
129123	1014.55	2.86
129127	801.14	4.8
129131	221.04	-1.75
129133	15292.28	40.65
129139	8954.59	37.21
129141	902.28	3.55
129144	666.42	1.72
129147	2696	4.26
129149	5591.68	15.27
129176	98478.68	99.16
129180	1095.04	3.45
129182	126036.82	83.37
129186	8205.36	46.86
129187	638.07	-0.78
129188	110110.45	108.04
129189	806.73	4.68
129200	653.31	1.71
129201	733.94	2.82
129209	2734.74	12.04
129211	181.57	-0.77
129212	9030.14	38.22
129216	287.22	0.51
129217	551.03	1.38
129222	1584.61	4.53
129229	2130.03	11.03
129234	175509.7	64.24
129236	1662.06	10.51
129238	747.16	1.05
129246	562143.15	66.28
129247	373.96	1
129252	11770.52	44.42
129254	3019.55	9.27
129260	253864.44	107.31
129268	392.52	-0.3
129272	70999.01	83.26
129276	129862.11	63.38
129282	10554.09	49.85
129283	4945.65	16.53
129290	1586.36	2.9
129291	862624.58	68.94
129294	139.3	-1.09
129300	3926.25	22.81
129301	979.61	3.24
129307	2812.79	14.02
129308	15814.85	40.96
129318	2809.36	15.85
129321	1345.96	1.45
129322	1616.44	2.65
129324	1122.32	6.8
129325	228.13	1.12
129326	8455.65	28.42
129330	6105.88	41.57
129331	279.74	-1.26
129341	6624.53	29.07
129345	8922.09	34.98
129347	336.5	1.66
129350	4075.71	20.39
129351	294.66	0.59
129354	81926.45	52.48
129361	36990.56	53.99
129363	212.95	0.28
129365	364.68	0.95
129379	3651.62	4.25
129396	27262.98	90.84
129402	1975.73	5.18
129404	3214.98	4.52
129408	43754.71	46.57
129420	28813.5	59.2
129422	15671.66	14.09
129423	18588.23	64.08
129428	4726.51	12.07
129431	420752.4	69.43
129434	15343.57	35.36
129436	1031.43	3.68
129437	32454.13	30.52
129441	49314.73	46.16
129445	61099.12	60.27
129448	280.39	0.8
129450	47180.23	93.01
129456	18186.76	26.23
129457	16070.62	49.86
129458	5866.54	37.24
129462	173.91	-1.33
129465	1755.9	8.52
129466	821.3	2.86
129478	704.16	3.71
129480	337.82	-0.44
129496	4335.42	22.14
129498	22400.01	65.05
129504	554.06	0.03
129507	3756.93	16.52
129509	2225.83	6.22
129518	6039.04	17.65
129520	15660.63	18.07
129524	11202.36	22.9
129526	847.13	1.28
129530	91983.69	85.96
129532	471.07	0.59
129535	357.68	0.47
129541	2745.97	14.83
129544	2548.31	6.59
129569	380.98	1.78
129575	6326.2	14.99
129580	419.76	0.62
129583	1257.9	9.99
129584	15123.5	30.76
129587	1228.62	-0.08
129590	5953.48	29.18
129596	11361.03	34.25
129598	259.78	-0.27
129603	3743.88	8.51
129616	549.72	0.27
129622	243.46	0.62
129624	342.76	0.02
129629	11847.21	42.06
129633	12870.33	27.04
129638	337.06	0.99
129639	546.12	2.6
129646	45542.06	67.99
129649	220.36	2
129651	10167.74	29.28
129653	2166.36	4.79
129664	4399.55	3.29
129667	2065.05	7.22
129668	13007.98	74.5
129671	1449392.74	105.69
129683	2601.51	8.91
129685	8343.2	26.52
129690	1211.22	3.19
129691	21843.74	41.34
129694	5334.37	20.74
129698	285.88	0.69
129701	4957.4	16.54
129708	1288853.64	113.9
129710	1317.02	6.01
129713	545.92	1.61
129719	334.24	1.29
129728	18690.2	9.55
129735	272.81	-0.85
129739	1293.75	8.59
129740	43461.69	72.12
129748	344.46	1.91
129761	836.73	4.93
129764	4786.81	28.65
129766	6348.17	25.16
129768	7114.1	14.2
129769	278.17	-1.63
129778	1999.17	4.11
129786	5649.63	19.34
129788	23848.25	51.27
129797	398.66	2.14
129799	519.98	1.17
129802	1774.2	3.27
129808	15025.97	52.57
129810	2783.9	8.35
129811	5690.53	28.57
129812	70576.17	58.97
129819	4306.91	17.51
129822	735.54	4.42
129829	274.01	2.88
129834	1477.21	-1.1
129835	417.02	2.54
129837	6854.08	30.18
129845	158.6	0.43
129851	10130.54	20.1
129855	423.95	-0.05
129856	986.31	2.03
129859	5707.1	10.93
129877	515.62	1.28
129885	794.7	8
129886	43795.2	86.7
129890	15707.31	4.87
129897	9104.09	65.94
129907	458.14	0.62
129911	7855.11	20.84
129918	445.45	0.35
129922	233.08	-0.69
129926	649.48	0.88
129930	658.81	1.73
129934	43599.28	89.09
129936	3377.35	7.82
129943	3099.76	9.22
129947	378.52	-1.93
129951	6887.07	12.49
129963	1068.58	-0.03
129965	675454.1	71.21
129970	461.43	1.33
129972	14299.03	55.59
129974	385.76	-0.26
129975	1093.08	0.44
129980	23527.77	28.96
129985	3817.34	7.8
129999	28283.34	53.8
130007	2585.39	14.43
130009	2703.8	6.04
130012	529.96	1.67
130014	391.44	0.3
130015	183.32	-1.22
130030	1708992.28	83.85
130041	198.28	0.18
130045	265.79	0.82
130046	400.91	-0.53
130047	39268.55	67.03
130048	11696.88	43.55
130052	15948.43	52.8
130053	6139.04	21.3
130055	806.46	3.52
130057	464.07	-2.1
130059	766.63	2.69
130061	1533.5	3.78
130067	206.5	0.32
130088	214717.29	120.12
130089	333.04	-2.36
130092	216.26	0.61
130103	4345.94	15.94
130110	699.59	2.38
130113	12329.78	41
130116	3892.57	0.25
130122	2363.1	7.55
130124	1176.53	3.38
130135	4843.13	15.29
130150	6213.71	16.29
130160	7782.48	18.99
130161	3556.5	11.57
130163	35928.31	85.25
130164	137435.86	77.44
130169	37491.85	75.45
130171	788.9	2.67
130173	3887.52	13.13
130180	5629.2	16.91
130196	553.46	1.2
130197	1971.08	-0.3
130201	201.77	-0.01
130206	355.05	-0.96
130209	146.43	0.96
130217	472.27	2.19
130222	1957.09	10.13
130234	59601.52	79.91
130238	845.77	2.24
130246	283.78	-1.56
130249	686.62	0.2
130258	302.84	0.82
130259	13220.27	35.63
130266	463.06	1.96
130267	17074.05	29.52
130268	1154.53	5.22
130269	1062.8	-0.48
130276	197.88	0.36
130282	119.25	-2.68
130284	4918.51	18.35
130286	10166.2	30.37
130287	315.44	-0.54
130288	12892.49	43.94
130291	2209.05	10.14
130292	1196.85	4.85
130297	1772.01	5.74
130304	4068.04	20.2
130306	2386.52	11.4
130312	4293.55	23.92
130314	32746.6	64.49
130316	2704.45	6.8
130322	10151.13	29.89
130323	22037.09	88.32
130326	15734.84	49.87
130328	902.74	0.58
130335	34582.69	77.46
130349	15164.91	47.41
130350	359.55	2.06
130351	115633.97	118.68
130353	388.4	1.06
130358	174908.64	106.98
130360	1281.81	7.1
130362	2940.22	6.23
130367	389.31	0.55
130369	24170.32	82.6
130373	191.55	-0.85
130376	4538	22.59
130379	214.32	1.28
130394	2494.88	10.39
130396	393.04	1.03
130399	15699.42	15.87
130400	45966.01	36.01
130401	185.04	-0.46
130410	990.37	6.2
130411	103869.19	104.35
130413	150.46	-0.52
130427	25624.74	49.49
130435	5185.2	11.75
130437	194.19	-1.18
130443	184060.78	121.23
130451	916.71	4.34
130459	337.05	1.13
130462	6955.02	35.87
130465	549.89	2.37
130483	706.61	9.79
130485	799.17	3.7
130487	70892.45	74.7
130489	768.34	3.1
130490	2457.92	9.37
130492	584.7	-0.62
130493	18048.67	42.97
130495	409.4	-1.51
130497	319.27	0.49
130500	28736.66	2.72
130501	564.44	-1.77
130502	1616.48	-0.44
130505	764.46	3
130519	1453.9	9.81
130525	8427.34	27.35
130534	32463.79	25.19
130538	14392.25	62.55
130541	4864.52	17.23
130560	14429.03	54.76
130573	2892.59	9.56
130575	1680.26	11.64
130576	24172.53	46.62
130579	1001.83	4.25
130580	659.21	3.92
130590	1493.26	4.51
130594	631266.98	118.29
130598	1808.36	6.19
130602	9641.12	22.05
130606	15818.99	51.1
130624	432.33	2.62
130628	793.76	2.02
130634	5842.2	39.21
130638	505.17	-1.55
130642	411.97	1.91
130643	6669.84	16.52
130644	16756.81	53.55
130652	31827.11	37.92
130657	655.31	4.33
130672	6699.07	37.98
130673	909.92	-1.38
130675	14159.86	31.33
130677	8241.74	20.42
130678	14476.04	48.62
130681	612.75	0.07
130682	390.66	0.73
130687	465.5	-0.51
130689	462.84	-0.38
130690	2459.01	15.99
130706	16669.88	34.14
130710	15235.51	53.08
130711	697.07	1.57
130712	27856.82	53.66
130720	3031.17	0.93
130721	173023.7	68.17
130722	258.05	-0.32
130734	723.01	3.3
130747	1581349.72	77.14
130750	4314.36	22.59
130755	605.77	0.74
130759	2662.23	8.88
130761	1337.38	5.14
130767	1996407.98	78.37
130769	1872.21	1.71
130772	309068.63	73.27
130778	519.31	2.3
130779	494.61	-0.46
130781	307.81	1.5
130789	245.83	0.87
130790	102379.31	114.7
130794	633.84	1.88
130812	26890.74	78.46
130823	211126.34	63.76
130826	609.57	0.24
130833	277.02	2.24
130834	190.27	1.72
130841	997.7	1.53
130850	595.93	2.66
130854	28656.77	55.29
130858	1231.48	2
130862	6824.68	6.8
130870	1942.32	6.33
130884	2518.83	10.7
130885	332.89	0.12
130913	272.78	0.52
130916	261.88	-0.56
130918	3635.29	20.31
130921	659.05	3.13
130928	882.22	5.5
130933	2392.24	10.36
130937	1003628.31	64.79
130944	1544.75	6.66
130950	6960.3	35.39
130951	3605.16	6.74
130955	7146.79	14.09
130956	10762.58	22.13
130963	374.28	1.1
130971	2055.97	1.69
130973	348.3	3.03
130983	769.71	-1.19
130985	1577.42	4.23
130989	49689.9	43.84
130995	12746.92	16.74
130996	16357.39	43.91
131002	4581.03	14.48
131009	250.26	0.28
131016	769.46	4.33
131020	801.4	1.64
131021	3683.93	15.59
131028	1699.99	5.13
131030	12508.72	26.97
131033	17832.17	10.37
131034	447.92	1.45
131041	32624.77	66.61
131044	1220.49	2.16
131054	1094537.81	26.12
131059	27725.34	47.43
131060	13828.57	9.92
131064	113237.98	59.08
131072	14120.62	33.38
131079	1371.3	-0.05
131082	4921.19	18.08
131083	1008.51	2.39
131092	1787.63	5.93
131093	372.78	-0.2
131104	54018.93	80.66
131112	8321.36	32.27
131117	590.2	2.41
131118	317185.56	81.96
131123	3682.1	9.43
131124	177.4	-2.55
131125	3118.64	6.55
131145	952.13	0.67
131148	3237.06	14.84
131149	685059.12	96.98
131156	730.51	-0.01
131163	2504.32	12.36
131169	2059.81	12.94
131189	155.8	0.87
131190	78265.15	88.74
131193	98944.22	115.9
131198	207.89	-0.95
131203	4342.67	2.25
131209	2089.2	5.02
131210	249.3	0.55
131216	123370.54	101.8
131225	1047.21	3.53
131228	3154.02	12.29
131232	2090.09	6.01
131241	4100.86	18.7
131242	189.61	-0.76
131247	18790.8	8.98
131252	467.68	0.76
131259	127217.72	79.01
131260	215807.29	85.71
131262	309.27	1.12
131265	111071.82	76.25
131287	837.66	2.56
131288	377.86	0.1
131307	666.34	2.49
131316	1038.56	4.64
131318	666.76	2.96
131320	410.38	2.17
131321	255.39	-1.1
131326	378349.07	81.38
131332	851.88	4.54
131334	23598.82	35.5
131337	27660.26	60.16
131346	3318.9	7.23
131347	107532.42	77.29
131354	314.74	1.09
131358	358.14	0.43
131361	4157.27	12.75
131364	1834.02	5.73
131365	4556.75	12.23
131372	2832.14	4.95
131379	19999	60.26
131399	1289.82	2
131401	114.32	-2.42
131407	1772.66	6.21
131410	1594.95	5.88
131413	31525.49	65.88
131418	27300.1	67.98
131425	784.33	4.51
131428	258.17	2.9
131434	220.93	0.38
131436	47820.18	102.53
131440	803.36	0.64
131445	28519.07	38.38
131453	337.39	0.9
131459	352.74	1.18
131471	366.94	2.15
131473	188.69	0.3
131475	381.27	2.72
131477	374.38	-0.33
131479	776.19	2.47
131480	2321.62	11.17
131485	15170.84	36.63
131493	316.89	-0.06
131496	653.32	2.44
131500	2666.76	5.78
131502	3176.27	0.53
131511	4086.89	22.14
131512	850.25	1.27
131513	474.8	2.16
131517	115980.69	76.05
131518	436.06	1.52
131519	618.1	2.98
131521	427.87	-0.61
131528	339.42	-1.51
131534	8569.04	10.78
131538	28089.17	16.67
131540	1544.2	11.12
131543	3964.34	26.04
131551	30741.66	36.46
131552	1071.69	5.61
131557	757.42	3.9
131558	858.57	7.48
131560	1685.2	5.37
131561	619.88	0.41
131567	4544.62	10.68
131581	9364.03	20.41
131586	156.82	0.84
131594	515.25	0.24
131595	1244.91	5.92
131596	11950.41	10.08
131599	10983.75	29.94
131603	303.33	1.5
131604	832.04	3.68
131610	34832.47	95.25
131617	389.75	-0.61
131619	193.13	-0.12
131628	4494.11	32.85
131641	184.15	0.8
131642	802.52	1.56
131648	564.65	1.2
131650	213.12	0.63
131654	527.51	2.52
131658	1033.52	1.21
131659	150.02	-1.75
131665	225.99	0.21
131667	499.16	-0.81
131671	333.21	0.45
131673	12589.61	57.9
131675	3100.32	5.4
131677	12492.49	1.51
131680	317.77	0.95
131688	31628.29	53.43
131689	423.69	-0.75
131693	82656.7	81.46
131694	126037.33	97.5
131701	267.89	1.05
131706	1036.48	3.25
131715	4915.05	21.42
131722	136.6	-0.91
131726	7907.35	3.03
131731	25781.1	47.61
131734	764.02	2.43
131735	1747.71	9.96
131751	5977.38	21.14
131758	4981.52	5.18
131767	1118.47	0.22
131781	4021.06	11.4
131792	21647.68	56.41
131799	2051.01	9.89
131820	39359.09	56.76
131821	2662.32	8.36
131844	927989.37	107.07
131855	1177.01	3.49
131856	30450.24	60.61
131863	287.99	0.51
131873	382.71	0.29
131879	5924.46	29.12
131889	599.72	3.87
131891	349.74	1.38
131895	193.31	-0.6
131899	1419.73	5.98
131901	1402068.8	91.27
131913	4483.12	14.97
131915	11625.03	24.52
131916	152206.18	65.87
131917	9678.6	29.96
131924	8868.22	25.36
131928	9182.15	37
131931	118770.89	122.07
131936	17510.28	43.72
131945	1534.3	6.03
131946	1000072.93	95.43
131948	316.68	-0.53
131955	657.43	2.56
131957	2518.84	6.6
131962	4870.55	9.26
131963	490.12	2.38
131965	111633.6	106.63
131968	5807.06	12.96
131972	8207.33	33.57
131975	33409.46	85.26
131980	279.96	-0.74
131983	4777.53	18.13
131985	11141.42	45.27
131990	25030.61	54.21
131996	1186.83	0.28
131999	6463.7	39.91
132006	14910.75	30.02
132007	799.91	1.07
132011	4242.57	11.35
132022	15005.19	43.78
132027	5455.33	18.01
132029	29973.76	31.1
132030	2344.61	5.14
132031	495.4	1.24
132032	376.03	1.58
132033	148490.01	97.15
132037	2303.38	0.55
132043	14494.27	62.71
132046	34303.73	53.94
132049	10196.69	18.91
132053	4887.12	14.99
132057	102362.74	94.36
132060	22796.21	59.72
132065	17740.19	4.55
132073	4387.78	9.87
132075	970.25	3.02
132083	231.17	1.05
132086	610.07	1.61
132091	2533.09	9.87
132093	5822.88	25.57
132101	501.77	9.83
132104	1110.18	0.92
132106	254.81	0.92
132109	3108.91	5.18
132112	228.02	0.71
132118	1639.31	4.55
132129	565.93	1.78
132134	7978.92	33.87
132137	1127.37	5.6
132143	2524.01	8.23
132155	724.05	1.73
132156	4175.44	17.23
132159	5613.54	23.47
132162	21150.38	61.61
132165	492.04	1.14
132171	8635.86	35.37
132173	298.83	-3.11
132186	140.32	-3.58
132190	26443.37	55.28
132194	36225.87	101.35
132195	3567.83	25.17
132198	1213598.19	103.69
132199	466.21	0.31
132201	286.02	0.59
132203	8457.42	36.39
132205	979.36	4.42
132208	1627.62	4.2
132210	3203.55	12.63
132211	910.49	4.05
132214	17073.33	53.57
132221	33641.64	77.63
132227	6903.06	15.29
132229	2206.67	11.43
132230	2866.98	11.04
132235	36962.56	19.71
132237	551.22	2.53
132240	12745.48	40.49
132241	245.16	1.1
132242	7897.68	29.52
132247	1213.53	5.85
132261	25833.11	65.01
132276	88104.29	76.49
132281	618.76	-0.89
132282	459.07	0.26
132288	4158.61	0.54
132291	637.33	0.13
132301	49943.92	96.36
132302	403.6	-0.76
132306	198.71	0.16
132312	267.48	-0.07
132315	4892.78	46.6
132329	4641.37	5.07
132348	4917.44	38.16
132356	263.02	1.65
132362	1335.09	13.5
132367	733.18	2.28
132368	6021.57	43.98
132369	66201.97	63.04
132378	2065.01	0.22
132380	7231.26	30.46
132381	284.06	0.82
132401	439.08	0.31
132403	7548.46	20.19
132410	2673.98	5.35
132432	978.99	2.16
132438	10851.39	51.5
132453	336.38	0.13
132463	423.66	0.68
132469	418.66	-0.17
132480	19576.13	38.02
132481	339.26	-1.44
132482	9321.13	14.48
132483	3220.58	-0.18
132484	1065.75	3.96
132485	683.84	-1.27
132489	25549.87	59.76
132490	4464.8	8.17
132491	347.9	0.1
132498	1400.91	0.69
132502	294.6	-0.22
132503	574.01	2.86
132506	188334.24	89.58
132514	471.99	2.85
132521	402.97	1.19
132525	454.04	0.68
132528	345.55	-1.28
132539	27676.93	67.13
132542	144.07	1.23
132546	626.22	0
132549	364.2	1.44
132553	762.93	2.17
132554	4230.78	6.69
132555	314.17	0.77
132559	15737.13	32.65
132564	348.44	-1.62
132568	17668.04	21.61
132572	3649.97	14.16
132576	416.35	1.78
132577	8236.25	8.18
132590	302.69	1.53
132592	10701.28	41.72
132605	4183.44	23.1
132610	9845.61	34.18
132618	203318.56	95.39
132620	30044.22	37.89
132621	230.16	-1.06
132622	259.25	-0.41
132629	931.75	2.68
132637	169.89	-1.41
132641	25240.86	59.72
132642	19109.02	55.19
132644	349.19	-0.13
132646	2780.42	6.96
132648	2291.92	7.58
132653	14807.14	45.8
132657	1652.59	6.71
132658	17754.04	62.35
132664	3923.87	20.44
132666	108546.37	107.58
132667	118.49	0.59
132668	7725.84	23.88
132671	503.62	2.14
132679	950082.3	63.02
132681	52319.48	80.78
132699	1542.24	4.55
132702	6824	13.75
132704	218.44	-0.81
132706	18083.31	69.24
132709	33011.55	62.5
132712	1001703.36	100.91
132719	557.82	3.78
132722	618.82	4.51
132733	1674208.16	78.41
132735	4591.35	23.86
132736	62002.08	37.69
132738	457.55	0.08
132739	610.83	1.52
132742	452.96	1.03
132744	343.34	0.61
132747	9126.1	35.08
132753	1129.81	5.05
132759	456.61	1.93
132763	1934.7	9.99
132764	9058.95	2.29
132765	395.26	1.42
132773	63703.26	116.35
132778	1910.1	7.64
132779	12740.12	65.59
132783	1037.19	6.75
132785	3221.06	7.44
132795	1608.58	1.65
132797	1204.73	6.83
132805	21216.25	71.44
132811	239.55	4.08
132812	604.32	2.76
132825	540.78	1.93
132832	199.69	-0.41
132835	927.03	6.9
132841	1415.67	2.05
132844	1624.19	4.78
132860	1075.37	4.66
132865	39513.02	84.12
132868	26402.17	37.37
132870	58975.58	70.42
132874	197349.38	118.17
132878	40163.65	29.68
132880	9370.28	3.71
132884	248.24	0.1
132888	322.95	1.7
132890	319.91	2.08
132892	1210.51	4.72
132899	618.78	0.82
132901	4448.82	17.7
132906	9215.61	44.11
132913	20233.74	51.41
132917	26166.15	40.71
132923	248.79	1
132926	71797.9	86.24
132929	30827.17	53.76
132930	408.95	0.46
132931	820.27	1.84
132934	227.58	0.62
132937	384.48	-0.96
132944	205.49	-0.39
132946	1654.24	5.82
132949	1211.83	5.89
132956	297.56	-1.13
132981	1624.19	5.81
132984	727.85	5.27
132987	1052.25	6.77
132989	440.98	2.66
132995	524.92	2.6
132996	602.17	-0.99
132997	890.38	3.18
133008	351.83	0.85
133012	242	0.18
133013	5479.64	19.57
133014	3402.98	13.05
133018	1123.57	2.67
133020	311.4	0.39
133024	165.11	-0.5
133032	2068.2	10.87
133035	4679.49	6.8
133041	483.64	0.4
133042	269.38	-0.54
133054	428.27	1.01
133071	2234.61	4.93
133074	1857.8	11.24
133077	241.06	0.79
133096	8727.59	47.35
133100	492.85	1.67
133107	280.3	0.22
133110	447.64	0.77
133114	1108.53	9.76
133117	438.84	2.5
133129	375.09	0.37
133131	421.29	1.26
133132	6976.92	18.64
133133	16031.1	75.94
133140	124149.81	96.78
133142	26555.09	58.69
133148	141915.03	39.06
133162	1002.81	2.63
133171	1840.77	3.99
133191	360.49	1.83
133193	15552.8	46.73
133195	601.79	3.26
133200	513.27	2.92
133206	2102.99	5.3
133209	8677.3	20.61
133210	575.62	2.61
133214	6833.81	21.47
133219	795.59	3.44
133221	1624.78	7.54
133222	2464.73	16.69
133231	1214185.21	72.35
133236	16519.59	30.24
133237	339.37	1.05
133238	250303.89	101.13
133241	284.22	1.02
133244	15605	38.42
133249	70472.22	111.19
133261	9679.23	18.8
133274	841.95	3.27
133277	408.79	0.11
133302	437.94	1.1
133305	2888.3	22.39
133306	6910.71	47.8
133309	868.04	4.94
133312	1200.79	8.39
133316	696.15	2
133317	145.07	-3.75
133318	15947.62	36.62
133320	6049.54	10.82
133326	32250.41	54.17
133333	468250.18	80.13
133345	7827.31	20.53
133346	125248.09	119.18
133347	310870.93	56.31
133352	21140.72	46.82
133356	473377.06	77.33
133364	277.75	-2.77
133365	476.59	2.33
133366	382.54	1.31
133372	303.25	0.47
133376	2313.07	12.62
133385	611.75	1
133386	54546.13	40.9
133387	216.51	1.67
133390	508.6	4.35
133392	2705.33	9.9
133393	303.94	0.38
133394	813.24	4.01
133397	1261.73	7.55
133405	14981.91	30.81
133410	254.45	1.03
133411	3006.5	10.23
133413	37073.64	56.96
133424	174.01	0.57
133431	24802.68	52.76
133435	630.73	-0.04
133443	1202.39	5.78
133450	62321.74	55.59
133461	3399.76	12.54
133468	21426.83	58.7
133470	164.28	-1.29
133475	45376.22	97.56
133487	488.25	0.02
133488	27369.69	63.74
133491	1620.54	4.23
133493	2179627.28	84.11
133494	3157.85	-0.09
133496	3081.95	17.84
133501	562.78	0.91
133505	400.17	1.3
133510	4594.51	15.07
133511	8155.5	11.33
133525	4358.47	15.01
133539	1471.14	9.62
133543	15855.96	45.76
133551	262.53	1.71
133553	441.47	-0.09
133558	213.17	-1.13
133562	98690.1	77.7
133565	2538.05	10.55
133574	96119.99	108.47
133590	261.26	0.9
133592	30364.24	31.65
133594	7567.25	26.61
133600	13242.06	44.69
133604	211769.06	55.75
133608	206.19	-1.92
133610	22302.77	65.96
133626	30812.78	60.98
133640	342.16	-0.12
133641	544.38	3.71
133648	214.74	-0.69
133654	372.18	0.94
133657	1245.38	4.93
133658	4235.33	9.45
133662	51865.05	81.98
133664	1143.15	0.19
133672	9092.72	44.31
133673	317.56	-0.08
133679	702.29	4.76
133681	778.17	4.96
133690	378.07	-2.09
133703	289.87	-0.02
133710	17629.08	44.13
133712	675.71	1.75
133721	1266.28	5.34
133722	1025.28	3.77
133732	50402.93	50.93
133736	5404.15	15.7
133742	319.85	0.09
133743	1451.45	2.36
133745	2399.4	5.81
133751	1009.46	0.72
133754	718.41	-1.42
133756	52818.9	42.71
133757	391.51	0.5
133759	4091.32	9.62
133761	249.12	-1.42
133766	4054.98	19.37
133777	1379.36	6.11
133788	1083.74	1.88
133794	15025.01	47.14
133807	1535.2	6.43
133810	20398.92	46.57
133815	436.67	4.23
133818	4853.95	10.82
133819	1476163.86	64.91
133823	616.17	4.06
133831	1274.24	4.68
133849	2857.97	10.22
133851	357.88	1.53
133861	446.25	-1.54
133862	3417.2	12.87
133876	28360.48	48.28
133891	5751.16	15.8
133903	31790.78	59.83
133906	198436.14	108.7
133919	13317.71	61.34
133921	1839.7	9.23
133923	88509.25	86.37
133924	885	0.55
133925	776.98	2.45
133933	1000.72	0.25
133936	1839.17	7.49
133942	1001.14	4.46
