Probe_ID	Gene_ID	Signal_P/8a-2_OKhymenets_220905	SDEV_P/8a-2_OKhymenets_220905	CV_P/8a-2_OKhymenets_220905	S_N_P/8a-2_OKhymenets_220905	Flags_P/8a-2_OKhymenets_220905	Assay_Normalized_Signal_P/8a-2_OKhymenets_220905	Row_P/8a-2_OKhymenets_220905	Column_P/8a-2_OKhymenets_220905	X_P/8a-2_OKhymenets_220905	Y_P/8a-2_OKhymenets_220905	CL_Sig_P/8a-2_OKhymenets_220905	CL_Sig_Error_P/8a-2_OKhymenets_220905	CL_Raw_P/8a-2_OKhymenets_220905	CL_Raw_SDEV_P/8a-2_OKhymenets_220905	Image_Area_P/8a-2_OKhymenets_220905
100102	hCG2042982	526.91	222.25	0.42	2.37	0	0.31	211	11	313.26	1340.42	449.6	214.45	7507.65	0	2
100103	hCG19199.3	203.19	203.19	0.61	-1.66	1	0.11	45	4	235.19	851.65	-477.23	189.75	7222.55	0	1
100105	hCG1652330.2	409.77	144.65	0.36	2.83	0	0.22	43	23	434.79	828.64	377.69	199.94	8501.81	0	1
100111	hCG22936.3	278.41	278.41	1.64	0.61	1	0.16	142	56	791.45	605.72	106.24	286.57	9672.96	0	2
100117	hCG2040797	194.89	194.89	1.86	0.54	1	0.11	214	108	1347.14	1369.75	60.14	232.75	7766	0	2
100120	hCG2006054	52513.48	611.89	0.04	85.82	0	30.86	131	82	1066.54	489.83	59005.45	356.86	69702.2	0	2
100130	hCG1818621.1	63206.4	644.49	0.05	98.07	0	33.74	30	117	1436.22	683.77	78672.35	313.51	89140.46	0	1
100137	hCG18905.3	363668.91	3336.98	0.04	108.98	0	213.72	156	84	1087.79	752.76	264371.66	492.73	276432.75	0	2
100145	hCG1777941.2	1233.61	403.48	0.33	3.06	0	0.72	175	2	218.04	958.97	1058.11	228.53	8585.06	0	2
100146	hCG2042386	10418.81	293.02	0.05	35.56	0	6.12	146	111	1377.26	645.61	13586.14	304.14	23424.27	0	2
100151	hCG37749.3	519.93	519.93	3.37	-0.3	1	0.31	214	109	1356.97	1368.51	-142.68	254.6	8321.7	0	2
100159	hCG18119.3	980.26	278.49	0.29	3.52	0	0.58	145	131	1589.81	635.4	1087.25	246.88	9251.4	0	2
100160	hCG1643047.3	299.77	247.51	0.83	1.21	0	0.16	12	37	583.07	499.72	232.88	219.84	9227.84	0	1
100172	hCG1984846	1114.69	540.77	0.49	2.06	0	0.66	216	27	484.87	1392.74	952.56	240.81	8910.03	0	2
100181	hCG1644761.3	7071.45	480.73	0.09	14.71	0	3.77	90	139	1671.16	1324.61	8737.13	211.16	16970.12	0	1
100182	hCG1817349.1	730.16	161.41	0.22	4.52	0	0.43	216	125	1526.66	1390.86	493.65	220.97	7776.81	0	2
100184	hCG19707.3	8890.9	232.55	0.06	38.23	0	4.75	74	27	481.7	1156.76	7473.77	223.18	16304.67	0	1
100195	hCG19232.3	32018.84	739.2	0.04	43.32	0	18.82	157	48	707.55	766.03	24597.06	313.8	34506.63	0	2
100214	hCG1773993.2	2725.13	388.52	0.15	7.01	0	1.6	222	138	1666.47	1453.3	2706.54	211.71	9588.83	0	2
100215	hCG19658.3	4246.88	277.83	0.08	15.29	0	2.27	38	75	989.86	771.42	4029.25	202.57	12097.39	0	1
100216	hCG16896.2	279.53	279.53	1.77	0.56	1	0.15	86	44	660.41	1284.89	83.31	220.95	9132.76	0	1
100244	hCG38837.3	763.45	188.38	0.25	4.05	0	0.45	229	69	930.6	1531.81	947.35	218.9	8143.11	0	2
100249	hCG2042122	226021.39	2801.78	0.04	80.67	0	132.83	186	147	1758.51	1070.64	214829.22	478.39	227243.68	0	2
100259	hCG1990058	3035.74	374.03	0.13	8.12	0	1.78	201	36	580.49	1234.16	2825.71	258.89	11356.67	0	2
100260	hCG2041407	445.95	338.13	0.76	1.32	0	0.26	176	109	1354.32	967.72	273.61	267.92	9190.69	0	2
100269	hCG2042042	345.97	345.97	0.47	-2.14	1	0.18	94	93	1181.9	1369.63	-779.86	224.72	8436.57	0	1
100277	hCG1746386.2	212.32	212.32	1.85	0.54	1	0.12	210	73	972.6	1329.02	18.49	242.41	8060.51	0	2
100278	hCG2043255	1905.56	200.94	0.12	9.48	0	1.02	48	31	520.51	880.62	1990.32	212.43	10585.44	0	1
100288	hCG15198.3	453.9	218.04	0.48	2.08	0	0.27	226	135	1635.61	1496.32	697.89	215.12	7770.72	0	2
100289	NM_018661.2	295.61	171.54	0.58	1.72	64	0.16	102	138	1662.9	1450.14	1645.85	204.44	9907.04	0	1
100295	hCG38931.2	316.49	316.49	2.2	0.45	1	0.19	145	90	1151.63	634.75	231.37	292.24	9990.85	0	2
100297	hCG1817726.2	1804.95	137.54	0.09	13.12	0	1.06	126	38	598.48	437.56	1991.73	274.02	11072.75	0	2
100302	hCG1997291	1307.27	927.93	0.71	1.41	0	0.7	12	19	390.47	498.79	231.79	205.12	8587.9	0	1
100309	hCG2031179	311.29	311.29	3.23	-0.31	1	0.17	32	38	595.37	708.2	-149.23	210.21	8438.24	0	1
100312	hCG2029091.1	623.83	311.36	0.5	2	0	0.37	194	152	1810.78	1155.73	415.74	208.84	7280.3	0	2
100313	hCG23912.3	28642.65	612.08	0.04	46.8	0	16.83	141	27	482.71	594.92	29226.44	307.05	38768.57	0	2
100328	hCG2041959	3244.26	252.17	0.09	12.87	0	1.91	177	146	1746.2	977.2	3143.89	227.19	10554.98	0	2
100336	hCG1780372.3	574	215	0.38	2.67	0	0.34	192	159	1883.38	1133.93	486.93	205.49	7232.36	0	2
100340	hCG15506.3	30334.95	2541.57	0.09	11.94	0	17.83	215	91	1163.23	1380.81	26917.59	458.11	41963.28	0	2
100344	hCG18366.3	17864.39	577.59	0.05	30.93	0	10.5	224	93	1187.54	1475.86	23890.54	338.25	34706.67	0	2
100348	hCG1642034.3	445114.93	4548.09	0.05	97.87	0	237.62	31	74	978.78	696.74	494415.84	595.9	510188.92	0	1
100352	hCG1747645.1	488.9	221.62	0.46	2.21	0	0.26	6	103	1284.93	433.6	488.75	195.97	8435.18	0	1
100356	hCG17886.4	11710.29	296.02	0.05	39.56	0	6.88	219	29	507.14	1426.16	8434.98	229.77	15760.1	0	2
100357	hCG2041921	2166.81	212.49	0.11	10.2	0	1.27	157	43	653.97	766.23	1894.57	267.77	10761	0	2
100365	hCG25409.2	1471.94	197.84	0.14	7.44	0	0.79	88	102	1278.44	1305.57	1631.1	232.87	11133.9	0	1
100369	hCG2041004	302.18	302.18	2.31	-0.43	1	0.18	145	61	844.24	636.76	-6.46	282.39	9418.6	0	2
100384	hCG18067.4	35885.64	365.96	0.05	98.06	0	19.16	44	42	638.52	837.3	34339.59	240.56	42808.65	0	1
100385	hCG2004080	35468.99	802.05	0.04	44.22	0	20.84	126	5	248.61	439.4	37482.84	360	48786.44	0	2
100388	hCG2042134	199.59	199.59	3.26	-0.31	1	0.11	114	136	1641.78	1578.1	-123.75	202.99	8150.22	0	1
100390	hCG1643101.3	419451.66	4614.18	0.05	90.9	0	223.92	77	71	948.95	1187.28	310683.54	500.18	324914.34	0	1
100398	hCG2001363.1	1539.16	184.28	0.13	8.35	0	0.82	27	152	1806.18	651.74	1781.53	185.09	9187.86	0	1
100403	hCG2042102	15198.13	377.77	0.06	40.23	0	8.11	112	22	429.12	1560.05	15037.72	232.24	23954.65	0	1
100404	hCG24124.3	414.77	414.77	1.99	0.5	1	0.24	141	136	1642.38	592.6	130.18	246.75	8318.53	0	2
100405	hCG20078.4	4048.07	400.11	0.11	10.12	0	2.16	6	92	1166.92	433.3	2232	201.43	10333.99	0	1
100410	hCG41615.4	7600.02	194.5	0.05	39.07	0	4.47	226	158	1873.42	1495.95	8029.61	194.2	14083.86	0	2
100415	hCG36858.2	2258.23	305.05	0.14	7.4	0	1.33	219	152	1811.09	1421.29	1685.48	224.7	9058.18	0	2
100419	hCG2014850.1	202.34	202.34	0.6	-1.68	1	0.12	163	15	355.19	832.51	-512.9	231.24	7142.87	0	2
100423	hCG2014792	61630.89	2488.42	0.06	24.77	0	36.22	217	149	1779.55	1400.67	40217.35	374.99	52014.5	0	2
100426	hCG1652370.4	184.26	184.26	1.28	0.78	1	0.1	22	33	542	601.45	100.54	187.93	7716.75	0	1
100430	hCG17690.3	22360.21	395.88	0.06	56.48	0	11.94	71	109	1353.87	1121.81	21756.35	311.26	34047.02	0	1
100431	hCG15153.3	3774.2	306.7	0.1	12.31	0	2.01	57	25	456.79	977.68	3545.49	210.45	11984.32	0	1
100436	hCG40675.2	336.89	336.89	0.81	-1.24	1	0.2	230	14	347.91	1541.6	-565.96	244.32	7542.6	0	2
100442	hCG1820892.1	164906.79	1774.4	0.05	92.94	0	88.03	114	157	1863.56	1576.82	144728.13	359.9	155426.79	0	1
100451	hCG201351.2	1230.45	242.34	0.2	5.08	0	0.66	97	72	959.28	1402.7	1342.01	235.05	10952.1	0	1
100454	hCG1782977.2	20207.15	296.13	0.05	68.24	64	10.79	91	147	1755.71	1336.19	26793.56	252.42	36167.8	0	1
100455	hCG1811005.2	1239.58	718.71	0.58	1.72	0	0.73	181	145	1736.68	1017.89	1153.7	264.11	9914.04	0	2
100458	hCG30684.3	362.75	210.65	0.58	1.72	0	0.21	167	70	938.19	873.01	448.03	266.31	9304.64	0	2
100460	hCG22341.3	54630.94	685.18	0.05	79.73	0	29.16	84	101	1267.9	1263.13	69022.07	318.9	80117.95	0	1
100472	hCG1759124.2	1928.37	307.26	0.17	6.28	0	1.03	32	94	1190.6	707.03	1268.06	205.54	9595.44	0	1
100473	hCG1778511.1	133.32	133.32	0.89	-1.12	1	0.08	226	4	242.8	1499.73	-233.71	211.24	6728.88	0	2
100479	hCG2033106	497.49	455.64	0.92	1.09	0	0.27	7	2	212.22	447	226.46	177.54	7383	0	1
100485	hCG1984913	8143.28	442.7	0.07	18.39	0	4.79	154	129	1568.77	731.72	7398.47	253.36	15598.75	0	2
100492	hCG1657850.2	177.05	177.05	2.15	0.46	1	0.1	145	146	1747.67	634.12	76.51	258.12	8660.19	0	2
100494	hCG2041069.1	3287.02	512.26	0.16	6.42	0	1.93	233	9	294.85	1573.72	3090.06	227.11	10500.18	0	2
100503	hCG2032955.1	52298.72	436.15	0.04	119.91	0	30.73	192	90	1153.65	1135.59	51303.14	321.22	60806.88	0	2
100510	hCG37606.3	15870.17	518.9	0.05	30.58	0	9.33	153	111	1376.73	719.86	16791.95	318.77	27073.85	0	2
100511	hCG1646932.4	135.82	135.82	1.55	-0.65	1	0.08	231	104	1304.31	1550.97	-177.61	235.56	7627.82	0	2
100513	hCG27597.3	1592.5	193.6	0.13	8.23	0	0.94	225	113	1399.86	1486.76	2022.95	245.16	10098.43	0	2
100524	hCG1779409.2	11150.08	250.2	0.04	44.56	0	6.55	170	58	813.02	903.67	12659.22	281.53	21713.4	0	2
100525	hCG2041071	308.92	286.4	0.93	1.08	0	0.16	61	9	288.42	1020.89	274.85	205.51	8646.27	0	1
100529	hCG40703.2	308.31	308.31	1.99	-0.5	1	0.18	169	128	1557.93	890.42	-297.81	256.19	8221.64	0	2
100537	hCG33393.3	33188.03	388.49	0.05	85.43	0	17.72	21	52	744.57	592.48	31071.74	230.6	39190	0	1
100543	hCG18075.3	28481.85	482.5	0.04	59.03	0	16.74	139	37	587.41	574.01	22481.06	324.96	32848.92	0	2
100547	hCG15755.3	947.65	284.35	0.3	3.33	0	0.56	225	48	710.35	1488.88	1197.92	249.45	9448.07	0	2
100552	hCG39985.3	111768.68	1137.25	0.04	98.28	0	65.68	170	31	524.29	906.12	123792.86	420.13	135581.36	0	2
100557	hCG2040087	757.3	264.46	0.35	2.86	0	0.4	15	75	988.96	527.63	636.59	195.85	8570.77	0	1
100558	hCG2041063	170.04	170.04	1.36	-0.73	1	0.1	130	98	1235.91	478.03	-236.42	276.3	8978.05	0	2
100566	hCG32351.3	297.09	182.51	0.62	1.63	0	0.17	126	133	1607.2	435.59	238.8	236.63	8073.59	0	2
100569	hCG1746344.3	282.2	282.2	9.37	0.11	1	0.15	109	67	909.03	1527.88	-44.03	222.31	9067.4	0	1
100570	hCG15955.3	5355.76	272.34	0.06	19.67	0	3.15	198	37	590	1202.59	4188.68	260.21	12726.32	0	2
100572	hCG15026.2	217.89	217.89	1.37	0.73	1	0.12	42	95	1201.49	817.25	118.44	206.28	8529.85	0	1
100575	hCG18387.2	289.42	213.94	0.74	1.35	0	0.15	101	105	1312.05	1440.83	296.79	230.46	9749.42	0	1
100583	hCG1810883.4	221.37	221.37	2.99	-0.33	1	0.13	121	133	1606.31	382.12	-148.36	248.68	8111.09	0	2
100589	hCG2012437.2	13692.01	257.48	0.04	53.18	0	8.05	204	71	951.22	1265.38	15712.59	271.13	24305.52	0	2
100591	hCG40483.3	16295.69	484.45	0.05	33.64	0	9.58	204	43	654.28	1265.56	16819.06	291.92	26134.38	0	2
100594	hCG39312.3	519.65	519.65	2.06	0.49	1	0.28	71	43	650.81	1124.97	438.87	285.41	12266.14	0	1
100596	hCG20141.2	8117.22	243.88	0.06	33.28	0	4.33	38	4	235.37	774.07	4910.95	189.84	12368.25	0	1
100608	hCG2040839	220.38	220.38	2.61	0.38	1	0.12	74	90	1149.97	1156.45	34.28	240.23	9921.28	0	1
100611	hCG2041947	300.44	300.44	0.51	-1.97	1	0.16	27	114	1404.49	651.87	-865.3	208.5	7648.52	0	1
100627	hCG2017591	489438.56	5034.57	0.04	97.22	0	287.63	124	136	1638.45	414.13	553903.21	755.76	573465.14	0	2
100628	hCG27610.2	522.5	174.97	0.34	2.99	0	0.28	71	139	1672.08	1122.05	637.67	190.83	8352.67	0	1
100629	hCG16821.4	82359.14	700.03	0.05	117.65	0	43.97	42	32	530.02	816.61	87713.77	306.08	97430.94	0	1
100635	hCG1641463.2	5799.61	513.8	0.1	11.29	0	3.41	169	30	513.42	894.63	5570.44	291.9	15180.69	0	2
100636	hCG42586.3	59053.42	1111.33	0.04	53.14	0	34.7	226	149	1779.65	1495.86	62706.83	308.27	71382.32	0	2
100639	hCG38029.4	10069.8	305.46	0.05	32.97	0	5.92	128	98	1235.85	456.73	11596.97	304.78	21507.99	0	2
100641	hCG22467.3	52613.22	1259.62	0.05	41.77	0	30.92	167	73	969.78	872.84	61571.03	421.04	74649.2	0	2
100642	hCG2036995	398.81	283.67	0.71	1.41	0	0.23	171	55	781.11	914.41	376.23	261.32	9062.27	0	2
100645	hCG1787345.1	220.9	220.9	3.48	0.29	1	0.12	89	34	554.82	1318.33	-130.46	234.9	9526.78	0	1
100646	hCG37527.3	385.66	385.66	1.71	0.59	1	0.23	157	155	1843.12	762.14	180.45	229.37	7765.28	0	2
100658	hCG22100.5	258.11	258.11	13.28	0.08	1	0.15	203	26	474.32	1256.27	-107.21	235.2	7685.49	0	2
100659	hCG38025.3	818.44	225.11	0.28	3.64	0	0.48	184	46	685.52	1050.74	1086.74	267.58	9969.37	0	2
100664	hCG28466.3	100241.75	1040.37	0.04	96.35	0	58.91	208	123	1505.73	1305.87	102702.21	366.42	112732.23	0	2
100671	hCG21393.2	4265.79	267.42	0.08	15.95	0	2.28	72	10	299.45	1138.12	4550.25	244.64	14454.34	0	1
100679	hCG2016357	867.71	158.22	0.19	5.48	0	0.46	69	43	651.09	1103.93	1183.71	230.15	10586.83	0	1
100680	hCG21350.2	1394.01	200.08	0.15	6.97	0	0.74	29	95	1201.34	675.75	1073.29	192.87	8856.18	0	1
100681	hCG2002108.1	967.84	549.2	0.57	1.76	0	0.57	129	70	937.77	467.6	1043.66	329.56	12074.67	0	2
100687	hCG1640875.2	1200.25	240.77	0.2	4.98	0	0.71	223	134	1623.02	1464.48	1327.82	223.65	8676.55	0	2
100689	hCG1812840.2	5817.47	280.57	0.07	20.73	0	3.11	10	137	1645.43	474.04	5044.09	185.13	12283.66	0	1
100691	hCG23910.2	10248.78	425.64	0.06	24.08	0	6.02	234	85	1102.61	1581.92	10153.58	245.75	17997.34	0	2
100694	hCG40629.3	4051.28	302.23	0.09	13.4	0	2.16	27	97	1222.62	654.08	3246.09	208.37	11607.1	0	1
100702	hCG1643440.3	397683.44	3946.28	0.04	100.77	0	233.71	181	77	1013.51	1019.84	479503.18	705.9	497806.61	0	2
100709	hCG30823.3	10976.64	269.51	0.06	40.73	0	5.86	10	37	582.57	477.82	12533.52	228.3	21377.84	0	1
100710	hCG28028.3	92262.14	1164.71	0.04	79.21	0	54.22	191	155	1841.98	1123.7	91195.58	351.33	100882.21	0	2
100717	hCG1786283.1	542.08	542.08	3.07	-0.33	1	0.29	53	35	563.34	934.52	-250.55	270.16	10931.64	0	1
100719	hCG2021815	445.92	283.61	0.64	1.57	0	0.24	15	152	1805.84	525.53	243.67	172.24	7169.08	0	1
100722	hCG1820472.1	2339.82	274.47	0.13	8.52	0	1.25	8	157	1857.93	451.8	1825.08	177.62	8900.35	0	1
100727	hCG1645872.2	536.33	349.13	0.65	1.54	0	0.32	218	158	1873.47	1410.74	410.92	188.34	6562.29	0	2
100736	hCG39613.3	284.81	284.81	26.41	-0.04	1	0.17	129	106	1322.04	467.17	-62.08	284.99	9452.69	0	2
100747	hCG39706.3	277.17	277.17	0.47	-2.15	1	0.15	97	62	853.16	1403.18	-914.05	237.64	8861.49	0	1
100748	hCG39335.3	2184.55	555.48	0.26	3.93	0	1.17	32	126	1532.05	706.46	1838.72	234.89	11422.63	0	1
100757	hCG40698.2	16181.29	277.24	0.05	58.36	0	8.64	115	84	1088.53	1591.35	15659.49	260.23	25835.59	0	1
100762	hCG401212.3	282.01	282.01	2.36	0.42	1	0.17	214	7	271.57	1372.95	26.55	233.27	7751.85	0	2
100765	hCG16829.3	12481.54	195.42	0.04	63.87	0	7.34	189	147	1758.11	1102.44	13231.14	259.8	21486.67	0	2
100771	hCG2033271.2	1081139.78	31632.62	0.05	34.18	0	635.35	133	126	1532.91	510.46	1259262.62	3521.85	1377546.66	0	2
100777	hCG14908.2	23244.23	428.86	0.06	54.2	0	12.41	23	13	329.37	614.54	18574.49	232.55	27352.78	0	1
100781	hCG1643344.2	287.73	287.73	0.44	-2.28	1	0.15	3	9	284.84	405.42	-545.41	191.19	7216.91	0	1
100787	hCG2040550	1481.81	663.15	0.45	2.23	0	0.79	94	141	1692.61	1368.16	1857.26	235.86	11482.28	0	1
100788	hCG1820609.2	2454.74	304.55	0.13	8.06	0	1.44	138	1	206.69	567.49	1897.5	242.28	9876.54	0	2
100794	hCG1775175.1	432.71	286.1	0.66	1.51	0	0.23	26	8	277.02	646.11	175.89	186.26	7714.65	0	1
100801	hCG1811890.1	1122.83	462.13	0.41	2.43	0	0.6	57	58	809.82	976.18	726.17	214.54	9469.66	0	1
100812	hCG1983949	2117.5	442.4	0.21	4.79	0	1.24	144	137	1653.37	624.38	2148.68	278.35	11376.37	0	2
100814	hCG1643287.3	578.22	223.81	0.39	2.58	0	0.31	67	49	714.86	1082.59	755.14	237.3	10486.81	0	1
100819	hCG19396.3	1328.6	278.64	0.22	4.77	0	0.71	91	146	1745.56	1336.12	1738.7	213.99	10414.02	0	1
100825	hCG1739403.3	3810.09	429.74	0.12	8.87	0	2.24	142	11	311.56	605.86	2550.49	222.2	9806.73	0	2
100826	hCG2004404	599879.98	5347.62	0.04	112.18	0	352.53	194	77	1014.51	1158.58	605033.29	742.57	623302.38	0	2
100830	hCG1641328.2	303.86	303.86	1.82	-0.55	1	0.16	103	13	333.18	1465.79	-268.06	233.09	9310.4	0	1
100837	hCG21867.3	248.21	248.21	0.62	-1.61	1	0.15	229	68	919.8	1530.94	-596.18	224.76	6834.79	0	2
100840	hCG19421.2	81942.3	885.68	0.05	92.52	0	43.74	97	36	576.5	1403.98	82815.69	351.27	95117.81	0	1
100845	hCG37756.2	58748.7	659.9	0.05	89.03	0	31.36	75	59	821.61	1167.38	71301.98	321.3	82442.08	0	1
100857	hCG26478.2	625.77	135.53	0.22	4.62	0	0.37	222	135	1634.32	1453.87	554.69	216.72	7688.19	0	2
100869	hCG1799183.1	163.71	163.71	4.25	0.24	1	0.09	104	68	919.13	1474.56	-28.9	208.71	8493.58	0	1
100876	hCG2040341	235.69	235.69	70.34	-0.01	1	0.14	123	150	1786.44	402.37	-112.13	243.45	7965.8	0	2
100883	hCG2041662	178.16	178.16	3.74	0.27	1	0.1	46	61	840.34	857.7	-13.35	201.82	8209.9	0	1
100884	hCG17740.3	1157.45	232.26	0.21	4.98	0	0.62	78	13	331.69	1202.03	939.39	214.93	9690.44	0	1
100890	hCG1995879	1426.39	162.22	0.13	8.79	0	0.76	44	101	1265.32	836.44	1623.2	219.58	10547.09	0	1
100892	hCG2024637.2	9651.57	448.49	0.06	21.52	0	5.67	139	23	438.52	574.44	7872.76	277.51	16914.81	0	2
100894	hCG2043516	510939.18	5079.06	0.04	100.6	0	300.26	151	98	1236.67	698.8	376498.3	569.97	390085.25	0	2
100901	hCG2043527	76908.27	1161.62	0.05	66.21	0	41.06	92	124	1511.45	1345.66	95838.33	388.64	109656.87	0	1
100912	hCG2041182	2743.5	180.43	0.08	15.21	0	1.61	188	122	1494.68	1090.9	3544.57	255.02	11918.77	0	2
100914	ENST00000326308	8931.38	371.11	0.07	24.07	0	4.77	106	129	1568.05	1493.48	9709.78	256.54	19944.77	0	1
100925	hCG1811231.5	354.99	354.99	1.28	0.78	1	0.21	176	108	1343.54	967.43	24.46	282.62	9456.53	0	2
100935	hCG29879.2	317.31	317.31	1.89	-0.53	1	0.17	69	29	501.86	1102.89	-368.84	225.53	8882.26	0	1
100939	hCG32514.4	10475.44	846.03	0.1	12.38	0	5.59	96	89	1139.27	1391.02	11242.78	344.4	25325.24	0	1
100942	hCG24781.3	6095.59	467.9	0.09	13.03	0	3.58	142	21	419.02	605.57	7075.34	285.33	16415.59	0	2
100943	hCG2020143	10397.7	481.34	0.06	21.6	0	6.11	223	51	741.06	1467.79	12880.75	302.53	22679.27	0	2
100945	hCG1744022.1	11716.36	580.53	0.07	20.18	0	6.25	54	91	1158.21	943.74	14271.72	267.58	24833.74	0	1
100949	hCG401265.3	4770.71	127.51	0.06	37.41	0	2.55	22	147	1753.14	598.75	5040.72	206.75	13246.76	0	1
100951	hCG2036633	20340.35	342.6	0.04	59.37	0	11.95	202	46	685.85	1243.03	20716.45	283.73	29627.03	0	2
100952	hCG172506.2	248.43	248.43	8.88	-0.11	1	0.13	73	92	1171.15	1146.04	-115.27	235.91	9585.54	0	1
100955	hCG17419.3	54192.65	760.61	0.04	71.25	0	31.85	143	16	364.21	616.63	39466.98	295.91	48310.63	0	2
100963	hCG38903.2	10417.21	378.53	0.05	27.52	0	6.12	157	95	1205.06	763.16	6878.59	267.47	15593.81	0	2
100966	hCG1998970.1	17321.84	303.89	0.06	57	0	9.25	16	56	783.71	539.73	13492.57	211.41	21513.45	0	1
100969	hCG2025883	27467.4	431.1	0.04	63.72	0	16.14	224	70	940.57	1477.87	35845.89	283.1	44300.18	0	2
100972	hCG1980622.1	434.66	434.66	1.17	0.85	1	0.26	159	73	972.06	785.32	231.37	276.49	9446.39	0	2
100983	hCG32417.3	305.02	305.02	1.12	0.9	1	0.16	2	48	698.2	392.78	213.61	215.82	9034.84	0	1
100984	hCG2041530	3564.83	215.31	0.08	16.56	0	1.9	95	47	692.57	1380.77	3886.76	247.77	13953.4	0	1
100989	hCG21211.3	1385.57	263.36	0.2	5.26	0	0.74	69	141	1692.91	1098.95	1566.29	184.34	8950.37	0	1
100993	hCG1744634.1	10414.88	304.32	0.05	34.22	0	6.12	148	26	472.36	669.4	13366.87	282.67	22441.97	0	2
100996	hCG2042518	300.58	300.58	5.88	0.17	1	0.18	168	6	260.04	886.73	-70.58	252.34	8315.46	0	2
100997	hCG1775444.2	2127.75	219.1	0.12	9.71	0	1.14	85	62	853.14	1275.46	3094.2	259.28	13694.87	0	1
101011	hCG31839.2	271.79	271.79	2.77	0.36	1	0.16	192	56	792.14	1135.95	-2.03	266.22	8863.97	0	2
101012	hCG21954.3	8012.93	232.18	0.06	34.51	0	4.28	24	132	1595.5	621.15	7672.59	201.58	15521.91	0	1
101018	hCG2040252	8723.28	253.04	0.06	34.47	0	4.66	71	1	205.33	1127.81	9366.8	210.37	17534.6	0	1
101019	hCG401224.3	2310.87	168.29	0.08	13.73	0	1.36	226	46	688.51	1500.08	2438.43	235.88	10177.65	0	2
101020	hCG1775524.2	12341.6	382.04	0.05	32.3	0	7.25	198	116	1430.51	1199.77	11164.99	262.23	19569.44	0	2
101026	hCG16871.3	7686.27	305.92	0.06	25.13	0	4.52	126	25	461	437.7	9102.5	283.06	18307.93	0	2
