Reporter Identifier	VALUE	S_N_P/8a-3_OKhymenets_220905
101370	4201.19	54.59
101374	375.42	-0.69
101377	13281.15	57.03
101381	7756.49	46.9
101387	3476	6.44
101391	885.17	6.1
101395	128.8	0.36
101397	3589.9	15.84
101403	219.08	-1.25
101404	1642.03	7.35
101408	420.98	1.64
101413	134.05	-0.68
101431	434.02	0.61
101441	126444.6	123.95
101444	5522.32	18.88
101445	12946.06	71.21
101446	752.57	-0.12
101447	11320.02	54.71
101482	288.09	2.07
101487	1809.13	9.96
101498	4607.98	35.1
101499	18753.96	65.02
101505	3177.14	22.26
101506	169.62	0.16
101509	2207.46	4.44
101511	28669.71	66.02
101513	410.98	2.73
101518	171.06	-2.22
101520	217.92	1.25
101526	10582.78	20.08
101527	12921.47	47.52
101538	252.01	1.13
101549	1708.06	-0.37
101552	259.23	0.12
101555	202.04	-1.42
101559	303.84	1.32
101561	742.12	3.01
101566	330.21	1.64
101569	322.24	2.35
101570	3234.01	16.16
101574	21631.59	57.02
101575	486.24	3.38
101584	1973.22	11.69
101588	49562.93	120.52
101589	3227.12	23.95
101592	2795.14	12.9
101594	3141.66	13.87
101597	171.84	1.11
101598	353.31	-0.12
101603	6781.91	29.76
101611	7765.75	28.79
101616	509.83	0.57
101623	314.04	2.1
101641	2514.74	3.35
101645	4098.94	22.01
101647	268.27	0.54
101648	415.62	0.49
101654	1114.24	2.52
101655	3163.87	21.95
101663	815.12	2.01
101664	11849.95	38.06
101666	2109.13	16.82
101670	9080.31	35.29
101676	8477.62	41.33
101678	376.34	2.74
101680	3582.28	40.94
101686	5865.47	36.41
101687	10675.43	50.59
101688	532.91	4.79
101692	37493.1	95.94
101693	21045.76	71.79
101695	335.05	2.24
101703	11469.29	65.03
101711	15360.71	70.02
101721	186.45	-2.2
101722	196.87	-1.49
101725	15433.89	71.65
101736	1528.53	10.93
101738	202.1	-1.35
101742	238.7	1.18
101745	288.36	1.42
101754	46712.57	90.8
101755	144844.81	67.23
101757	913.51	4.35
101759	617.94	3.19
101760	302.2	2.5
101762	338.83	1.2
101768	307.95	-1.52
101775	770.5	2.71
101777	427.96	1.46
101781	19616.14	77.07
101783	276.48	-1.01
101798	1073634.02	88.94
101799	360.25	-0.05
101800	1106.83	14.1
101802	1916.41	11.66
101811	483940.22	95.79
101814	213.89	0.33
101815	37313.02	83.44
101821	1870.79	26.53
101835	21470.82	31.82
101843	483.45	2.28
101844	43186.02	96.35
101845	288.19	2.18
101854	195.11	-0.36
101855	618.81	10.89
101860	315.15	0.6
101862	23387.28	38.84
101863	264.74	0.03
101867	108776.95	86.33
101876	164.97	-0.38
101878	166.55	-0.77
101887	29907.08	92.79
101893	24953.76	48.79
101899	1102.94	3.93
101908	1926.65	9.83
101912	227.25	1.33
101913	224.68	-2.11
101917	127.85	0.78
101929	2323.84	11.47
101930	357.76	0.26
101931	45109.43	77.89
101946	57459.47	93.23
101948	269.73	1.09
101949	3229.76	18.32
101955	1068.17	4.74
101958	24352.65	22.95
101962	18313.4	53.42
101965	2878.29	5.4
101973	60668.82	115.57
101974	107415.92	127.21
101979	10330.22	62.56
101980	21638.44	73.2
101985	29871.32	94.05
101987	10767.69	46.57
101998	176.73	0.65
102001	99136.91	115.8
102004	325.38	-1.01
102010	340.95	3.12
102013	2912.4	10.17
102034	155.59	0.22
102036	3862.19	5.86
102037	180470.38	100.81
102040	1873.03	11.45
102046	15665.14	54.74
102047	11012.73	53.91
102049	229.6	1.39
102051	745.19	5.05
102059	3440.71	49.74
102060	37385.55	101.86
102063	6469.98	48.4
102071	3215.91	14.47
102077	93.3	-0.54
102081	227.4	-0.42
102085	323.78	-0.84
102086	11290.58	36.17
102088	359.82	1.48
102090	684.02	3.98
102092	4548.41	13.52
102096	266.24	-0.46
102108	388.07	4.31
102116	3023.77	32.66
102117	20187.55	70.64
102125	35134.62	73.66
102126	239.41	-0.58
102133	13221.49	47.81
102135	199.08	-0.05
102137	539.38	2.88
102138	19213.69	57.22
102140	986.74	7.01
102148	345.74	2.77
102152	217.36	-0.08
102161	3266.78	22.06
102162	2093.83	12.42
102164	6359.26	36.76
102168	259.61	-0.61
102174	2311.41	14.02
102175	14766.8	39.96
102177	177.41	-2.1
102183	4459.95	24.33
102204	219.76	2.08
102205	1385	14.71
102207	21568.13	71.63
102210	10893.47	63.79
102211	6036.71	28.22
102213	380.32	0.22
102218	36016.2	70.76
102222	255.24	1.13
102225	562.89	11.72
102229	12488.02	36.09
102231	506.39	-0.07
102233	179799.57	77.79
102234	161.66	0.27
102236	11963.73	50.12
102241	298.6	-0.6
102244	16733.06	50.62
102249	249.49	1.15
102255	197.9	0.66
102257	72795.59	96.94
102263	338.4	0.54
102267	23197.27	64.83
102274	2547.08	7.39
102277	178	1.16
102279	266.87	-0.87
102286	578.64	1.94
102295	179.76	0.36
102302	4166.97	26.21
102305	680.64	4.84
102314	2322.45	26.95
102323	454.14	2.33
102330	616.48	3.73
102334	4878.37	36.04
102335	11711.35	38.56
102337	3113.08	20.65
102338	57400.92	73.57
102341	693.6	3.5
102342	17915.09	77.41
102344	5899.04	36.59
102347	193.91	-2.24
102348	1615.98	8.04
102353	484.54	2.43
102355	34974.66	72.45
102384	2069.09	11.79
102387	3934.75	38
102388	23236.93	79.95
102393	1249.96	5.95
102396	33769.95	84.28
102397	315809.19	81.21
102403	687.23	3.45
102415	30769.32	58.02
102419	13124.84	59.92
102421	150.65	1.01
102431	263.07	2.38
102437	54400.15	93.52
102438	17240.43	79.45
102441	130.15	-3.11
102445	3850.22	33.72
102450	757.41	6
102451	2204.12	8.19
102454	13974.49	59.51
102459	173.51	-0.55
102465	39509.64	65.44
102474	840.14	3.69
102477	230.82	-1.14
102482	4888.37	19.85
102483	40935.36	121.64
102484	221373.8	42.94
102488	2426.1	9.34
102491	26828.22	78.82
102492	12927.3	52.59
102498	122.3	-0.42
102503	33273	39.75
102506	941.4	-0.38
102514	615128.61	102.33
102516	218.88	-0.91
102518	1313126.24	107.75
102521	564.02	2.95
102523	340.61	0.96
102525	495469.49	114.87
102539	217.65	1.45
102551	44687.25	85.42
102557	1407.62	9.84
102558	9801.71	49.7
102559	5600.01	9.33
102560	427.75	1.32
102563	16146.48	29.03
102564	15201.36	51.22
102565	11674.06	30.66
102571	2836.8	25.95
102572	310.42	1.22
102581	4607.9	14.27
102592	5636.83	4.33
102596	59651.42	68.57
102597	935.24	6.61
102598	26035.43	73.18
102603	154.91	-3.53
102604	158206.99	36.82
102610	4363.8	11.74
102617	237590.06	100.32
102622	1004.71	3.64
102623	1974.58	4.09
102625	186.07	0.75
102627	4967.37	19.52
102632	21472.2	65.76
102647	3959.65	21.02
102652	3895.48	26.83
102654	1948.4	10.09
102661	4415.51	13
102664	4352.36	33.42
102667	297.53	0.54
102670	494.75	1.55
102684	172.06	-0.34
102688	48932.87	35.19
102693	317.33	-1.34
102700	244.67	1.46
102706	101333.17	117.42
102709	6324.08	30.54
102711	7681.29	13.26
102718	17684.54	48.34
102721	20475.81	26.36
102723	14181.52	52.44
102727	9574.75	21.6
102730	160.36	0.96
102731	4009.42	28.01
102732	189319	86.11
102734	1677.21	4.69
102739	295.63	1.09
102753	7232.4	50.97
102754	1109.21	4.99
102756	138.52	0.15
102759	160.13	0.92
102762	2156.34	10.55
102769	398.74	-0.3
102776	313.55	-0.93
102778	1142.72	2.63
102783	7450.53	23.03
102786	835.96	3.04
102788	16488.14	63.82
102789	2623.4	10.15
102792	210.8	-0.13
102794	791.89	3.43
102795	787.05	1.04
102817	158.51	-0.19
102818	484.21	2.51
102820	154.72	-0.75
102823	181.45	0.47
102824	483.28	0.44
102826	2299.77	6.34
102828	37057.42	82.23
102833	1428.67	6.01
102834	257.93	0.54
102835	124.89	-0.1
102836	1189.05	0.4
102841	103731.05	92.82
102842	1541.34	6.65
102845	8481.15	46.44
102846	1643.58	5.44
102848	3603.44	14.67
102850	1236.14	0.84
102862	997.46	3.39
102875	58025.7	105.92
102878	163.07	0.4
102881	466.3	3.8
102888	758.93	0.88
102896	632.98	3.99
102899	1655.88	3.88
102901	280.18	0.1
102904	6662.8	45.18
102907	30628.2	69.28
102910	22481.22	64.04
102914	626.85	2.64
102915	12726.69	62.34
102916	1014.38	6.93
102924	8947.65	65.59
102926	1001.77	2.77
102937	285463.91	113.06
102939	150.28	-0.56
102944	1606.75	8.66
102945	704.39	8.19
102952	337.34	0.75
102959	167.85	0.5
102967	13592.65	50.9
102968	1655.15	3.37
102971	581.97	0.77
102972	1261.34	2.78
102973	254.66	1.84
10298121	162.31	1.1
102988	2834.35	11.45
102997	1152.4	3.03
102999	357.78	1.98
103002	263.44	0.58
103003	249.14	-0.17
103010	6420.85	29.49
103013	5887.02	42.26
103021	11005.16	56.3
103022	238.38	-0.39
103029	511.7	0.15
103030	544.77	-0.37
103034	11795.96	50.49
103043	1141.98	9.39
103054	463.72	2.93
103058	405.16	-0.54
103069	2684.57	6.43
103070	389.89	1.99
103073	424.75	1.4
103079	3397.5	19.58
103080	406.84	1.82
103082	266.48	0.16
103085	267847.51	108.37
103095	258903.23	95.53
103097	1440226.27	108.66
103100	3009.72	16.76
103102	2848.84	17.2
103103	1542.71	11.09
103105	217.05	-1.25
103107	508.11	2.45
103109	3148.33	22.97
103111	139.63	0.45
103113	4251.41	31.96
103115	361.74	3.67
103117	1345.74	6.18
103150	62664.6	92.86
103152	220.22	-0.53
103153	1841.34	5.74
103159	138.28	2.71
103164	322.67	0.78
103169	12999.09	34.7
103171	152.99	0.64
103183	14930.89	63.17
103185	14267.24	53.65
103193	14353.29	46.84
103201	30611.55	94.93
103206	12546.04	62.24
103211	684.47	2.15
103212	226.46	-1.27
10321330	1222.26	5.69
103214	5361.96	14.49
10322069	259.94	1.41
103225	78661.46	77.84
103227	264.56	-1.05
103232	4339.1	26.45
103235	148.85	1.23
103239	5534.32	13.29
103241	2179.61	0.15
103252	5065.15	40.23
103254	220.22	-0.32
103259	560.77	2.72
103260	164.3	0.25
103264	4286.98	21.7
103269	177.42	0.24
103271	470.99	2.37
103273	657.15	2.96
103279	4796.7	27.79
103288	487.26	1.2
103291	21709.53	66.94
103297	255.29	2.16
103301	1013.29	6.51
103305	971.3	2.41
103306	2215.58	12.45
103310	245.49	-0.46
103318	584.37	1.27
103331	488.45	0.95
103341	7169.18	27.07
103342	120.68	-2.61
103344	1099.25	4.11
103350	41022.32	93.74
103355	286.39	1.16
103357	47224.47	68.34
103366	72323.21	74.96
103367	466.09	2.62
103382	6962.3	36.94
103384	12673.41	39.65
103392	15236.08	41.89
103394	1591.89	3.56
103395	6519.99	35.34
103396	1048.66	6.62
103401	1597.48	8.66
103403	255.42	-0.62
103404	8581.18	2.63
103406	6193.55	34.2
103409	17206.13	54.82
103413	63670.7	59.69
103415	43855.61	91.16
103418	18599.91	54.38
103423	11690.16	62.24
103430	12854.8	50.27
103431	2414.24	8.54
103434	166.23	1.1
103435	4552.29	28.02
10343858	661.65	4.83
103440	171.33	0.9
103441	8214.31	51.79
103444	1052.59	2.12
103446	19156.05	75.28
103451	16003.49	56.46
103457	3206.91	12.54
103458	403.9	0.06
103461	10561.46	25.31
103463	7321.64	42.39
103465	201630.58	119.56
103467	256.79	1.45
103468	4538.11	15.13
103474	3011.2	17.55
103475	1908.82	9.06
103476	6393.56	36.78
103481	10185.38	55.2
103491	34405.27	101.21
103492	164.42	-0.29
103516	5746.34	30.76
10351750	116.03	0.8
103520	1781.07	16.96
103522	11698.47	49.66
103524	1212.79	3.27
10353180	247.93	1.76
103532	167.07	-0.9
103536	255.03	-0.38
103537	2251.03	23.05
103547	270.43	-1.23
103552	337.91	2
103553	3356.53	6.55
103554	572.83	3.96
10355470	2363.22	26.09
103558	122.18	0
103562	518.21	0.9
103563	288.83	0.1
103564	87.8	-0.44
103567	793.01	8.7
103579	6412.15	25.62
10357919	779.86	13.12
103585	20636.83	66.48
103586	382.33	-0.73
103587	259447.49	101.1
103589	6101.81	14.19
103604	20269.63	44.4
103612	3899.44	26
103613	326.98	0.83
103617	9743.25	58.15
103618	1798.45	7.88
103624	607096.64	101.21
103625	84168.72	56.37
103626	228.68	0.21
103627	596.01	1.35
103640	234.82	-0.11
103641	31548.79	85.9
103642	6098.56	33.67
103644	1107.97	3.85
103651	1453.32	5.23
103654	271.2	1.01
103659	203.02	-0.77
103665	1366.61	7.9
103666	2153.35	9.03
103677	1053.89	5.52
103678	2760.88	19.35
103682	33710.67	54.21
103690	8037.94	62.48
103693	6602.24	19.52
103694	75606.67	115.76
103696	238.89	-0.25
10370245	156.34	1
103703	175.49	2.45
103705	8904.07	70.28
103717	8905.54	41.28
103718	2048.94	35.63
103719	4528.68	20.7
103720	8149.4	34.88
103726	575697.69	69.69
103729	364.58	2.53
103744	387.98	1.64
103746	1440.11	11.29
103752	435.87	2.22
103754	15499.89	59
10375855	1435.12	9.87
103764	767.45	2.2
103769	1194.55	8.95
103775	199.83	-0.18
103778	265.71	2.21
103779	163.82	0.52
103786	707.56	3.94
103792	295.08	3.09
103793	4435.42	20.8
103795	3749.31	14.89
103802	102.43	-1.82
103805	2936.24	21.59
103806	404.57	2.24
103809	1456.05	7.67
103810	50845.78	113.29
103813	201.44	-1.18
103822	2796.28	1.33
103824	2270.71	6.04
103829	350.67	1.24
103831	799.92	7.89
103843	8983.57	35.05
10384403	407.29	1.2
103846	1737.08	7.36
103851	11758.36	37.26
103866	185.54	-0.05
103867	21521.92	54.35
103870	2958.97	22.71
103875	2410.13	15.46
103876	191.92	0.09
103877	719.97	3.71
103883	2920.17	17.19
103885	169.56	-1.29
103888	372.17	1.56
103892	608.81	4.13
103896	1432.68	7.84
103907	2742.54	20.66
103910	28426.31	83.73
10391124	626.31	4.54
103913	665.63	1.45
103918	259.61	1.29
103919	5057.78	26.15
103920	723.74	4.24
103921	146.4	-1.88
103928	36721.56	71.83
103931	26535.4	55.64
103944	2781.83	20.18
103950	3817.83	12.64
103958	235.8	0.02
103964	324.4	1.36
103970	4271.84	19.83
103975	189.15	0.8
103976	3058.68	20.24
103999	86280.26	89.38
10400392	9737.23	55.18
104009	4532.67	24.75
104013	900.72	3.56
104031	204.03	-1.06
104032	294.47	0.4
104033	208.85	-1.79
104036	1607.47	8.65
104040	340.41	0.93
104054	50585.6	83.84
104057	30943.22	80.43
104059	19736.24	75.6
104062	1093.27	6.1
104079	3829.65	21.31
104080	335.99	2.85
104081	739.01	6.01
10409147	1124.96	3.72
104096	10635.51	38.6
104099	239.78	1.18
104102	190.11	0.17
10410414	456.09	0.93
104105	186.57	-1.55
104108	356.99	2.21
10411442	761.46	3.14
104115	43895.04	90.71
104116	3684.07	23.62
104119	324.18	-1.15
104123	924.76	5.68
104128	876.47	2.22
104131	91539.31	107.59
104139	6133.77	33.95
104140	66375.63	100.52
104142	3463.68	15.93
104153	179.3	1.31
104157	6928.28	23.94
104158	195	1.07
104166	8975.01	57.21
104172	690.38	6.67
104186	723.17	3.64
104189	6717.12	34.01
10419000	20421.97	66.88
104193	143680.83	53.17
104196	490721.47	80.18
104200	12235.66	61.17
104202	165.31	-2.4
104207	1494.82	10.04
104213	24498.46	84.49
104215	231.68	1.02
104218	205.6	-0.26
104220	8925.24	35.66
104225	21362.14	56.73
10423512	1720.38	5.08
104237	9599.02	21.99
104240	1160.43	4.62
104245	29050.54	29.34
104251	134.73	0.41
104254	8626.45	43.81
104259	7914.31	32.38
104260	38473.88	57.12
104268	159.04	-1.3
10426832	666.36	2.82
104271	132.67	0.62
104273	201.85	0.23
104275	6868.24	60.88
104276	33954.68	41.88
104280	13695.56	64.52
10428338	2152.53	8.7
104287	1699.72	7.24
104292	12504.2	60.92
104293	9860.42	51.34
104294	469.24	2.06
104309	12816.37	39.8
104310	2199.01	10.51
104322	907.33	4.86
104328	537.84	0.16
104331	2843.95	17.99
104341	590869.77	108.32
104346	4425.71	16.05
104347	157.58	-2.86
10434918	206.6	-0.06
104350	10583.72	48.92
104351	1244.28	10.21
104353	318.8	0.11
104356	3622.47	1.49
104360	14266.21	48.67
104371	282.32	-0.73
104372	23733.15	76.41
104377	24934.64	64.69
104379	285.75	0.36
104384	149860.09	113.23
104387	4468.61	21.51
104400	36218.35	89.89
104402	18871.87	83.47
104407	101.06	0.59
104408	1222.66	7.77
104409	231474.45	76.11
10441133	263.16	-0.84
10442161	234.03	0.18
104424	135.5	1
104427	34292.62	88.2
104428	2815.18	14.7
104431	6695.32	41.81
104447	284.88	1.08
104450	526.37	2.44
104454	435.51	0.08
104456	833154.71	79.31
104458	10127.22	21.27
104460	320.96	0.91
104469	2124.44	9.12
104475	320.78	-0.21
104477	3371.07	17.77
104481	217.66	0.21
104483	45919.3	93.45
104484	510.9	1.94
104490	28797.88	58.5
104499	416.89	-0.15
104504	299268.88	103.89
10450649	1412.02	-0.37
104510	295.03	0.63
104511	3032.8	10.55
104523	236.66	0.12
104525	812.23	3.64
10452548	3630.58	9.14
104528	247.48	-1.54
104531	186.51	0.04
104533	1671.02	3.56
104539	2862.73	12.24
104547	6935.29	18.61
104549	429.14	-0.01
10455177	223.95	0.48
104557	1805.33	15.54
104562	32882.52	49.72
104564	89165.92	70.77
104566	11759.17	67.24
104569	26444.91	80.36
104572	829.06	5.01
104576	400.38	-0.79
104577	1014.49	7.48
104585	992.23	-0.34
104588	2627.47	10.81
104590	126.08	-1.65
104594	1273679.09	45.84
10459528	981.37	5.92
10460534	109.21	0.82
104610	1233.43	9.59
10461026	2007.19	12.15
104615	3995.55	15.28
104619	31138.99	78.75
104621	7433.8	17.55
104625	632240.72	80.16
104627	11373.41	58.14
104634	663.04	0.11
104638	20533.77	32.96
104641	512.35	-0.34
104642	172.57	-2.05
104648	340.73	2.13
104651	1591.64	19.12
104667	4430.77	8.04
104683	80761.62	91.4
104690	9334.23	37.8
104697	6664.86	10.51
104701	148.5	-0.19
104706	307.31	1.6
104707	402.93	1.28
104708	291.66	-1.43
104709	402.79	1.68
104711	1077.48	5.32
10471331	1950.15	11.84
104716	4619.26	19.44
104718	3650.15	8.03
104721	537.46	2.63
104723	3149.12	21.85
104728	2784.28	13.2
104731	100766.55	79.03
104739	2318.81	8.7
104741	18791.09	70
104742	7043.06	48.14
104743	19553.78	57.53
104745	3144.34	8.09
104748	7979.44	45.75
104750	14121.41	44.23
104760	1407.75	6.38
104762	2644.21	11.97
104763	778.14	3.8
104764	2555.78	13.99
104767	254.94	-0.34
104770	13510.5	63.07
104771	11375.54	43.74
104772	16799.69	73.9
104774	3458.48	16.2
104777	199.17	0.57
104778	405.87	1.87
104782	92514.89	65.96
104785	159.36	1.03
104791	5821.35	25.98
10480018	3842.75	23.78
104824	402.04	1.91
104827	71.01	-0.17
104831	143.82	-0.3
104851	150.9	-0.2
104861	30848.16	42.85
104862	475.59	-0.88
104870	4042.84	15.89
104873	23711.34	66.09
104878	289.88	-0.54
104890	5943.69	42.19
104893	580.8	0.99
104900	6435.36	14.91
104901	69591	88.38
104905	5312.61	29.86
104921	3171.37	22.47
104923	2346.66	8.08
104925	47850.85	71.65
104926	207.32	-0.11
104931	1709.34	5.77
104932	289.44	0.39
104934	3877.04	17.83
104936	234.5	0.19
104939	1358.11	9.64
104942	1527.95	19.93
104945	4721.2	19.55
104948	1655.32	21.4
104952	360	-1.69
104955	7548.63	40.86
104959	1176.59	9.76
104977	239.11	-0.04
104984	264.32	1.09
104988	39267.99	46.92
104996	848.32	6.78
105004	19491.35	67.28
105010	1648.28	10.19
105011	953.69	5.19
105014	849.29	7.35
105018	7322.26	18.23
105029	539.25	-0.23
105030	31141.35	71.87
105040	31233.98	117.55
105052	316.33	-0.53
105053	5345.08	10.84
105056	159572.65	106.93
105061	1213.22	5.78
105062	300.84	-0.89
105064	629.95	3.87
105075	189.29	-1.16
105079	3348.29	16.69
105080	2212.16	8.14
105082	16855.97	60.66
105086	225.22	0.54
105087	3820.07	25.51
105091	125.73	0.91
105093	129.73	0.49
105095	918.9	7.22
105105	19698.01	39.04
105110	674.37	-0.98
105113	2093.9	13.5
105114	176.44	0.19
105117	680.76	4.43
105119	890.09	2.92
105120	61245.14	69.57
105123	307.24	-0.05
105128	290.97	0.83
105130	7230.77	28.48
105150	934.94	3.83
105151	362.71	2.62
105152	226.68	1.4
105155	489589.82	90.51
105160	1407.12	3.74
105163	213.99	0.46
105165	18193	8.61
105172	17312.99	47.86
105173	48868.66	103.93
105191	120.05	0.99
105194	70675.2	91.12
105195	210.79	-0.27
105197	1015.27	3.77
105207	599.25	1.65
105208	41025.15	45.24
105211	218497.34	84.03
105226	19629.67	72.03
105227	7307.99	28.99
105239	18237.12	87.31
105242	12584.05	19.66
105249	971.71	9.78
105251	3246.59	19.66
105258	1430.19	5.14
105260	7280.66	39.3
105265	2825.74	16.85
105266	5002.82	51.58
10526619	1957.05	10.52
105271	8421.04	40.6
105274	39589.27	91.03
105275	920.63	5.6
105279	977.25	2.73
105288	1333.73	5.69
105289	50945.61	101.36
105293	2305.92	8.78
10529369	8438.8	46.12
105296	1514.31	9.48
105298	8180.23	34.53
105301	235.51	0.7
105317	8210.88	46.57
105321	5505.19	49.22
105322	3769.59	22.85
105334	12796.53	54.85
105346	6407.29	3.99
105348	368.78	1.41
105351	8681.07	36.53
105353	2397.38	15.27
105355	2581.58	14.05
105365	10288.39	19.98
